source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[depletion method]	characteristics[depletion]	characteristics[developmental stage]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[separation]	comment[technical replicate]	comment[data file]	factor value[organism part]
PXD002633-Sample-4	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	4	not available	4	assay_34	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001775	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S34.raw	0.80 Da	20 ppm	liquid chromatography	1	S34.raw	hdl
PXD002633-Sample-5	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	5	not available	5	assay_35	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001776	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S35.raw	0.80 Da	20 ppm	liquid chromatography	1	S35.raw	hdl
PXD002633-Sample-6	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	6	not available	6	assay_36	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001777	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S36.raw	0.80 Da	20 ppm	liquid chromatography	1	S36.raw	hdl
PXD002633-Sample-7	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	7	not available	7	assay_37	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001778	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S37.raw	0.80 Da	20 ppm	liquid chromatography	1	S37.raw	hdl
PXD002633-Sample-8	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	8	not available	8	assay_38	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001779	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S38.raw	0.80 Da	20 ppm	liquid chromatography	1	S38.raw	hdl
PXD002633-Sample-9	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	9	not available	9	assay_39	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001780	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S39.raw	0.80 Da	20 ppm	liquid chromatography	1	S39.raw	hdl
PXD002633-Sample-10	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	10	not available	10	assay_40	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001781	AC=MS:1002038;NT=label free sample	4	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S40.raw	0.80 Da	20 ppm	liquid chromatography	1	S40.raw	hdl
PXD002633-Sample-1	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	1	not available	1	assay_41	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001782	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S41.raw	0.80 Da	20 ppm	liquid chromatography	1	S41.raw	hdl
PXD002633-Sample-2	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	2	not available	2	assay_42	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001783	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S42.raw	0.80 Da	20 ppm	liquid chromatography	1	S42.raw	hdl
PXD002633-Sample-3	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	3	not available	3	assay_43	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001784	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S43.raw	0.80 Da	20 ppm	liquid chromatography	1	S43.raw	hdl
PXD002633-Sample-4	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	4	not available	4	assay_44	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001785	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S44.raw	0.80 Da	20 ppm	liquid chromatography	1	S44.raw	hdl
PXD002633-Sample-5	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	5	not available	5	assay_45	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001786	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S45.raw	0.80 Da	20 ppm	liquid chromatography	1	S45.raw	hdl
PXD002633-Sample-6	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	6	not available	6	assay_46	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001787	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S46.raw	0.80 Da	20 ppm	liquid chromatography	1	S46.raw	hdl
PXD002633-Sample-7	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	7	not available	7	assay_47	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001788	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S47.raw	0.80 Da	20 ppm	liquid chromatography	1	S47.raw	hdl
PXD002633-Sample-8	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	8	not available	8	assay_48	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001789	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S48.raw	0.80 Da	20 ppm	liquid chromatography	1	S48.raw	hdl
PXD002633-Sample-9	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	9	not available	9	assay_49	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001790	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S49.raw	0.80 Da	20 ppm	liquid chromatography	1	S49.raw	hdl
PXD002633-Sample-10	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	10	not available	10	assay_50	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001791	AC=MS:1002038;NT=label free sample	5	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S50.raw	0.80 Da	20 ppm	liquid chromatography	1	S50.raw	hdl
PXD002633-Sample-1	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	1	not available	1	assay_51	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001792	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S51.raw	0.80 Da	20 ppm	liquid chromatography	1	S51.raw	hdl
PXD002633-Sample-2	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	2	not available	2	assay_52	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001793	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S52.raw	0.80 Da	20 ppm	liquid chromatography	1	S52.raw	hdl
PXD002633-Sample-3	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	3	not available	3	assay_53	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001794	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S53.raw	0.80 Da	20 ppm	liquid chromatography	1	S53.raw	hdl
PXD002633-Sample-4	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	4	not available	4	assay_54	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001795	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S54.raw	0.80 Da	20 ppm	liquid chromatography	1	S54.raw	hdl
PXD002633-Sample-5	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	5	not available	5	assay_55	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001796	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S55.raw	0.80 Da	20 ppm	liquid chromatography	1	S55.raw	hdl
PXD002633-Sample-6	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	6	not available	6	assay_56	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001797	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S56.raw	0.80 Da	20 ppm	liquid chromatography	1	S56.raw	hdl
PXD002633-Sample-7	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	7	not available	7	assay_57	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001798	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S57.raw	0.80 Da	20 ppm	liquid chromatography	1	S57.raw	hdl
PXD002633-Sample-8	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	8	not available	8	assay_58	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001799	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S58.raw	0.80 Da	20 ppm	liquid chromatography	1	S58.raw	hdl
PXD002633-Sample-9	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	9	not available	9	assay_59	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001800	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S59.raw	0.80 Da	20 ppm	liquid chromatography	1	S59.raw	hdl
PXD002633-Sample-10	Homo sapiens	hdl	normal	not applicable	33Y-55Y	not available	not applicable	not applicable	not available	10	not available	10	assay_60	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001801	AC=MS:1002038;NT=label free sample	6	size-exclusion chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	NT=Trypsin/P; AC=MS:1001313	not available	AC=MS:1000133;NT=CID	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002633/S60.raw	0.80 Da	20 ppm	liquid chromatography	1	S60.raw	hdl
