source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[product]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[product]
productd_swath_t1s3	Homo sapiens	Blood plasma	not available	3	product D	ProductD_SWATH_T1S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T1S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
productd_swath_t2s1	Homo sapiens	Blood plasma	not available	1	product D	ProductD_SWATH_T2S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T2S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
productd_swath_t2s2	Homo sapiens	Blood plasma	not available	2	product D	ProductD_SWATH_T2S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T2S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
productd_swath_t2s3	Homo sapiens	Blood plasma	not available	3	product D	ProductD_SWATH_T2S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T2S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
samplea1_fxi1ngmgspike_2ug_1hour_50w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_2ug_1hour_50w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_2ug_1hour_50w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_2ug_1hour_50w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_100w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_100w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_100w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_1hour_100w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_25w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_25w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_25w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_1hour_25w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hr_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hr_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hr_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HR_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hs_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hs_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_hs_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_HS_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_1hour_50w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_1hour_50w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_2hour_50w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_2hour_50w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_4ug_2hour_50w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_4ug_2hour_50w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_8ug_1hour_50w_s1	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_8ug_1hour_50w_s2	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
samplea1_fxi1ngmgspike_8ug_1hour_50w_s3	Homo sapiens	Blood plasma	not available	1	spike titration	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	SampleA1_FXI1ngmgspike_8ug_1hour_50w_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spike titration
