source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
allSpectra.HCD.ITMS.iso_618.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_618.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_618.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_618.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_802.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_802.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_802.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_802.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_289.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_289.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_289.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_289.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_660.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_660.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_660.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_660.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_206.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_206.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_206.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_206.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_247.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_247.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_247.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_247.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_711.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_711.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_711.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_711.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_132.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_132.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_132.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_132.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_77.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_77.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_77.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_77.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_978.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_978.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_978.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_978.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_779.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_779.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_779.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_779.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_759.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_759.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_759.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_759.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_83.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_83.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_83.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_83.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_684.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_684.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_684.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_684.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_30.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_30.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_30.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_30.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1122.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1122.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1122.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1122.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1174.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1174.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1174.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1174.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_22.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_22.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_22.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_22.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_725.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_725.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_725.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_725.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_936.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_936.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_936.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_936.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_294.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_294.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_294.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_294.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_737.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_737.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_737.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_737.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_726.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_726.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_726.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_726.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_326.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_326.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_326.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_326.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_550.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_550.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_550.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_550.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_246.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_246.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_246.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_246.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
