source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
root_MF_14	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_14_RH5_1_7438	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_14_RH5_1_7438.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_15	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_15_RH6_1_7443	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_15_RH6_1_7443.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_16	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_16_GA7_1_7450	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_16_GA7_1_7450.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_17	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_17_GA8_1_7455	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_17_GA8_1_7455.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_18	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_18_GA9_1_7460	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_18_GA9_1_7460.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_20	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_20_RH7_1_7439	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_20_RH7_1_7439.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_21	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_21_RH8_1_7444	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_21_RH8_1_7444.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_22	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_22_GA10_1_7451	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_22_GA10_1_7451.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_23	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_23_GA11_1_7456	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_23_GA11_1_7456.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_24	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_24_GA12_1_7461	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_24_GA12_1_7461.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_02	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_2_RH1_1_7436	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_2_RH1_1_7436.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_03	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_3_RH2_1_7441	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_3_RH2_1_7441.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_04	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_4_GA1_1_7448	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_4_GA1_1_7448.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_05	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_5_GA2_1_7453	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_5_GA2_1_7453.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_06	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_6_GA3_1_7458	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_6_GA3_1_7458.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_08	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_8_RH3_1_7437	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_8_RH3_1_7437.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_MF_09	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	221219_A_MM_StS_DIA_SG_R_MF_9_RH4_1_7442	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	221219_A_MM_StS_DIA_SG_R_MF_9_RH4_1_7442.mzML.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_10	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_10R_RE11_1_8623	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_10R_RE11_1_8623.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_11	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_11R_RE12_1_8624	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_11R_RE12_1_8624.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_12	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_12R_RF1_1_8625	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_12R_RF1_1_8625.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_14	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_14R_RF2_1_8627	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_14R_RF2_1_8627.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_15	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_15R_RF3_1_8628	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_15R_RF3_1_8628.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_16	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_16R_RF4_1_8629	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_16R_RF4_1_8629.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_17	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_17R_RF5_1_8630	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_17R_RF5_1_8630.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
