source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	characteristics[host organism]	characteristics[microbiome source]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sample name]
LCA_infect_prot_M_A_S6_40_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_M_A_S6_40_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_A_S6_40_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_A_S6_40_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_A_S6_40_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_M_A_S7_41_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_M_A_S7_41_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_A_S7_41_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_A_S7_41_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_A_S7_41_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_M_A_S8_42_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_M_A_S8_42_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_A_S8_42_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_A_S8_42_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_A_S8_42_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_M_A_S9_43_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_M_A_S9_43_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_A_S9_43_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_A_S9_43_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_A_S9_43_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_M_A_T0_46_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_M_A_T0_46_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_A_T0_46_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_A_T0_46_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_A_T0_46_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_M_B_S10_56_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S10_56_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S10_56_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S10_56_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S10_56_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S11_57_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S11_57_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S11_57_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S11_57_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S11_57_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S1_47_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S1_47_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S1_47_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S1_47_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S1_47_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S2_48_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S2_48_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S2_48_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S2_48_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S2_48_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S3_i_49_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S3_i_49_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S3_i_49_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S3_i_49_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S3_i_49_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S4_50_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S4_50_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S4_50_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S4_50_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S4_50_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S5_51_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S5_51_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S5_51_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S5_51_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S5_51_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S6_52_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S6_52_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S6_52_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S6_52_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S6_52_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S7_53_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S7_53_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S7_53_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S7_53_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S7_53_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S8_54_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S8_54_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S8_54_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S8_54_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S8_54_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_S9_55_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_S9_55_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_S9_55_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_S9_55_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_S9_55_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_M_B_T0_58_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_M_B_T0_58_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_M_B_T0_58_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_M_B_T0_58_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_M_B_T0_58_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_pool_01_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	LCA_infect_prot_pool_01_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_01_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_01_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_01_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13
LCA_infect_prot_pool_02_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	LCA_infect_prot_pool_02_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_02_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_02_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_02_Eclip_FAIMS_Samwise_23Oct22_WBEH-22-06-13
LCA_infect_prot_pool_03_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	LCA_infect_prot_pool_03_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_03_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_03_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_03_Eclip_FAIMS_Samwise_28Oct22_WBEH-22-06-13
LCA_infect_prot_pool_04_Eclip_FAIMS_Samwise_03Nov22_WBEH-22-06-13	LCA_infect_prot_pool_04_Eclip_FAIMS_Samwise_03Nov22_WBEH-22-06-13	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_04_Eclip_FAIMS_Samwise_03Nov22_WBEH-22-06-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_04_Eclip_FAIMS_Samwise_03Nov22_WBEH-22-06-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_04_Eclip_FAIMS_Samwise_03Nov22_WBEH-22-06-13
LCA_infect_prot_pool_05_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_pool_05_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_05_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_05_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_05_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
LCA_infect_prot_pool_06_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	LCA_infect_prot_pool_06_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	metagenome	not applicable	not applicable	not available	Deciphering_taxon-specific_metabolic_shifts_during_pathogenic_fungal_infection_in_leaf-cutter_ant_fungal_gardens	not available	not available	not available	not available	not available	not available	1	Atta cephalotes	leaf-cutter ant fungus garden microbiome	LCA_infect_prot_pool_06_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	LCA_infect_prot_pool_06_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	LCA_infect_prot_pool_06_Eclip_FAIMS_Samwise_10Nov22_WBEH-22-11-09
