source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20140925_fract10_dyn_5ul_C2_01_445.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract10_dyn_5ul_C2_01_445.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract10_dyn_5ul_C2_01_445.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract10_dyn_5ul_C2_01_445.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast3_Top_opt_2ug_C3_01_1667.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast3_Top_opt_2ug_C3_01_1667.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast3_Top_opt_2ug_C3_01_1667.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast3_Top_opt_2ug_C3_01_1667.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150226_Hela_Top_opt_A3_01_1593.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150226_Hela_Top_opt_A3_01_1593.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150226_Hela_Top_opt_A3_01_1593.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150226_Hela_Top_opt_A3_01_1593.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac22_top_opt_C10_01_1831.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac22_top_opt_C10_01_1831.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac22_top_opt_C10_01_1831.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac22_top_opt_C10_01_1831.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract4_dyn_5ul_D4_01_371.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract4_dyn_5ul_D4_01_371.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract4_dyn_5ul_D4_01_371.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract4_dyn_5ul_D4_01_371.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_NSC3_Top_opt_F3_01_1691.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_NSC3_Top_opt_F3_01_1691.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_NSC3_Top_opt_F3_01_1691.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_NSC3_Top_opt_F3_01_1691.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_MEF1_Top_opt_E1_01_1677.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_MEF1_Top_opt_E1_01_1677.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_MEF1_Top_opt_E1_01_1677.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_MEF1_Top_opt_E1_01_1677.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract11_dyn_5ul_E3_01_379.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract11_dyn_5ul_E3_01_379.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract11_dyn_5ul_E3_01_379.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract11_dyn_5ul_E3_01_379.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract20_dyn_5ul_F4_01_388.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract20_dyn_5ul_F4_01_388.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract20_dyn_5ul_F4_01_388.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract20_dyn_5ul_F4_01_388.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract14_dyn_5ul_E6_01_382.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract14_dyn_5ul_E6_01_382.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract14_dyn_5ul_E6_01_382.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract14_dyn_5ul_E6_01_382.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150228_yeast1_Top_opt_B1_01_1611.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150228_yeast1_Top_opt_B1_01_1611.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150228_yeast1_Top_opt_B1_01_1611.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150228_yeast1_Top_opt_B1_01_1611.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract12_dyn_5ul_E4_01_380.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract12_dyn_5ul_E4_01_380.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract12_dyn_5ul_E4_01_380.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract12_dyn_5ul_E4_01_380.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac14_top_opt_C2_01_1823.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac14_top_opt_C2_01_1823.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac14_top_opt_C2_01_1823.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac14_top_opt_C2_01_1823.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract24_dyn_5ul_H8_01_459.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract24_dyn_5ul_H8_01_459.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract24_dyn_5ul_H8_01_459.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract24_dyn_5ul_H8_01_459.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_MEF1_Top_opt_E1_01_1684.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_MEF1_Top_opt_E1_01_1684.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_MEF1_Top_opt_E1_01_1684.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_MEF1_Top_opt_E1_01_1684.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac18_top_opt_C6_01_1827.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac18_top_opt_C6_01_1827.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac18_top_opt_C6_01_1827.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac18_top_opt_C6_01_1827.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract14_dyn_5ul_C6_01_449.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract14_dyn_5ul_C6_01_449.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract14_dyn_5ul_C6_01_449.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract14_dyn_5ul_C6_01_449.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract22_dyn_5ul_H6_01_457.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract22_dyn_5ul_H6_01_457.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract22_dyn_5ul_H6_01_457.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract22_dyn_5ul_H6_01_457.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract2_dyn_5ul_B2_01_437.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract2_dyn_5ul_B2_01_437.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract2_dyn_5ul_B2_01_437.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract2_dyn_5ul_B2_01_437.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac16_top_opt_C4_01_1825.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac16_top_opt_C4_01_1825.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac16_top_opt_C4_01_1825.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac16_top_opt_C4_01_1825.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150226_Hela_Top_opt_A3_01_1591.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150226_Hela_Top_opt_A3_01_1591.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150226_Hela_Top_opt_A3_01_1591.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150226_Hela_Top_opt_A3_01_1591.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_MEF3_Top_opt_E3_01_1690.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_MEF3_Top_opt_E3_01_1690.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_MEF3_Top_opt_E3_01_1690.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_MEF3_Top_opt_E3_01_1690.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac05_top_opt_B5_01_1814.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac05_top_opt_B5_01_1814.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac05_top_opt_B5_01_1814.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac05_top_opt_B5_01_1814.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast1_Top_opt_2ug_C1_01_1666.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast1_Top_opt_2ug_C1_01_1666.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast1_Top_opt_2ug_C1_01_1666.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast1_Top_opt_2ug_C1_01_1666.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
UPS1500ngY_90minTop17_BC4_01_358.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	UPS1500ngY_90minTop17_BC4_01_358.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	UPS1500ngY_90minTop17_BC4_01_358.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/UPS1500ngY_90minTop17_BC4_01_358.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
