source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[passage number]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_044	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	44	1	xuep_I180724_CCL2_2_0331_044.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_045	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	45	1	xuep_I180724_CCL2_2_0331_045.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_046	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	46	1	xuep_I180724_CCL2_2_0331_046.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_047	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	47	1	xuep_I180724_CCL2_2_0331_047.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_048	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	48	1	xuep_I180724_CCL2_2_0331_048.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_049	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	49	1	xuep_I180724_CCL2_2_0331_049.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_050	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	50	1	xuep_I180724_CCL2_2_0331_050.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_051	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	51	1	xuep_I180724_CCL2_2_0331_051.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_052	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	52	1	xuep_I180724_CCL2_2_0331_052.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_053	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	53	1	xuep_I180724_CCL2_2_0331_053.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_054	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	54	1	xuep_I180724_CCL2_2_0331_054.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_055	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	55	1	xuep_I180724_CCL2_2_0331_055.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_056	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	56	1	xuep_I180724_CCL2_2_0331_056.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_057	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	57	1	xuep_I180724_CCL2_2_0331_057.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_058	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	58	1	xuep_I180724_CCL2_2_0331_058.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_059	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	59	1	xuep_I180724_CCL2_2_0331_059.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_060	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	60	1	xuep_I180724_CCL2_2_0331_060.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_061	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	61	1	xuep_I180724_CCL2_2_0331_061.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_062	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	62	1	xuep_I180724_CCL2_2_0331_062.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_063	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	63	1	xuep_I180724_CCL2_2_0331_063.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_064	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	64	1	xuep_I180724_CCL2_2_0331_064.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_065	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	65	1	xuep_I180724_CCL2_2_0331_065.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_066	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	66	1	xuep_I180724_CCL2_2_0331_066.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_067	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	67	1	xuep_I180724_CCL2_2_0331_067.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_068	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	68	1	xuep_I180724_CCL2_2_0331_068.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
HeLa-CCL2-rep3	Homo sapiens	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	uterine cervix	endocervical adenocarcinoma	adult	30Y6M	female	African American	not available	cell line	not available	3	run xuep_I180724_CCL2_2_0331_069	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 5600+;AC=MS:1002584	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	69	1	xuep_I180724_CCL2_2_0331_069.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HeLa
