source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[depth]	characteristics[sampling depth zone]	characteristics[filter size]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[depth]	factor value[collection date]
PXD009712_sample13	PXD009712_sample13	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	250 m	mesopelagic	0.2-3.0 micrometer	1	st3_250m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st3_250m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	250 m	09/10/2011
PXD009712_sample13	PXD009712_sample13	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	250 m	mesopelagic	0.2-3.0 micrometer	1	st3_250m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st3_250m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	250 m	09/10/2011
PXD009712_sample14	PXD009712_sample14	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	500 m	mesopelagic	0.2-3.0 micrometer	1	st3_500m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st3_500m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	500 m	09/10/2011
PXD009712_sample14	PXD009712_sample14	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	500 m	mesopelagic	0.2-3.0 micrometer	1	st3_500m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st3_500m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	500 m	09/10/2011
PXD009712_sample15	PXD009712_sample15	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	550 m	mesopelagic	0.2-3.0 micrometer	1	st3_550m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st3_550m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	550 m	09/10/2011
PXD009712_sample15	PXD009712_sample15	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	550 m	mesopelagic	0.2-3.0 micrometer	1	st3_550m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st3_550m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	550 m	09/10/2011
PXD009712_sample16	PXD009712_sample16	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	600 m	mesopelagic	0.2-3.0 micrometer	1	st3_600m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st3_600m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	600 m	09/10/2011
PXD009712_sample16	PXD009712_sample16	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	600 m	mesopelagic	0.2-3.0 micrometer	1	st3_600m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st3_600m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	600 m	09/10/2011
PXD009712_sample17	PXD009712_sample17	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	800 m	mesopelagic	0.2-3.0 micrometer	1	st3_800m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st3_800m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	800 m	09/10/2011
PXD009712_sample17	PXD009712_sample17	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	8 N, 156 W	09/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	800 m	mesopelagic	0.2-3.0 micrometer	1	st3_800m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st3_800m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	800 m	09/10/2011
PXD009712_sample18	PXD009712_sample18	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	20 m	epipelagic	0.2-3.0 micrometer	1	st5_020m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_020m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	20 m	13/10/2011
PXD009712_sample18	PXD009712_sample18	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	20 m	epipelagic	0.2-3.0 micrometer	1	st5_020m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_020m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	20 m	13/10/2011
PXD009712_sample19	PXD009712_sample19	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	50 m	epipelagic	0.2-3.0 micrometer	1	st5_050m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_050m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	50 m	13/10/2011
PXD009712_sample19	PXD009712_sample19	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	50 m	epipelagic	0.2-3.0 micrometer	1	st5_050m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_050m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	50 m	13/10/2011
PXD009712_sample20	PXD009712_sample20	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	80 m	epipelagic	0.2-3.0 micrometer	1	st5_080m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_080m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	80 m	13/10/2011
PXD009712_sample20	PXD009712_sample20	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	80 m	epipelagic	0.2-3.0 micrometer	1	st5_080m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_080m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	80 m	13/10/2011
PXD009712_sample21	PXD009712_sample21	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	120 m	epipelagic	0.2-3.0 micrometer	1	st5_120m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_120m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	120 m	13/10/2011
PXD009712_sample21	PXD009712_sample21	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	120 m	epipelagic	0.2-3.0 micrometer	1	st5_120m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_120m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	120 m	13/10/2011
PXD009712_sample22	PXD009712_sample22	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st5_200m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_200m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	13/10/2011
PXD009712_sample22	PXD009712_sample22	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st5_200m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_200m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	13/10/2011
PXD009712_sample23	PXD009712_sample23	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	300 m	mesopelagic	0.2-3.0 micrometer	1	st5_300m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_300m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	300 m	13/10/2011
PXD009712_sample23	PXD009712_sample23	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	300 m	mesopelagic	0.2-3.0 micrometer	1	st5_300m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_300m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	300 m	13/10/2011
PXD009712_sample24	PXD009712_sample24	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	400 m	mesopelagic	0.2-3.0 micrometer	1	st5_400m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_400m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	400 m	13/10/2011
PXD009712_sample24	PXD009712_sample24	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	13/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	400 m	mesopelagic	0.2-3.0 micrometer	1	st5_400m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_400m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	400 m	13/10/2011
PXD009712_sample25	PXD009712_sample25	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	14/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	500 m	mesopelagic	0.2-3.0 micrometer	1	st5_500m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st5_500m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	500 m	14/10/2011
PXD009712_sample25	PXD009712_sample25	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	0 N, 157.99 W	14/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	500 m	mesopelagic	0.2-3.0 micrometer	1	st5_500m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st5_500m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	500 m	14/10/2011
PXD009712_sample26	PXD009712_sample26	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st6_040m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st6_040m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	17/10/2011
PXD009712_sample26	PXD009712_sample26	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st6_040m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st6_040m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	17/10/2011
PXD009712_sample27	PXD009712_sample27	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	80 m	epipelagic	0.2-3.0 micrometer	1	st6_080m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st6_080m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	80 m	17/10/2011
PXD009712_sample27	PXD009712_sample27	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	80 m	epipelagic	0.2-3.0 micrometer	1	st6_080m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st6_080m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	80 m	17/10/2011
PXD009712_sample28	PXD009712_sample28	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st6_200m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st6_200m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	17/10/2011
