source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
a4_6_eb05811	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a4_6_eb05811	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a4_6_eb05811.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a4_6_eb05811.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a10_16_eb07562	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a10_16_eb07562	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a10_16_eb07562.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a10_16_eb07562.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
b3_10_eb07415	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	b3_10_eb07415	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	b3_10_eb07415.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/b3_10_eb07415.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a1_17_eb07478	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a1_17_eb07478	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a1_17_eb07478.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a1_17_eb07478.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a12_6_eb07660	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a12_6_eb07660	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a12_6_eb07660.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a12_6_eb07660.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
e6_eb02984	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	e6_eb02984	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	e6_eb02984.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/e6_eb02984.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a3_1_eb05870	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a3_1_eb05870	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a3_1_eb05870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a3_1_eb05870.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a7_7_eb05876	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a7_7_eb05876	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a7_7_eb05876.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a7_7_eb05876.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a11_20_eb07537	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a11_20_eb07537	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a11_20_eb07537.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a11_20_eb07537.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
b5_3_eb07333	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	b5_3_eb07333	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	b5_3_eb07333.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/b5_3_eb07333.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
f2_eb08025	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	f2_eb08025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	f2_eb08025.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/f2_eb08025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a6_8_ec05760	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a6_8_ec05760	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a6_8_ec05760.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a6_8_ec05760.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
b6_2_eb07392	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	b6_2_eb07392	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	b6_2_eb07392.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/b6_2_eb07392.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a11_12_eb07290	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a11_12_eb07290	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a11_12_eb07290.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a11_12_eb07290.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a14_3_eb07610	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a14_3_eb07610	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a14_3_eb07610.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a14_3_eb07610.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a14_21_ec05792	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a14_21_ec05792	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a14_21_ec05792.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a14_21_ec05792.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a15_7_eb07630	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a15_7_eb07630	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a15_7_eb07630.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a15_7_eb07630.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
g19_eb08083	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	g19_eb08083	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	g19_eb08083.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/g19_eb08083.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
g1_eb07965	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	g1_eb07965	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	g1_eb07965.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/g1_eb07965.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a2_1_eb04337	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a2_1_eb04337	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a2_1_eb04337.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a2_1_eb04337.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
a10_17_eb07567	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	a10_17_eb07567	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	a10_17_eb07567.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/a10_17_eb07567.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
b8_8_eb07385	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	b8_8_eb07385	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	b8_8_eb07385.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/b8_8_eb07385.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
g21_eb08085	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	g21_eb08085	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	g21_eb08085.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/g21_eb08085.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
h7_eb08015	homo sapiens	serum	K562	not available	enrichment of phosphorylated protein	K562	CVCL_0004	K562	1	h7_eb08015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap eclipse;AC=MS:1003029	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.02 Da	0.5 Da	36% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	1	1	h7_eb08015.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD048009/h7_eb08015.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	serum
