source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[phenotype]
cll_52	Homo sapiens	B cell	chronic lymphocytic leukemia	52	not available	GMMVRJ_DIA_20200708_CLL52	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_53	Homo sapiens	B cell	chronic lymphocytic leukemia	53	not available	GMMVRJ_DIA_20200708_CLL53	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_54	Homo sapiens	B cell	chronic lymphocytic leukemia	54	not available	GMMVRJ_DIA_20200708_CLL54	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_55	Homo sapiens	B cell	chronic lymphocytic leukemia	55	not available	GMMVRJ_DIA_20200708_CLL55	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_56	Homo sapiens	B cell	chronic lymphocytic leukemia	56	not available	GMMVRJ_DIA_20200708_CLL56	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_57	Homo sapiens	B cell	chronic lymphocytic leukemia	57	not available	GMMVRJ_DIA_20200708_CLL57	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_58	Homo sapiens	B cell	chronic lymphocytic leukemia	58	not available	GMMVRJ_DIA_20200708_CLL58	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_59	Homo sapiens	B cell	chronic lymphocytic leukemia	59	not available	GMMVRJ_DIA_20200708_CLL59	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_60	Homo sapiens	B cell	chronic lymphocytic leukemia	60	not available	GMMVRJ_DIA_20200708_CLL60	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_61	Homo sapiens	B cell	chronic lymphocytic leukemia	61	not available	GMMVRJ_DIA_20200708_CLL61	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_62	Homo sapiens	B cell	chronic lymphocytic leukemia	62	not available	GMMVRJ_DIA_20200708_CLL62	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_63	Homo sapiens	B cell	chronic lymphocytic leukemia	63	not available	GMMVRJ_DIA_20200708_CLL63	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_64	Homo sapiens	B cell	chronic lymphocytic leukemia	64	not available	GMMVRJ_DIA_20200708_CLL64	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_65	Homo sapiens	B cell	chronic lymphocytic leukemia	65	not available	GMMVRJ_DIA_20200708_CLL65	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_66	Homo sapiens	B cell	chronic lymphocytic leukemia	66	not available	GMMVRJ_DIA_20200708_CLL66	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_67	Homo sapiens	B cell	chronic lymphocytic leukemia	67	not available	GMMVRJ_DIA_20200708_CLL67	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_68	Homo sapiens	B cell	chronic lymphocytic leukemia	68	not available	GMMVRJ_DIA_20200708_CLL68	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_69	Homo sapiens	B cell	chronic lymphocytic leukemia	69	not available	GMMVRJ_DIA_20200708_CLL69	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_70	Homo sapiens	B cell	chronic lymphocytic leukemia	70	not available	GMMVRJ_DIA_20200708_CLL70	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_71	Homo sapiens	B cell	chronic lymphocytic leukemia	71	not available	GMMVRJ_DIA_20200708_CLL71	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_72	Homo sapiens	B cell	chronic lymphocytic leukemia	72	not available	GMMVRJ_DIA_20200708_CLL72	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_73	Homo sapiens	B cell	chronic lymphocytic leukemia	73	not available	GMMVRJ_DIA_20200708_CLL73	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_74	Homo sapiens	B cell	chronic lymphocytic leukemia	74	not available	GMMVRJ_DIA_20200708_CLL74	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_75	Homo sapiens	B cell	chronic lymphocytic leukemia	75	not available	GMMVRJ_DIA_20200708_CLL75	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_76	Homo sapiens	B cell	chronic lymphocytic leukemia	76	not available	GMMVRJ_DIA_20200708_CLL76	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_77	Homo sapiens	B cell	chronic lymphocytic leukemia	77	not available	GMMVRJ_DIA_20200708_CLL77	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_78	Homo sapiens	B cell	chronic lymphocytic leukemia	78	not available	GMMVRJ_DIA_20200708_CLL78	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_79	Homo sapiens	B cell	chronic lymphocytic leukemia	79	not available	GMMVRJ_DIA_20200708_CLL79	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_80	Homo sapiens	B cell	chronic lymphocytic leukemia	80	not available	GMMVRJ_DIA_20200708_CLL80	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_81	Homo sapiens	B cell	chronic lymphocytic leukemia	81	not available	GMMVRJ_DIA_20200708_CLL81	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_82	Homo sapiens	B cell	chronic lymphocytic leukemia	82	not available	GMMVRJ_DIA_20200708_CLL82	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL82.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_83	Homo sapiens	B cell	chronic lymphocytic leukemia	83	not available	GMMVRJ_DIA_20200708_CLL83	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_84	Homo sapiens	B cell	chronic lymphocytic leukemia	84	not available	GMMVRJ_DIA_20200708_CLL84	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_85	Homo sapiens	B cell	chronic lymphocytic leukemia	85	not available	GMMVRJ_DIA_20200708_CLL85	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_86	Homo sapiens	B cell	chronic lymphocytic leukemia	86	not available	GMMVRJ_DIA_20200708_CLL86	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_87	Homo sapiens	B cell	chronic lymphocytic leukemia	87	not available	GMMVRJ_DIA_20200708_CLL87	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_88	Homo sapiens	B cell	chronic lymphocytic leukemia	88	not available	GMMVRJ_DIA_20200708_CLL88	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_89	Homo sapiens	B cell	chronic lymphocytic leukemia	89	not available	GMMVRJ_DIA_20200708_CLL89	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL89.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_90	Homo sapiens	B cell	chronic lymphocytic leukemia	90	not available	GMMVRJ_DIA_20200708_CLL90	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_91	Homo sapiens	B cell	chronic lymphocytic leukemia	91	not available	GMMVRJ_DIA_20200708_CLL91	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_92	Homo sapiens	B cell	chronic lymphocytic leukemia	92	not available	GMMVRJ_DIA_20200708_CLL92	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_93	Homo sapiens	B cell	chronic lymphocytic leukemia	93	not available	GMMVRJ_DIA_20200708_CLL93	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL93.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_94	Homo sapiens	B cell	chronic lymphocytic leukemia	94	not available	GMMVRJ_DIA_20200708_CLL94	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL94.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_95	Homo sapiens	B cell	chronic lymphocytic leukemia	95	not available	GMMVRJ_DIA_20200708_CLL95	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL95.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_96	Homo sapiens	B cell	chronic lymphocytic leukemia	96	not available	GMMVRJ_DIA_20200708_CLL96	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL96.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_97	Homo sapiens	B cell	chronic lymphocytic leukemia	97	not available	GMMVRJ_DIA_20200708_CLL97	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL97.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_98	Homo sapiens	B cell	chronic lymphocytic leukemia	98	not available	GMMVRJ_DIA_20200708_CLL98	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_99	Homo sapiens	B cell	chronic lymphocytic leukemia	99	not available	GMMVRJ_DIA_20200708_CLL99	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL99.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
