source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[sample type]
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f12_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	12	2	TTA20140926_Halo_OGE_f12_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f13_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	13	1	TTA20140926_Halo_OGE_f13_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f13_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	13	2	TTA20140926_Halo_OGE_f13_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f14_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	14	1	TTA20140926_Halo_OGE_f14_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f14_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	14	2	TTA20140926_Halo_OGE_f14_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f15_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	15	1	TTA20140926_Halo_OGE_f15_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f15_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	15	2	TTA20140926_Halo_OGE_f15_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f16_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	16	1	TTA20140926_Halo_OGE_f16_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f16_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	16	2	TTA20140926_Halo_OGE_f16_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f17_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	17	1	TTA20140926_Halo_OGE_f17_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f17_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	17	2	TTA20140926_Halo_OGE_f17_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f18_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	18	1	TTA20140926_Halo_OGE_f18_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f18_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	18	2	TTA20140926_Halo_OGE_f18_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f19_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	19	1	TTA20140926_Halo_OGE_f19_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f19_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	19	2	TTA20140926_Halo_OGE_f19_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f20_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	20	1	TTA20140926_Halo_OGE_f20_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f20_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	20	2	TTA20140926_Halo_OGE_f20_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f21_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	21	1	TTA20140926_Halo_OGE_f21_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f21_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	21	2	TTA20140926_Halo_OGE_f21_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f22_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	22	1	TTA20140926_Halo_OGE_f22_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f22_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	22	2	TTA20140926_Halo_OGE_f22_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f23_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	23	1	TTA20140926_Halo_OGE_f23_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f23_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	23	2	TTA20140926_Halo_OGE_f23_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f24_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	24	1	TTA20140926_Halo_OGE_f24_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
Halo_OGE_pool	Halobacterium salinarum	not applicable	not applicable	normal	not available	not available	not available	NRC-1	cell	1	TTA20140926_Halo_OGE_f24_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	20 ppm	0.05 Da	24	2	TTA20140926_Halo_OGE_f24_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OGE fractionated lysate
synthetic_TTA20150824_ISBATOMXX001856_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	1	TTA20150824_ISBATOMXX001856_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001856_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001856_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	2	TTA20150824_ISBATOMXX001856_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001856_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001856_r02	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	3	TTA20150824_ISBATOMXX001856_r02	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001856_r02.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001857_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	4	TTA20150824_ISBATOMXX001857_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001857_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001857_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	5	TTA20150824_ISBATOMXX001857_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001857_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001858_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	6	TTA20150824_ISBATOMXX001858_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001858_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001858_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	7	TTA20150824_ISBATOMXX001858_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001858_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001859_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	8	TTA20150824_ISBATOMXX001859_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001859_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
