source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
111222_HL22	Homo sapiens	not available	not applicable	not available	1	111222_HL22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_HL22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_HL22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_07	Homo sapiens	not available	not applicable	not available	7	120307_mHCT116_iTRAQ_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_23	Homo sapiens	not available	not applicable	not available	23	120307_mHCT116_iTRAQ_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_LH20	Homo sapiens	not available	not applicable	not available	1	111222_LH20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_LH20.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_LH20.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr07	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	7	1	121026_CRC_N_Fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_iTRAQ_21	Homo sapiens	not available	not applicable	not available	21	CRC_iTRAQ_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_iTRAQ_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_iTRAQ_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_iTRAQ_20	Homo sapiens	not available	not applicable	not available	20	CRC_iTRAQ_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_iTRAQ_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_iTRAQ_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111229_pHL27	Homo sapiens	not available	not applicable	not available	1	111229_pHL27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111229_pHL27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111229_pHL27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121102_CRC_T_Fr18	Homo sapiens	not available	not applicable	not available	1	121102_CRC_T_Fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	18	1	121102_CRC_T_Fr18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121102_CRC_T_Fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr13	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	13	1	121026_CRC_N_Fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_22	Homo sapiens	not available	not applicable	not available	22	120404_mHCT116_phospho_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_04	Homo sapiens	not available	not applicable	not available	4	120307_mHCT116_iTRAQ_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_27	Homo sapiens	not available	not applicable	not available	27	120404_mHCT116_phospho_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121102_CRC_T_Fr30	Homo sapiens	not available	not applicable	not available	1	121102_CRC_T_Fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	30	1	121102_CRC_T_Fr30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121102_CRC_T_Fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_LH13	Homo sapiens	not available	not applicable	not available	1	111222_LH13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_LH13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_LH13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr03	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	3	1	121026_CRC_N_Fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_05	Homo sapiens	not available	not applicable	not available	5	120404_mHCT116_phospho_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_03	Homo sapiens	not available	not applicable	not available	3	120307_mHCT116_iTRAQ_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_LH03	Homo sapiens	not available	not applicable	not available	1	111222_LH03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_LH03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_LH03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_08	Homo sapiens	not available	not applicable	not available	8	120307_mHCT116_iTRAQ_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_10	Homo sapiens	not available	not applicable	not available	10	120404_mHCT116_phospho_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_HL10	Homo sapiens	not available	not applicable	not available	1	111222_HL10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_HL10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_HL10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_33	Homo sapiens	not available	not applicable	not available	33	120307_mHCT116_iTRAQ_33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_LH04	Homo sapiens	not available	not applicable	not available	1	111222_LH04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_LH04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_LH04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_28	Homo sapiens	not available	not applicable	not available	28	120404_mHCT116_phospho_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_HL16	Homo sapiens	not available	not applicable	not available	1	111222_HL16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_HL16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_HL16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr26	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	26	1	121026_CRC_N_Fr26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_phospho_iTRAQ_20	Homo sapiens	not available	not applicable	not available	20	CRC_phospho_iTRAQ_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_phospho_iTRAQ_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_phospho_iTRAQ_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_LH15	Homo sapiens	not available	not applicable	not available	1	111222_LH15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_LH15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_LH15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr22	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	22	1	121026_CRC_N_Fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_20	Homo sapiens	not available	not applicable	not available	20	120404_mHCT116_phospho_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_phospho_iTRAQ_01	Homo sapiens	not available	not applicable	not available	1	CRC_phospho_iTRAQ_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_phospho_iTRAQ_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_phospho_iTRAQ_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr19	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	19	1	121026_CRC_N_Fr19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_HL11	Homo sapiens	not available	not applicable	not available	1	111222_HL11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_HL11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_HL11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121102_CRC_T_Fr29	Homo sapiens	not available	not applicable	not available	1	121102_CRC_T_Fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	29	1	121102_CRC_T_Fr29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121102_CRC_T_Fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr25	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	25	1	121026_CRC_N_Fr25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120307_mHCT116_iTRAQ_13	Homo sapiens	not available	not applicable	not available	13	120307_mHCT116_iTRAQ_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120307_mHCT116_iTRAQ_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120307_mHCT116_iTRAQ_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
