source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ORBI08576	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08576	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08576.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08576.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08937	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08937	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08937.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08937.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08588	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08588	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08588.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08588.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08593	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08593	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08593.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08593.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09008	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09008	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09008.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09008.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09043	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09043	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09043.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09043.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08594	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08594	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08594.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08594.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09068	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09068	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09068.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09068.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08987	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08987	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08987.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08987.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09060	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09060	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09060.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09060.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09020	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09020	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09020.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09020.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08963	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08963	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08963.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08963.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08622	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08622	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08622.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08622.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI09076	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI09076	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI09076.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI09076.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08918	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08918	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08918.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08918.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08925	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08925	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08925.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08925.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08989	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08989	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08989.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08989.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08943	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08943	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08943.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08943.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08988	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08988	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08988.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08988.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08898	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08898	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08898.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08898.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08604	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08604	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08604.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08604.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
ORBI08609	homo sapiens	Epithelial cell	LNCaP cell	Prostate adenocarcinoma	enrichment of phosphorylated protein	LNCaP	CVCL_0395	LNCaP	1	ORBI08609	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	ORBI08609.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000985/ORBI08609.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Epithelial cell
