source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[compound]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[compound]
MgM_Cont_EV2	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	not applicable	2	MgM_Cont_EV2_DIAod_45m_stock_2pt7ul_Slot1-32_5-24-2023_5953	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_EV2_DIAod_45m_stock_2pt7ul_Slot1-32_5-24-2023_5953.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	not applicable
MgM_Cont_Tau8	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	not applicable	8	MgM_Cont_Tau8_DIAod_45m_stock_3ul_Slot1-25_5-28-2023_6007	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_Tau8_DIAod_45m_stock_3ul_Slot1-25_5-28-2023_6007.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgF_EtOH_Tau6	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	ethanol	6	MgF_EtOH_Tau6_DIAod_45m_stock_3ul_Slot1-17_5-31-2023_6062	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_EtOH_Tau6_DIAod_45m_stock_3ul_Slot1-17_5-31-2023_6062.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgM_EtOH_EV6	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	6	MgM_EtOH_EV6_DIAod_45m_stock_3ul_Slot1-15_5-27-2023_5991	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV6_DIAod_45m_stock_3ul_Slot1-15_5-27-2023_5991.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgM_EtOH_Tau7	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	ethanol	7	MgM_EtOH_Tau7_DIAod_45m_stock_3ul_Slot1-22_5-27-2023_6001	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_Tau7_DIAod_45m_stock_3ul_Slot1-22_5-27-2023_6001.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgF_EtOH_Tau4	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	ethanol	4	MgF_EtOH_Tau4_DIAod_45m_stock_3ul_Slot1-44_5-30-2023_6044	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_EtOH_Tau4_DIAod_45m_stock_3ul_Slot1-44_5-30-2023_6044.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgF_EtOH_Tau7	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	ethanol	7	MgF_EtOH_Tau7_DIAod_45m_stock_3ul_Slot1-22_6-1-2023_6070	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_EtOH_Tau7_DIAod_45m_stock_3ul_Slot1-22_6-1-2023_6070.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgM_Cont_Tau7	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	not applicable	7	MgM_Cont_Tau7_DIAod_45m_stock_3ul_Slot1-21_5-27-2023_5999	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_Tau7_DIAod_45m_stock_3ul_Slot1-21_5-27-2023_5999.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgM_Cont_Tau1	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	not applicable	1	MgM_Cont_Tau1_DIAod_45m_stock_2pt9ul_Slot1-30_5-24-2023_5949	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_Tau1_DIAod_45m_stock_2pt9ul_Slot1-30_5-24-2023_5949.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgF_Cont_Tau4	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	not applicable	4	MgF_Cont_Tau4_DIAod_45m_stock_3ul_Slot1-43_5-30-2023_6042	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_Cont_Tau4_DIAod_45m_stock_3ul_Slot1-43_5-30-2023_6042.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgM_Cont_EV5	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	not applicable	5	MgM_Cont_EV5_DIAod_45m_stock_3ul_Slot1-10_5-26-2023_5981	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_EV5_DIAod_45m_stock_3ul_Slot1-10_5-26-2023_5981.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	not applicable
MgF_Cont_Tau6	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	not applicable	6	MgF_Cont_Tau6_DIAod_45m_stock_3ul_Slot1-16_5-31-2023_6060	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_Cont_Tau6_DIAod_45m_stock_3ul_Slot1-16_5-31-2023_6060.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgM_EtOH_EV4	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	4	MgM_EtOH_EV4_DIAod_45m_stock_2pt5ul_Slot1-42_5-25-2023_5971	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV4_DIAod_45m_stock_2pt5ul_Slot1-42_5-25-2023_5971.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgM_EtOH_EV5	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	5	MgM_EtOH_EV5_DIAod_45m_stock_3ul_Slot1-11_5-26-2023_5983	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV5_DIAod_45m_stock_3ul_Slot1-11_5-26-2023_5983.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgM_EtOH_EV8	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	8	MgM_EtOH_EV8_DIAod_45m_stock_3ul_Slot1-24_5-28-2023_6005	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV8_DIAod_45m_stock_3ul_Slot1-24_5-28-2023_6005.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgM_EtOH_EV1	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	1	MgM_EtOH_EV1_DIAod_45m_stock_2pt9ul_Slot1-29_5-24-2023_5947	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV1_DIAod_45m_stock_2pt9ul_Slot1-29_5-24-2023_5947.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgF_EtOH_Tau8	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	ethanol	8	MgF_EtOH_Tau8_DIAod_45m_stock_3ul_Slot1-26_6-1-2023_6078	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_EtOH_Tau8_DIAod_45m_stock_3ul_Slot1-26_6-1-2023_6078.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgM_EtOH_Tau3	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	ethanol	3	MgM_EtOH_Tau3_DIAod_45m_stock_2pt4ul_Slot1-40_5-25-2023_5967	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_Tau3_DIAod_45m_stock_2pt4ul_Slot1-40_5-25-2023_5967.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgM_Cont_EV4	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	not applicable	4	MgM_Cont_EV4_DIAod_45m_stock_2pt6ul_Slot1-41_5-25-2023_5969	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_EV4_DIAod_45m_stock_2pt6ul_Slot1-41_5-25-2023_5969.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	not applicable
MgM_Cont_EV1	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	not applicable	1	MgM_Cont_EV1_DIAod_45m_stock_3pt1ul_Slot1-28_5-24-2023_5944	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_EV1_DIAod_45m_stock_3pt1ul_Slot1-28_5-24-2023_5944.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	not applicable
MgF_Cont_Tau5	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	female	C57BL/6	P301L	not applicable	5	MgF_Cont_Tau5_DIAod_45m_stock_3ul_Slot1-12_5-31-2023_6052	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_Cont_Tau5_DIAod_45m_stock_3ul_Slot1-12_5-31-2023_6052.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
MgF_EtOH_EV1	Mus musculus	brain	microglial cell	primary cells	normal	adult	female	C57BL/6	wild type	ethanol	1	MgF_EtOH_EV1_DIAod_45m_stock_3ul_Slot1-29_5-29-2023_6016	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_EtOH_EV1_DIAod_45m_stock_3ul_Slot1-29_5-29-2023_6016.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgM_EtOH_EV3	Mus musculus	brain	microglial cell	primary cells	normal	adult	male	C57BL/6	wild type	ethanol	3	MgM_EtOH_EV3_DIAod_45m_stock_2pt8ul_Slot1-38_5-25-2023_5963	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_EV3_DIAod_45m_stock_2pt8ul_Slot1-38_5-25-2023_5963.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	ethanol
MgF_Cont_EV8	Mus musculus	brain	microglial cell	primary cells	normal	adult	female	C57BL/6	wild type	not applicable	8	MgF_Cont_EV8_DIAod_45m_stock_3ul_Slot1-23_6-1-2023_6072	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgF_Cont_EV8_DIAod_45m_stock_3ul_Slot1-23_6-1-2023_6072.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal	not applicable
MgM_EtOH_Tau1	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	ethanol	1	MgM_EtOH_Tau1_DIAod_45m_stock_3pt1ul_Slot1-31_5-24-2023_5951	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_EtOH_Tau1_DIAod_45m_stock_3pt1ul_Slot1-31_5-24-2023_5951.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	ethanol
MgM_Cont_Tau5	Mus musculus	brain	microglial cell	primary cells	Alzheimer disease	adult	male	C57BL/6	P301L	not applicable	5	MgM_Cont_Tau5_DIAod_45m_stock_3ul_Slot1-12_5-26-2023_5985	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	MgM_Cont_Tau5_DIAod_45m_stock_3ul_Slot1-12_5-26-2023_5985.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Alzheimer disease	not applicable
