source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[genotype]	characteristics[genetic modification]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[enrichment process]	characteristics[antibody enrichment]	characteristics[synthetic peptide]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[treatment]	factor value[antibody enrichment]
SCR_HA-RAB40AL_LRRK2-G2019S_20170103_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 559	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-07	20170103_QEp6_MaSt_SA_HA-Rab40LLRRK2-GS_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
SCR_HA-RAB40AL_LRRK2-G2019S_HG_20170103_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 560	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-07	20170103_QEp6_MaSt_SA_HA-Rab40LLRRK2-GSHG_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40AL_LRRK2-G2019S_HG_20170103_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 561	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-07	20170103_QEp6_MaSt_SA_HA-Rab40LLRRK2-GSHG_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40AL_LRRK2-G2019S_HG_20170103_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 562	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-07	20170103_QEp6_MaSt_SA_HA-Rab40LLRRK2-GSHG_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40AL_noLRRK2_20170103_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 563	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-06	20170103_QEp6_MaSt_SA_HA-Rab40L_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression	untreated	anti-HA resin
SCR_HA-RAB40AL_noLRRK2_20170103_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 564	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-06	20170103_QEp6_MaSt_SA_HA-Rab40L_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression	untreated	anti-HA resin
SCR_HA-RAB40AL_noLRRK2_20170103_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40AL overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 565	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-01-07	20170103_QEp6_MaSt_SA_HA-Rab40L_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40AL overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_20161124_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 566	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_IP_HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_20161124_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 567	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_IP_HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_20161124_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 568	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_IP_HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_HG_20161124_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 569	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_HG_IP_HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_HG_20161124_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 570	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_HG_IP_HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40A_LRRK2-G2019S_HG_20161124_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 571	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_HA_Rab40a_HG_IP_HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-HA resin
SCR_HA-RAB40A_noLRRK2_20161124_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 572	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_HA_Rab40a_IP_HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_noLRRK2_20161124_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 573	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_HA_Rab40a_IP_HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression	untreated	anti-HA resin
SCR_HA-RAB40A_noLRRK2_20161124_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 574	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-26	20161124_QEp7_MaSt_SA_293_HA_Rab40a_IP_HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40A overexpression	untreated	anti-HA resin
SCR_HA-RAB40B_LRRK2-G2019S_20161210_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 575	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-12-11	20161210_QEp4_MaSt_SA_293_HA-Rab40bLRRK2_GS_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40B overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
SCR_HA-RAB40B_LRRK2-G2019S_20161210_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB40B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 576	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-12-11	20161210_QEp4_MaSt_SA_293_HA-Rab40bLRRK2_GS_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB40B overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-HA resin
