source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Velos02_05393	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	Velos02_05393	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Velos02_05393.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/Velos02_05393.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03808Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03808Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03808Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03808Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive02_01590Rep1	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive02_01590Rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive02_01590Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive02_01590Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExPlus02_01373Rep2	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExPlus02_01373Rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExPlus02_01373Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExPlus02_01373Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive02_01589Rep1	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive02_01589Rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive02_01589Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive02_01589Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03822Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03822Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03822Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03822Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive02_01588Rep1	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive02_01588Rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive02_01588Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive02_01588Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive02_01591Rep1	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive02_01591Rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive02_01591Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive02_01591Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03812Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03812Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03812Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03812Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
Fusion002834	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	Fusion002834	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Fusion002834.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/Fusion002834.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03829Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03829Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03829Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03829Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
Velos02_05400	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	Velos02_05400	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Velos02_05400.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/Velos02_05400.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03817Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03817Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03817Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03817Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03814Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03814Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03814Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03814Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExactive03820Globalproteome	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExactive03820Globalproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExactive03820Globalproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExactive03820Globalproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExPlus02_01378Rep3	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExPlus02_01378Rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExPlus02_01378Rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExPlus02_01378Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
qExPlus02_01374Rep2	homo sapiens	blood	not applicable	not available	enrichment of phosphorylated protein	1	qExPlus02_01374Rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	10 ppm	35% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	qExPlus02_01374Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002883/qExPlus02_01374Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood
