source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20120216_QE2_CHS_Hela_Apicid_4	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120216_QE2_CHS_Hela_Apicid_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120216_QE2_CHS_Hela_Apicid_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120216_QE2_CHS_Hela_Apicid_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120323_QE4_CHS_QC_SA_LBH589_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120323_QE4_CHS_QC_SA_LBH589_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120323_QE4_CHS_QC_SA_LBH589_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120323_QE4_CHS_QC_SA_LBH589_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130815_QE4_UPLC3_CHS_SA_MEF_AGK2_SIRT2KO_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20130815_QE4_UPLC3_CHS_SA_MEF_AGK2_SIRT2KO_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130815_QE4_UPLC3_CHS_SA_MEF_AGK2_SIRT2KO_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130815_QE4_UPLC3_CHS_SA_MEF_AGK2_SIRT2KO_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120521_QE3_LC2_CHS_SA_Bufexamacproteome_06	homo sapiens	not available	not applicable	not available	antibody enrichment	6	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120521_QE3_LC2_CHS_SA_Bufexamacproteome_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_01_140723172239	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_01_140723172239	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_01_140723172239.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_01_140723172239.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120308_QE6_CHS_SA_Sirtinol_01_PJSseries	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120308_QE6_CHS_SA_Sirtinol_01_PJSseries.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_11	homo sapiens	not available	not applicable	not available	antibody enrichment	11	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120628_QE3_LC1_CHS_PCI24reproack_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120628_QE3_LC1_CHS_PCI24reproack_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120628_QE3_LC1_CHS_PCI24reproack_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120628_QE3_LC1_CHS_PCI24reproack_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_6	homo sapiens	not available	not applicable	not available	antibody enrichment	6	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_NaButacet3rd_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120525_QE3_LC2_CHS_SA_NaButacet3rd_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_NaButacet3rd_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_NaButacet3rd_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120316_QE6_CHS_SA_Valproate_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120316_QE6_CHS_SA_Valproate_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120316_QE6_CHS_SA_Valproate_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120316_QE6_CHS_SA_Valproate_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120628_QE3_LC1_CHS_PCI24repro2ack_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120628_QE3_LC1_CHS_PCI24repro2ack_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120628_QE3_LC1_CHS_PCI24repro2ack_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120628_QE3_LC1_CHS_PCI24repro2ack_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120314_QE6_CHS_SA_JQ2_01_inclusion_list2	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120314_QE6_CHS_SA_JQ2_01_inclusion_list2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120314_QE6_CHS_SA_JQ2_01_inclusion_list2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120314_QE6_CHS_SA_JQ2_01_inclusion_list2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_50uM_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_50uM_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_50uM_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_50uM_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_06	homo sapiens	not available	not applicable	not available	antibody enrichment	6	20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120308_QE6_CHS_SA_Sirtinol_01_PJSseries_120313173831	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries_120313173831	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries_120313173831.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120308_QE6_CHS_SA_Sirtinol_01_PJSseries_120313173831.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_02sec	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_02sec	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_02sec.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_02sec.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_05	homo sapiens	not available	not applicable	not available	antibody enrichment	5	20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130809_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT1KO_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_05	homo sapiens	not available	not applicable	not available	antibody enrichment	5	20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
