source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
B090307_006	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090307_006	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090307_006.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090307_006.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_078	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_078	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_078.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_078.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090310_016	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090310_016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090310_016.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090310_016.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090311_006	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090311_006	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090311_006.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090311_006.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_026	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_026	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_026.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_026.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_029	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_029	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_029.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_029.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_028	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_028	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_028.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_028.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_023	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_023	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_023.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_023.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090307_004	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090307_004	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090307_004.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090307_004.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_089	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_089	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_089.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_089.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090306_012	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090306_012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090306_012.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090306_012.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_038	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_038	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_038.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_038.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_040	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_040	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_040.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_040.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_015	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_015.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_015.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090307_010	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090307_010	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090307_010.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090307_010.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_090	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_090	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_090.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_090.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_035	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_035	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_035.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_035.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_019	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_019.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_019.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_010	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_010	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_010.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_010.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B0101213_017	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B0101213_017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B0101213_017.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B0101213_017.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090311_009	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090311_009	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090311_009.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090311_009.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_054	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_054	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_054.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_054.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_034	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_034	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_034.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_034.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090311_001	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090311_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090311_001.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090311_001.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_008	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_008	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_008.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_008.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090310_013	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090310_013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090310_013.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090310_013.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090307_005	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090307_005	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090307_005.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090307_005.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_024	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_024	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_024.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_024.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_082	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_082	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_082.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_082.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_050	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_050	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_050.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_050.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_040	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_040	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_040.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_040.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B0101213_005	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B0101213_005	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B0101213_005.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B0101213_005.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090306_016	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090306_016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090306_016.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090306_016.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_034	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_034	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_034.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_034.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090306_013	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090306_013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090306_013.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090306_013.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090310_015	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090310_015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090310_015.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090310_015.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090306_011	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090306_011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090306_011.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090306_011.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_042	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_042.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_042.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B090307_002	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B090307_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B090307_002.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B090307_002.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_068	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_068	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_068.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_068.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B101210_014	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B101210_014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B101210_014.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B101210_014.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B0101213_002	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B0101213_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B0101213_002.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B0101213_002.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B110221_014	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B110221_014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B110221_014.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B110221_014.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
B0101213_013	Homo sapiens	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	B0101213_013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	B0101213_013.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000341/B0101213_013.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
