source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20110801_THP1_0_5_15min_a06	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a06	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c03	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b07	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b07	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a11	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b01	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b08	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b08	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b09	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b09	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c01	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b12	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c06blk	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c06blk	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c06blk.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c06blk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a04	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a12	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a13	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a13	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a01	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a15	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a03	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b15	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b04	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a14	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c03	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a12	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b08	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b08	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a03	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c04	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a01	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a16	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a16	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
