source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[ms min im]	comment[ms max im]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
PXD055135-Sample-60	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	33	VirusID_SARS-CoV-2_P33_1-17-2023_601	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P33_1-17-2023_601.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-61	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	34	VirusID_SARS-CoV-2_P34_1-17-2023_602	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P34_1-17-2023_602.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-62	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	35	VirusID_SARS-CoV-2_P35_1-17-2023_603	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P35_1-17-2023_603.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-63	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	36	VirusID_SARS-CoV-2_P36_1-17-2023_604	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P36_1-17-2023_604.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-64	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	37	VirusID_SARS-CoV-2_P37_1-17-2023_605	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P37_1-17-2023_605.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-65	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	38	VirusID_SARS-CoV-2_P38_1-17-2023_606	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P38_1-17-2023_606.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-66	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	39	VirusID_SARS-CoV-2_P39_1-17-2023_607	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P39_1-17-2023_607.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-67	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	40	VirusID_SARS-CoV-2_P40_1-17-2023_608	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P40_1-17-2023_608.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-68	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	41	VirusID_SARS-CoV-2_P41_1-17-2023_609	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P41_1-17-2023_609.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-69	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	42	VirusID_SARS-CoV-2_P42_1-17-2023_610	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P42_1-17-2023_610.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-70	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	43	VirusID_SARS-CoV-2_P43_1-17-2023_611	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P43_1-17-2023_611.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-71	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	44	VirusID_SARS-CoV-2_P44_1-17-2023_612	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P44_1-17-2023_612.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-72	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	45	VirusID_SARS-CoV-2_P45_1-17-2023_613	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P45_1-17-2023_613.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-73	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	46	VirusID_SARS-CoV-2_P46_1-17-2023_614	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P46_1-17-2023_614.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-74	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	47	VirusID_SARS-CoV-2_P47_1-17-2023_615	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P47_1-17-2023_615.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-75	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	48	VirusID_SARS-CoV-2_P48_1-17-2023_616	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-17	1	1	VirusID_SARS-CoV-2_P48_1-17-2023_616.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-76	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	49	VirusID_SARS-CoV-2_P49_1-20-2023_685	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_P49_1-20-2023_685.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-77	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	50	VirusID_SARS-CoV-2_P50_1-20-2023_686	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_P50_1-20-2023_686.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-78	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	51	VirusID_SARS-CoV-2_D1_1-20-2023_692	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_D1_1-20-2023_692.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-79	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	52	VirusID_SARS-CoV-2_D2_1-20-2023_693	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_D2_1-20-2023_693.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-80	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	53	VirusID_SARS-CoV-2_D3_1-20-2023_694	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_D3_1-20-2023_694.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-81	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	54	VirusID_SARS-CoV-2_D4_1-20-2023_695	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_D4_1-20-2023_695.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-82	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	55	VirusID_SARS-CoV-2_O1_1-20-2023_687	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_O1_1-20-2023_687.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-83	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	56	VirusID_SARS-CoV-2_O2_1-20-2023_688	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_O2_1-20-2023_688.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-84	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	57	VirusID_SARS-CoV-2_O3_1-20-2023_689	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_O3_1-20-2023_689.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-85	Homo sapiens	upper respiratory tract	COVID-19	not available	not available	not available	not available	pooled	pooled	58	VirusID_SARS-CoV-2_O4_1-20-2023_690	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-20	1	1	VirusID_SARS-CoV-2_O4_1-20-2023_690.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	COVID-19
PXD055135-Sample-86	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	1	VirusID_SARS-CoV-2_N1_1-21-2023_704	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N1_1-21-2023_704.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-87	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	2	VirusID_SARS-CoV-2_N2_1-21-2023_705	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N2_1-21-2023_705.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-88	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	3	VirusID_SARS-CoV-2_N3_1-21-2023_706	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N3_1-21-2023_706.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-89	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	4	VirusID_SARS-CoV-2_N4_1-21-2023_707	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N4_1-21-2023_707.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-90	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	5	VirusID_SARS-CoV-2_N5_1-21-2023_708	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N5_1-21-2023_708.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-91	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	6	VirusID_SARS-CoV-2_N6_1-21-2023_709	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N6_1-21-2023_709.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
PXD055135-Sample-92	Homo sapiens	upper respiratory tract	normal	not available	not available	not available	not available	pooled	pooled	7	VirusID_SARS-CoV-2_N7_1-21-2023_710	proteomic profiling by mass spectrometry	NT=timsTOF HT;AC=MS:1003404	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	15 ppm	15 ppm	NT=time-of-flight;AC=MS:1000084	100m/z	1700m/z	0.65	1.35	350	1150	not available	2023-01-21	1	1	VirusID_SARS-CoV-2_N7_1-21-2023_710.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	normal
