source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[treatment]	characteristics[enrichment process]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	factor value[sampling time]	factor value[treatment]
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_28	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	28	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_29	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	29	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_30	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	30	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_31	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	31	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_32	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_33	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	33	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_34	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	34	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_35	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	35	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_36	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	36	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_1	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_2	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_3	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_4	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_5	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_6	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_7	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
ProteomeLibrary_untreated_wt_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	not applicable	untreated	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	wild type	20191027_QX3_MaTa_SA_U937_wt_proteome_library_8	proteomic profiling by mass spectrometry	1	20191027_QX3_MaTa_SA_U937_wt_proteome_library_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	not applicable	untreated
