source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[compound]
20210121_DC2101_6_H005XSY_G8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	445	20210121_DC2101_6_H005XSY_G8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	446	20210121_DC2101_6_H005XSY_G9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	447	20210121_DC2101_6_H005XSY_H10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	448	20210121_DC2101_6_H005XSY_H2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	449	20210121_DC2101_6_H005XSY_H3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	450	20210121_DC2101_6_H005XSY_H4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	451	20210121_DC2101_6_H005XSY_H5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	452	20210121_DC2101_6_H005XSY_H6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	453	20210121_DC2101_6_H005XSY_H7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	454	20210121_DC2101_6_H005XSY_H8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_H9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	455	20210121_DC2101_6_H005XSY_H9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_B10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	456	DC2280_ELN26523_H00865E_P1_B10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_B10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C03	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	457	DC2280_ELN26523_H00865E_P1_C03	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C04	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	458	DC2280_ELN26523_H00865E_P1_C04	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C05	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	459	DC2280_ELN26523_H00865E_P1_C05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C06	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	460	DC2280_ELN26523_H00865E_P1_C06	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C07	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	461	DC2280_ELN26523_H00865E_P1_C07	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C08	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	462	DC2280_ELN26523_H00865E_P1_C08	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C09	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	463	DC2280_ELN26523_H00865E_P1_C09	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_C10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	464	DC2280_ELN26523_H00865E_P1_C10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_C10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D03	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	465	DC2280_ELN26523_H00865E_P1_D03	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D04	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	466	DC2280_ELN26523_H00865E_P1_D04	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D05	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	467	DC2280_ELN26523_H00865E_P1_D05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D06	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	468	DC2280_ELN26523_H00865E_P1_D06	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D07	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	469	DC2280_ELN26523_H00865E_P1_D07	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D08	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	470	DC2280_ELN26523_H00865E_P1_D08	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D09	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	471	DC2280_ELN26523_H00865E_P1_D09	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_D10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	472	DC2280_ELN26523_H00865E_P1_D10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_D10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_E03	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	473	DC2280_ELN26523_H00865E_P1_E03	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_E03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_E04	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	474	DC2280_ELN26523_H00865E_P1_E04	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_E04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_E05	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	475	DC2280_ELN26523_H00865E_P1_E05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_E05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
DC2280_ELN26523_H00865E_P1_E06	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	476	DC2280_ELN26523_H00865E_P1_E06	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	DC2280_ELN26523_H00865E_P1_E06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
