source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[compound]
20210121_DC2101_6_H005XSY_D6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	412	20210121_DC2101_6_H005XSY_D6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_D7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	413	20210121_DC2101_6_H005XSY_D7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_D7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_D8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	414	20210121_DC2101_6_H005XSY_D8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_D8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_D9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	415	20210121_DC2101_6_H005XSY_D9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_D9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	416	20210121_DC2101_6_H005XSY_E10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E11	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	417	20210121_DC2101_6_H005XSY_E11	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E12	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	418	20210121_DC2101_6_H005XSY_E12	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	419	20210121_DC2101_6_H005XSY_E2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	420	20210121_DC2101_6_H005XSY_E3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	421	20210121_DC2101_6_H005XSY_E4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	422	20210121_DC2101_6_H005XSY_E5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	423	20210121_DC2101_6_H005XSY_E6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	424	20210121_DC2101_6_H005XSY_E7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	425	20210121_DC2101_6_H005XSY_E8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_E9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	426	20210121_DC2101_6_H005XSY_E9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_E9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	427	20210121_DC2101_6_H005XSY_F10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F12	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	428	20210121_DC2101_6_H005XSY_F12	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	429	20210121_DC2101_6_H005XSY_F2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	430	20210121_DC2101_6_H005XSY_F3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	431	20210121_DC2101_6_H005XSY_F4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	432	20210121_DC2101_6_H005XSY_F5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	433	20210121_DC2101_6_H005XSY_F6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	434	20210121_DC2101_6_H005XSY_F7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	435	20210121_DC2101_6_H005XSY_F8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_F9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	436	20210121_DC2101_6_H005XSY_F9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	437	20210121_DC2101_6_H005XSY_G10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G11	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	438	20210121_DC2101_6_H005XSY_G11	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	439	20210121_DC2101_6_H005XSY_G2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	440	20210121_DC2101_6_H005XSY_G3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	441	20210121_DC2101_6_H005XSY_G4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	442	20210121_DC2101_6_H005XSY_G5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	443	20210121_DC2101_6_H005XSY_G6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_6_H005XSY_G7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	444	20210121_DC2101_6_H005XSY_G7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_6_H005XSY_G7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
