source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
IPX0002031000-Sample 68	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 68	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047468_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190317_F1_R1.raw	Exp047468_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190317_F1_R1.raw
IPX0002031000-Sample 69	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 69	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032797_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181204_F1_R1.raw	Exp032797_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181204_F1_R1.raw
IPX0002031000-Sample 70	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 70	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047513_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190520_F2_R1.raw	Exp047513_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190520_F2_R1.raw
IPX0002031000-Sample 71	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 71	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040833_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190302_F2_R1.raw	Exp040833_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190302_F2_R1.raw
IPX0002031000-Sample 72	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 72	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031275_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_25PER_20181021_F3_R1.raw	Exp031275_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_25PER_20181021_F3_R1.raw
IPX0002031000-Sample 73	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 73	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031704_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181105_F2_R1.raw	Exp031704_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181105_F2_R1.raw
IPX0002031000-Sample 74	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 74	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036949_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190122_F1_R1.raw	Exp036949_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190122_F1_R1.raw
IPX0002031000-Sample 75	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 75	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047446_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F3_R1.raw	Exp047446_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F3_R1.raw
IPX0002031000-Sample 76	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 76	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047489_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190324_F3_R1.raw	Exp047489_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190324_F3_R1.raw
IPX0002031000-Sample 77	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 77	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047485_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190329_F2_R1.raw	Exp047485_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190329_F2_R1.raw
IPX0002031000-Sample 78	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 78	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032149_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181119_F3_R1.raw	Exp032149_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181119_F3_R1.raw
IPX0002031000-Sample 79	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 79	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031691_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181109_F1_R1.raw	Exp031691_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181109_F1_R1.raw
IPX0002031000-Sample 80	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 80	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047442_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw	Exp047442_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw
IPX0002031000-Sample 81	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 81	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040815_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190223_F2_R1.raw	Exp040815_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190223_F2_R1.raw
IPX0002031000-Sample 82	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 82	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031273_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F2_R1.raw	Exp031273_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F2_R1.raw
IPX0002031000-Sample 83	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 83	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047455_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190208_F3_R1.raw	Exp047455_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190208_F3_R1.raw
IPX0002031000-Sample 84	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 84	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031697_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181111_F1_R1.raw	Exp031697_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181111_F1_R1.raw
IPX0002031000-Sample 85	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 85	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047517_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F3_R1.raw	Exp047517_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F3_R1.raw
IPX0002031000-Sample 86	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 86	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034640_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181230_F3_R1.raw	Exp034640_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181230_F3_R1.raw
IPX0002031000-Sample 87	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 87	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047476_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190309_F1_R1.raw	Exp047476_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190309_F1_R1.raw
IPX0002031000-Sample 88	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 88	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047446_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F1_R1.raw	Exp047446_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F1_R1.raw
IPX0002031000-Sample 89	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 89	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047435_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190115_F2_R1.raw	Exp047435_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190115_F2_R1.raw
IPX0002031000-Sample 90	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 90	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047449_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190204_F1_R1.raw	Exp047449_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190204_F1_R1.raw
IPX0002031000-Sample 91	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 91	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047454_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190131_F2_R1.raw	Exp047454_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190131_F2_R1.raw
IPX0002031000-Sample 92	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 92	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047448_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190212_F1_R1.raw	Exp047448_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190212_F1_R1.raw
IPX0002031000-Sample 93	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 93	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034631_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181224_F1_R1.raw	Exp034631_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181224_F1_R1.raw
IPX0002031000-Sample 94	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 94	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031703_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181105_F2_R1.raw	Exp031703_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181105_F2_R1.raw
IPX0002031000-Sample 95	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 95	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034611_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181215_F2_R1.raw	Exp034611_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181215_F2_R1.raw
IPX0002031000-Sample 96	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 96	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034653_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181224_F1_R1.raw	Exp034653_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181224_F1_R1.raw
IPX0002031000-Sample 97	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 97	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031688_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181103_F2_R1.raw	Exp031688_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181103_F2_R1.raw
IPX0002031000-Sample 98	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 98	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032160_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181114_F2_R1.raw	Exp032160_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181114_F2_R1.raw
IPX0002031000-Sample 99	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 99	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032797_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181204_F3_R1.raw	Exp032797_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181204_F3_R1.raw
