source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[cell subtype]	characteristics[developmental stage]	characteristics[individual]	characteristics[origin]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cell part]	comment[file uri]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell type]
PXD026135-Sample 31	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 31	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_a.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_a.raw	cd4
PXD026135-Sample 32	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 32	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_b.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_b.raw	cd4
PXD026135-Sample 33	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 33	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_c.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_c.raw	cd4
PXD026135-Sample 34	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 34	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_a.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_a.raw	cd4
PXD026135-Sample 35	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 35	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_b.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_b.raw	cd4
PXD026135-Sample 36	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 36	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_c.raw	2.2 Da	10 ppm	1	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_c.raw	cd4
PXD026135-Sample 37	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 37	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_a.raw	cd4
PXD026135-Sample 38	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 38	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_b.raw	cd4
PXD026135-Sample 39	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 39	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_c.raw	cd4
PXD026135-Sample 40	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 40	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_a.raw	cd4
PXD026135-Sample 41	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 41	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_b.raw	cd4
PXD026135-Sample 42	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 42	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_c.raw	cd4
PXD026135-Sample 43	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 43	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_a.raw	cd4
PXD026135-Sample 44	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 44	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_b.raw	cd4
PXD026135-Sample 45	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_c.raw	cd4
PXD026135-Sample 46	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 46	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_a.raw	cd4
PXD026135-Sample 47	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_b.raw	cd4
PXD026135-Sample 48	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 48	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_c.raw	cd4
PXD026135-Sample 49	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 49	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_a.raw	cd4
PXD026135-Sample 50	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 50	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_b.raw	cd4
PXD026135-Sample 51	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 51	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_c.raw	cd4
PXD026135-Sample 52	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 52	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_a.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_a.raw	cd4
PXD026135-Sample 53	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 53	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_b.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_b.raw	cd4
PXD026135-Sample 54	Homo sapiens	blood	normal	regulatory T cell	not available	not available	CD4-positive, alpha-beta T cell	not available	1	Purchased from SCT	not available	1	run 54	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	nuclear fraction	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_c.raw	2.2 Da	10 ppm	1	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_c.raw	cd4
