source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	factor value[treatment]
sample 30	Homo sapiens	umbilical cord blood	erythroid progenitor cell	30	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_30	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 31	Homo sapiens	umbilical cord blood	erythroid progenitor cell	31	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_31	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 32	Homo sapiens	umbilical cord blood	erythroid progenitor cell	32	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_32	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 33	Homo sapiens	umbilical cord blood	erythroid progenitor cell	33	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_33	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 34	Homo sapiens	umbilical cord blood	erythroid progenitor cell	34	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_34	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 35	Homo sapiens	umbilical cord blood	erythroid progenitor cell	35	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_35	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 36	Homo sapiens	umbilical cord blood	erythroid progenitor cell	36	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_36	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 37	Homo sapiens	umbilical cord blood	erythroid progenitor cell	37	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_37	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 38	Homo sapiens	umbilical cord blood	erythroid progenitor cell	38	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_38	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 39	Homo sapiens	umbilical cord blood	erythroid progenitor cell	39	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_39	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 40	Homo sapiens	umbilical cord blood	erythroid progenitor cell	40	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_40	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 41	Homo sapiens	umbilical cord blood	erythroid progenitor cell	41	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_41	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 42	Homo sapiens	umbilical cord blood	erythroid progenitor cell	42	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_42	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 43	Homo sapiens	umbilical cord blood	erythroid progenitor cell	43	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_43	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 44	Homo sapiens	umbilical cord blood	erythroid progenitor cell	44	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_44	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 45	Homo sapiens	umbilical cord blood	erythroid progenitor cell	45	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_45	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 45	Homo sapiens	umbilical cord blood	erythroid progenitor cell	45	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_45_2	proteomic profiling by mass spectrometry	2	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_45_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 46	Homo sapiens	umbilical cord blood	erythroid progenitor cell	46	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_46	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 47	Homo sapiens	umbilical cord blood	erythroid progenitor cell	47	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_47	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
