source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[proteomics data acquisition method]	comment[fractionation method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cleavage agent details]
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 272	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LysC-Elastase_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 273	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	2	HeLa_LysC-Elastase_CID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 274	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	3	HeLa_LysC-Elastase_CID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 275	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_LysC-chytry_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 276	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_LysC-chytry_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 277	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_LysC-chytry_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 278	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_LysC-elastase_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 279	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_LysC-elastase_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 43	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 280	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_LysC-elastase_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 281	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LysC-try_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 282	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	2	HeLa_LysC-try_CID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 283	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	3	HeLa_LysC-try_CID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 284	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_LysC-try_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 285	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_LysC-try_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 44	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 286	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_LysC-try_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Trypsin;AC=MS:1001251
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 287	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LysC_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 288	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	2	HeLa_LysC_CID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 289	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	3	HeLa_LysC_CID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 290	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_LysC_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 291	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_LysC_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 45	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 292	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_LysC_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309
Sample 46	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 293	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	8	1	HeLa_chy-try_80pcACN_CID_3xload.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=chy;AC=not available|NT=Trypsin;AC=MS:1001251
Sample 46	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 294	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	8	2	HeLa_chy-try_80pcACN_CID_3xload_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=chy;AC=not available|NT=Trypsin;AC=MS:1001251
Sample 46	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 295	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	8	3	HeLa_chy-try_80pcACN_CID_3xload_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=chy;AC=not available|NT=Trypsin;AC=MS:1001251
Sample 25	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 296	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_chytry-elastase_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Elastase;AC=MS:1001307
Sample 25	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 297	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_chytry-elastase_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Elastase;AC=MS:1001307
Sample 25	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 298	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Elastase;AC=MS:1001307	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_chytry-elastase_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Elastase;AC=MS:1001307
Sample 26	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 299	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_chytry-try_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Trypsin;AC=MS:1001251
Sample 26	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 300	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_chytry-try_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Trypsin;AC=MS:1001251
Sample 26	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 301	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	6	HeLa_chytry-try_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306|NT=Trypsin;AC=MS:1001251
Sample 27	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 302	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	4	HeLa_chytry_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306
Sample 27	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 303	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Chymotrypsin;AC=MS:1001306	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	5	HeLa_chytry_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Chymotrypsin;AC=MS:1001306
