source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[time]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain/breed]	factor value[growth condition]	factor value[time]
PXD083366-sample-29	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 3	1	34F7_withC_d3_1	proteomic profiling by mass spectrometry	20260615-T45-50.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 3
PXD083366-sample-30	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 3	2	34F7_withC_d3_2	proteomic profiling by mass spectrometry	20260615-T46-51.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 3
PXD083366-sample-31	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 3	3	34F7_withC_d3_3	proteomic profiling by mass spectrometry	20260615-T47-52.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 3
PXD083366-sample-32	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 3	4	34F7_withC_d3_4	proteomic profiling by mass spectrometry	20260615-T48-53.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 3
PXD083366-sample-33	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 2	1	MF6_alone_d2_1	proteomic profiling by mass spectrometry	20260615-T1-06.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 2
PXD083366-sample-34	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 2	2	MF6_alone_d2_2	proteomic profiling by mass spectrometry	20260615-T2-07.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 2
PXD083366-sample-35	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 2	3	MF6_alone_d2_3	proteomic profiling by mass spectrometry	20260615-T3-08.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 2
PXD083366-sample-36	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 2	4	MF6_alone_d2_4	proteomic profiling by mass spectrometry	20260615-T4-09.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 2
PXD083366-sample-37	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 3	1	MF6_alone_d3_1	proteomic profiling by mass spectrometry	20260615-T9-14.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 3
PXD083366-sample-38	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 3	2	MF6_alone_d3_2	proteomic profiling by mass spectrometry	20260615-T10-15.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 3
PXD083366-sample-39	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 3	3	MF6_alone_d3_3	proteomic profiling by mass spectrometry	20260615-T11-16.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 3
PXD083366-sample-40	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	MF6	axenic culture	day 3	4	MF6_alone_d3_4	proteomic profiling by mass spectrometry	20260615-T12-17.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	axenic	day 3
PXD083366-sample-41	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 2	1	MF6_withC_d2_1	proteomic profiling by mass spectrometry	20260615-T5-10.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 2
PXD083366-sample-42	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 2	2	MF6_withC_d2_2	proteomic profiling by mass spectrometry	20260615-T6-11.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 2
PXD083366-sample-43	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 2	3	MF6_withC_d2_3	proteomic profiling by mass spectrometry	20260615-T7-12.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 2
PXD083366-sample-44	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 2	4	MF6_withC_d2_4	proteomic profiling by mass spectrometry	20260615-T8-13.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 2
PXD083366-sample-45	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 3	1	MF6_withC_d3_1	proteomic profiling by mass spectrometry	20260615-T13-18.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 3
PXD083366-sample-46	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 3	2	MF6_withC_d3_2	proteomic profiling by mass spectrometry	20260615-T14-19.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 3
PXD083366-sample-47	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 3	3	MF6_withC_d3_3	proteomic profiling by mass spectrometry	20260615-T15-20.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 3
PXD083366-sample-48	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	MF6	co-culture with Chlamydomonas reinhardtii	day 3	4	MF6_withC_d3_4	proteomic profiling by mass spectrometry	20260615-T16-21.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	MF6	co-culture	day 3
