source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[sample type]
BLK-E-1	Homo sapiens	not applicable	not applicable	not available	not available	not available	BLK-E-1	1	OFCCF180731_03_S2_CCF01446_BLK-E_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF180731_03_S2_CCF01446_BLK-E_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	extraction blank
1H12	Homo sapiens	tooth	normal	not available	not available	not available	1H12	1	OFCCF180731_09_S2_CCF01441_1H12_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF180731_09_S2_CCF01441_1H12_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H15	Homo sapiens	tooth	normal	not available	not available	not available	1H15	1	OFCCF180731_15_S2_CCF01444_1H15_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF180731_15_S2_CCF01444_1H15_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
BLK-E-3	Homo sapiens	not applicable	not applicable	not available	not available	not available	BLK-E-3	1	OFCCF180912_06_S5_CCF01486_BLK-E_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF180912_06_S5_CCF01486_BLK-E_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	extraction blank
BLK-E-5	Homo sapiens	not applicable	not applicable	not available	not available	not available	BLK-E-5	1	OFCCF190401_03_S7_CCF01588_BLK-E_R1_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190401_03_S7_CCF01588_BLK-E_R1_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	extraction blank
BLK-E-5	Homo sapiens	not applicable	not applicable	not available	not available	not available	BLK-E-5	1	OFCCF190401_04_S7_CCF01588_BLK-E_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190401_04_S7_CCF01588_BLK-E_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	extraction blank
CW02	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190401_08_S7_CCF01589_CW02_R1_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190401_08_S7_CCF01589_CW02_R1_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
CW02	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190401_09_S7_CCF01589_CW02_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190401_09_S7_CCF01589_CW02_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
CW03	Homo sapiens	tooth	normal	adult	not available	male	CW03	1	OFCCF190401_13_S7_CCF01590_CW03_R1_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190401_13_S7_CCF01590_CW03_R1_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
CW03	Homo sapiens	tooth	normal	adult	not available	male	CW03	1	OFCCF190401_14_S7_CCF01590_CW03_R2_Shotgun	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190401_14_S7_CCF01590_CW03_R2_Shotgun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
TitrationCurve_RB0	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_02_TitrationCurve_PRM_RB0_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_02_TitrationCurve_PRM_RB0_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB0	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_04_TitrationCurve_PRM_RB0_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_04_TitrationCurve_PRM_RB0_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB0	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_06_TitrationCurve_PRM_RB0_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_06_TitrationCurve_PRM_RB0_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB0	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_08_TitrationCurve_PRM_RB0_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_08_TitrationCurve_PRM_RB0_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB9	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_11_TitrationCurve_PRM_RB9_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_11_TitrationCurve_PRM_RB9_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB9	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_13_TitrationCurve_PRM_RB9_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_13_TitrationCurve_PRM_RB9_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB9	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_15_TitrationCurve_PRM_RB9_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_15_TitrationCurve_PRM_RB9_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB9	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_17_TitrationCurve_PRM_RB9_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_17_TitrationCurve_PRM_RB9_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB8	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_20_TitrationCurve_PRM_RB8_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_20_TitrationCurve_PRM_RB8_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB8	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_22_TitrationCurve_PRM_RB8_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_22_TitrationCurve_PRM_RB8_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB8	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_24_TitrationCurve_PRM_RB8_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_24_TitrationCurve_PRM_RB8_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB8	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_26_TitrationCurve_PRM_RB8_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_26_TitrationCurve_PRM_RB8_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB7	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_29_TitrationCurve_PRM_RB7_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_29_TitrationCurve_PRM_RB7_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB7	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_31_TitrationCurve_PRM_RB7_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_31_TitrationCurve_PRM_RB7_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB7	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_33_TitrationCurve_PRM_RB7_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_33_TitrationCurve_PRM_RB7_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB7	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_35_TitrationCurve_PRM_RB7_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_35_TitrationCurve_PRM_RB7_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
