id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD053773	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	2		Synapt MS	not available	HDMSE	HDX-MS of the TRAMP Complex with tRNA
PXD054031	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD054031	6		LTQ Orbitrap Velos	not available	Affinity purification coupled with mass spectrometry proteomics	H/ACA snR30 snoRNP guides independent 18S rRNA subdomain formation – Dataset 1
PXD054032	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD054032	2		LTQ Orbitrap Velos	not available	Affinity purification coupled with mass spectrometry proteomics	H/ACA snR30 snoRNP guides independent 18S rRNA subdomain formation – Dataset 2
PXD054034	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD054034	8		LTQ Orbitrap Velos	not available	Affinity purification coupled with mass spectrometry proteomics	H/ACA snR30 snoRNP guides independent 18S rRNA subdomain formation – Dataset 3
PXD054035	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD054035	4		LTQ Orbitrap Velos	not available	Affinity purification coupled with mass spectrometry proteomics	H/ACA snR30 snoRNP guides independent 18S rRNA subdomain formation – Dataset 4
PXD054296	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	276		Q Exactive HF	MS1 intensity based label-free quantification method	Gel-based experiment	Re-localization of components of the guided entry of tail-anchored proteins targeting pathway to cytosolic foci upon glucose starvation
PXD054725	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	22		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle 2305
PXD054772	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	21		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle 3270
PXD054832	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	53		Orbitrap Fusion Lumos	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle1757
PXD054870	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	17		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle 3344
PXD054974	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	19		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle 2522
PXD055137	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	39585118	not available	24		Orbitrap Fusion Lumos	TMT	Bottom-up proteomics;Data-dependent acquisition	Comparative proteome-wide abundance profiling of yeast strains deleted for Cdc48 adaptors
PXD055238	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	19		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evidence for substrate control of Cdk phosphorylation timing during the budding yeast cell cycle 3174
PXD055566	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	96		Orbitrap Fusion Lumos;Orbitrap Eclipse	not available	SWATH MS;Data-independent acquisition;Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics;Data-dependent acquisition	Limited-proteolysis coupled to mass spectrometry (LiP-MS) data on a serially filtered yeast lysate (the FLiP library) and on lysates of wild-type and Gcn5 mutant yeast strains grow
PXD055703	S. cerevisiae	skip	crosslinking mass spectrometry	Saccharomyces cerevisiae (baker's yeast)	not available	not available	30		Q Exactive	Parallel Reaction Monitoring (PRM)	SRM/MRM	Targeted quantification of XL peptides in Bik1 variants and different conditions
PXD055855	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	9		timsTOF Pro 2	Label free	Top-down proteomics;diaPASEF	Protein surface chemistry encodes an adaptive tolerance to desiccation
PXD056020	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD056020	29		LTQ Orbitrap Velos	deuterium labelling	Top-down proteomics	A GAF domain mediates inositol pyrophosphate substrate channeling in PPIP5K phosphatases
PXD056055	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	21		Q Exactive HF	not available	Affinity proteomics	Pex30-dependent membrane contacts sites maintain ER lipid homeostasis
PXD056103	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	25		Orbitrap Fusion Lumos	TMT	Bottom-up proteomics;Data-dependent acquisition	Proteome profiling of exponentially growing and heat-shock treated UBC4 and UBC5 deletion strains of S. cerevisiae
PXD056649	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Molecular mechanism targeting condensin for chromosome condensation.
PXD056825	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	34		LTQ Orbitrap Elite	TMT	Chemical cross-linking coupled with mass spectrometry proteomics	Isobaric crosslinking mass spectrometry technology for studying conformational and structural changes in proteins and complexes
PXD057575	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	41171095	not available	6		impact II	label-free quantification	Bottom-up proteomics;Data-dependent acquisition	Delayed protein translocation protects mitochondria against toxic CAT-tailed proteins
PXD057956	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	40516524	not available	916		TripleTOF 6600	Label free	Data-independent acquisition	The molecular landcape of cellular metal ion hometostasis
PXD058295	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	152		Q Exactive Plus	Parallel Reaction Monitoring (PRM)	Data-independent acquisition;Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics	Concatemer Assisted Stoichiometry Analysis (CASA) of Cell-free Reconstituted Kinetochores
PXD058384	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	13		Orbitrap Fusion Lumos;Q Exactive HF-X	MS1 intensity based label-free quantification method	Gel-based experiment;Bottom-up proteomics;Data-dependent acquisition	Identification of phosphatases that dephosphorylate Tom6 using synthetic trap-peptides
PXD058585	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD058585	110		LTQ Orbitrap Elite;LTQ Orbitrap Velos;Orbitrap Exploris 480;Q Exactive	not available	Data-dependent acquisition	Profiling of yeast Saccharomyces cerevisiae mitochondrial AMPylome reveals a regulation of ATP synthase coupling trough subunit Profiling of yeast Saccharomyces cerevisiae mitocho
PXD058634	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	not available	1		LTQ Orbitrap	not available	Affinity purification coupled with mass spectrometry proteomics	PKA plays a conserved role in regulating gene expression and metabolic  adaptation
PXD058913	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	39858881	not available	24		Orbitrap Astral	TMT	Bottom-up proteomics;Data-dependent acquisition	Comprehensive analysis of the proteome of S. cerevisiae wild-type and pdr5 cells in response to Bisphenol A (BPA) exposure
PXD059054	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	39954250	not available	21		Orbitrap Fusion	TMT;Spectrum counting	Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics;Data-dependent acquisition	Yeast TIA1 coordinates with Npl3 to promote ATG1 translation during starvation
PXD059088	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	96		Q Exactive HF	SILAC	Bottom-up proteomics;Data-dependent acquisition	TORC1 autonomously controls its spatial partitioning via the Rag GTPase tether Tco89
PXD059108	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	74		6560 Q-TOF LC/MS;Orbitrap Fusion Lumos;Orbitrap Exploris 240;Q Exactive UHMR;maXis;Orbitrap Eclipse;6230A Time-of-Flight LC/MS;timsTOF fleX;Q Exactive HF;timsTOF Pro	not available	Top-down proteomics	CE-MS Top Down Proteomics Multi-lab Study
PXD059828	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	40734647	10.6019/PXD059828	6		Orbitrap Fusion Lumos	SILAC	Bottom-up proteomics;Data-dependent acquisition	Prevention of mitochondrial proteotoxicity by formation of a chaperone-dependent protective shell around aggregated polypeptides
PXD059945	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	40930238	not available	40		Orbitrap Fusion Lumos	SILAC	Bottom-up proteomics;Data-dependent acquisition	Proline-adjacent phosphosites on S. cerevisiae histone demethylase Rph1p are salt stress responsive and important for cell growth in the salt stress response
PXD061125	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	18		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Identification of potential self-interaction sites on golgin Imh1-C213 by cross-linking mass spectrometry
PXD061184	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	16		impact II	label-free quantification	Bottom-up proteomics	A bipartite motif of Mrx6 binds the Lon protease Pim1 N-terminal domain to confer substrates specificity and regulate mtDNA copy number
PXD061231	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	41533588	not available	28		impact II	label-free quantification	Bottom-up proteomics	A bipartite motif of Mrx6 binds the Lon protease Pim1 N-terminal domain to confer substrates specificity and regulate mtDNA copy number
PXD061279	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	87		Q Exactive HF	Relative quantification;TIC	Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics	A molecular switch at the yeast mitoribosomal tunnel exit controls cytochrome b synthesis
PXD061793	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	46		Orbitrap Fusion Lumos	Relative quantification	Top-down proteomics	Enhanced Separation of Intact Proteins and Proteoforms by CZE-MS Using Sulfobetaine-Modified Poly(α-L-lysine)-Based Multilayer Coatings for EOF Adjustment
PXD061923	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD061923	2		Orbitrap Fusion	Relative quantification	Affinity purification coupled with mass spectrometry proteomics	Identification of Nde1 cross-linked mitochondrial supercomplex proteins
PXD061965	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	5		Q Exactive HF	TMT	Bottom-up proteomics;Data-dependent acquisition	Mitochondrial surveillance activates the primary UPRmt
PXD062321	S. cerevisiae	skip	labelled quantification stated in the record	Saccharomyces cerevisiae (baker's yeast)	not available	not available	18		Orbitrap Eclipse	Spectrum counting	Data-dependent acquisition	Structural ubiquitin contributes to K48 linkage-specificity of the HECT ligase Tom1
PXD062600	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	32		Q Exactive HF	Relative quantification	Bottom-up proteomics	Dysfunctional mitochondria trap proteins in the intermembrane space - Data set 4:  AP-MS for Apj1, Pwp2 and Utp18
PXD062635	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	1556		TripleTOF 6600;ZenoTOF 7600;timsTOF HT	Relative quantification	SWATH MS	A genome-to-proteome map reveals how natural variants drive proteome diversity and shape fitness
PXD063340	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	30		Orbitrap Exploris 480	label-free quantification	Data-independent acquisition;Bottom-up proteomics	Time resolved DIA MS analysis of FZO1 depletion in s. cerevisiae
PXD063569	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	39935887	10.6019/PXD063569	38		Orbitrap Fusion Lumos	TMT	Bottom-up proteomics	Dynamic global acetylation remodeling during the yeast heat shock response
PXD063969	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	40700272	not available	24		Orbitrap Eclipse	TMT	Bottom-up proteomics;Data-dependent acquisition	Evaluating Protein Extraction Techniques for Elucidating Proteomic Changes in Yeast Deletion Strains
PXD063991	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	32		Orbitrap Astral	TMT	Data-independent acquisition;Bottom-up proteomics	Comparative Proteomic Analysis of Capillary and Micropillar Array Columns Using DIA: Insights from the TKO Yeast Standard
PXD064070	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	18		Orbitrap Fusion Lumos	label-free quantification;Relative quantification	Data-independent acquisition;Bottom-up proteomics	Rapid remodeling of NTP levels enables immediate translational adaptation to energy stress in yeast
PXD064566	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD064566	9		Orbitrap Fusion Lumos	TMT	Bottom-up proteomics	The yeast F-box protein Mfb1 and the human DJ-1 homolog Hsp31 are required for cell survival under mitochondrial protein import clogging conditions
PXD065061	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Orbitrap Fusion Lumos	Relative quantification	Affinity purification coupled with mass spectrometry proteomics	Ultradynamic protein assemblies and network channeling
PXD065447	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	38		timsTOF Pro	label-free quantification	Top-down proteomics;Affinity purification coupled with mass spectrometry proteomics;diaPASEF	Sni445 recruits box C/D snoRNPs snR4 and snR45 to guide ribosomal RNA acetylation by Kre33
PXD065573	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	40691144	10.6019/PXD065573	4		Orbitrap Eclipse	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Mechanism of Rad51 filament formation by Rad52 and Rad55-Rad57 in homologous recombination
PXD066806	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD066806	1		Q Exactive	TMT	Bottom-up proteomics	Age-dependent protein changes in replicatively aged budding yeast.
PXD067649	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12		Orbitrap Ascend	TMT	Bottom-up proteomics;Data-dependent acquisition	Evaluating the Robustness of Micro-Pillar Array Columns for High-Throughput Proteomics
PXD068062	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	16		Q Exactive HF	Relative quantification	Bottom-up proteomics	A selectivity filter in Tim17 mediates intramitochondrial protein sorting - Data set I
PXD068196	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	41242541	not available	20		Orbitrap Exploris 480	Dimethyl Labeling	Data-dependent acquisition	Proteome-wide characterization of FAS2 genomic elements swap
PXD068388	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	41000665	not available	48		Orbitrap Eclipse	Label free	Data-independent acquisition;Bottom-up proteomics;Data-dependent acquisition	Mistranslating tRNA variants impact on the proteome and phosphoproteome of Saccharomyces cerevisiae – phosphoproteome DDA and DIA data
PXD068392	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	41000665	not available	80		Orbitrap Eclipse	not available	Data-independent acquisition;Bottom-up proteomics;Data-dependent acquisition	Mistranslating tRNA variants impact on the proteome and phosphoproteome of Saccharomyces cerevisiae – whole proteome DDA and DIA data
PXD068555	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	16		timsTOF Pro 2	label-free quantification	Bottom-up proteomics	A genetic screen reveals a key role for Reg1 in 2-deoxyglucose sensing and yeast AMPK inhibition
PXD069104	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Q Exactive Plus;Orbitrap Exploris 480	label-free quantification	Data-dependent acquisition	Label-Free Quantitative Proteomics Data for NPC Permeability Barrier Dynamics
PXD069824	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	not available	146		Orbitrap Exploris 480	not available	Data-independent acquisition;Bottom-up proteomics;Data-dependent acquisition	The TORC1-regulated quiescence trajectory is shaped by an Rts3-dependent feedback mechanism that limits Sit4/PP6 phosphatase activity
PXD070193	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD070193	9		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Crosslinking MS analysis of MCM2-7 DH-Sld3/7 complex
PXD070877	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	41515919	not available	368		Orbitrap Fusion	SILAC	Bottom-up proteomics	Simulated microgravity-induced changes in SUMOylation and protein expression in Saccharomyces cerevisiae
PXD070899	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12		Orbitrap Fusion Lumos	Relative quantification	Data-independent acquisition;Bottom-up proteomics	Capture and functional conversion of mitochondrial protein translocase by lipid metabolism enzyme
PXD071918	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae	not available	10.6019/PXD071918	1857		LTQ Orbitrap Velos;Orbitrap Eclipse;Q Exactive HF;Q Exactive	Spectrum counting	Bottom-up proteomics;Data-dependent acquisition	An AI-ready phosphorylation meta-analysis for Saccharomyces cerevisiae.
PXD072662	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	8		Orbitrap Eclipse	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Assembly and phospho-regulatory mechanisms of the budding yeast outer kinetochore KMN complex
PXD073596	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD073596	3		Q Exactive	SILAC	Bottom-up proteomics;Data-dependent acquisition	Structuring of the yeast endolysosomal pathway by the Rab5 guanine nucleotide exchange factors Muk1 and Vps9
PXD073675	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	41040199	not available	9		Orbitrap Exploris 480	Relative quantification	Data-independent acquisition	PUS7 cytoplasmic localization directs a pseudouridine-mediated cellular stress response (CU-OOH)
PXD074114	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Q Exactive HF	TMT	Bottom-up proteomics;Data-dependent acquisition	Proteomic identiﬁcation of candidate biomarkers associated with acquired tolerance to ionizing radiation
PXD074200	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	42357398	not available	6		orbitrap	Relative quantification	Data-independent acquisition	The proteomics sequencing of two engineered yeast strains CEN-Cho and CEN-Cho-MVA
PXD074337	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	50		Orbitrap Fusion Lumos	label-free quantification;TMT	Data-dependent acquisition	Model-driven analysis reveals oxidative stress adaptation enabling efficient energy utilization in a Crabtree-negative Saccharomyces cerevisiae.
PXD075114	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	42031168	not available	9		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Identification of novel ubiquitin receptors on the 26S proteasome by photo-crosslinking mass spectrometry
PXD075335	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	36		Thermo Fisher Scientific instrument model	Relative quantification	SWATH MS	The environmental stress response regulates biophysics of the cytoplasm and survival in quiescence
PXD075635	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	20		Orbitrap Fusion Lumos	TMT	Data-dependent acquisition	A Fkh1/2 binding site array in the WHI5 promoter drives sub-scaling transcription
PXD077491	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Orbitrap Ascend;Q Exactive	not available	Bottom-up proteomics	Atg7–Atg12 conjugation and autophagy are negatively regulated by the disordered region of Atg12
PXD078573	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	40909591	not available	21		timsTOF SCP	not available	Chemical cross-linking coupled with mass spectrometry proteomics	U1 snRNP and RNA polymerase II interaction is predominantly mediated by Prp40 rather than U1-70K in yeast
PXD081371	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	28		Q Exactive	not available	Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics	Succinate and its carrier Sfc1 mediate metabolic control of mitochondrial protein import by the TIM23 translocase
PXD000031	S. pombe	skip	no cleavage agent stated	Schizosaccharomyces pombe	23103765	not available	13		LTQ Orbitrap Velos	not available	Bottom-up proteomics	Purified FLAG-Hrp1 GeLC-MS/MS -  CHD1 remodelers regulate nucleosome spacing in vitro and align nucleosomal arrays over gene coding regions in S
PXD001767	S. pombe	skip	instrument not resolvable per run	Schizosaccharomyces pombe	26412298	10.6019/PXD001767	0		LTQ;LTQ Velos	Spectrum counting	Shotgun proteomics	Fission yeast DUB substrates -  A Degenerate Cohort of Yeast Membrane Trafficking DUBs Mediates Cell Polarity and Survival
PXD001908	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe	25989903	not available	24		LTQ Orbitrap	not available	Affinity purification coupled with mass spectrometry proteomics	The fission yeast MTREC complex targets CUTs and unspliced mRNAs to the nuclear exosome
PXD002693	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	27477394	not available	0		5800 TOF/TOF;Q Exactive	iTRAQ	Shotgun proteomics	Comparative Proteome Analysis in Schizosaccharomyces pombe identifies metabolic targets to improve protein production and secretion
PXD002972	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	26537787	not available	0		Q Exactive	MS1 intensity based label-free quantification method;SILAC	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	Targeting of SUMO substrates to a Cdc48-Ufd1-Npl4 segregase and STUbL pathway in fission yeast
PXD003016	S. pombe	skip	labelling stated in the sample-processing protocol	Schizosaccharomyces pombe	27477394	not available	0		Q Exactive	not available	Shotgun proteomics	Comparative Proteome Analysis in Schizosaccharomyces pombe identifies metabolic targets to improve protein production and secretion
PXD003598	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	27984725	not available	0		LTQ Orbitrap Velos	SILAC	Shotgun proteomics	Cyclin-dependant kinase (CDK) orders the cell cycle via substrate specific thresholds
PXD003834	S. pombe	skip	no cleavage agent stated	Schizosaccharomyces pombe dm3650	not available	not available	18		LTQ Orbitrap	TIC	Shotgun proteomics	Role of CLRC complex in telomeric assembly of shelterin proteins
PXD004530	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	28545058	not available	0		LTQ Orbitrap Velos	SILAC	Shotgun proteomics	Nucleocytoplasmic transport and membrane growth control nuclear size
PXD005714	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	28648780	not available	0		Orbitrap Fusion	TMT	Shotgun proteomics	The histone acetyltransferase Mst2 protects active chromatin from epigenetic silencing by acetylating the ubiquitin ligase Brl1
PXD008334	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	29809148	not available	0		Orbitrap Fusion Lumos;Q Exactive	SILAC;Quantification method	Shotgun proteomics	Exportin Crm1 is repurposed as a docking protein to generate microtubule organizing centers at the nuclear pore
PXD009371	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	not available	not available	0		Q Exactive	TMT	Shotgun proteomics	fission yeast prolyl hydroxylome
PXD009408	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	30726745	not available	0		Orbitrap Fusion Lumos;Q Exactive	SILAC	Shotgun proteomics	Fission yeast NDR/LATS kinase Orb6 regulates exocytosis via phosphorylation of exocyst complex
PXD009529	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe 927	30321377	not available	32		Q Exactive	Spectrum count/molecular weight	Affinity purification coupled with mass spectrometry proteomics	Global profiling and functional characterization of post-translational modifications of the fission yeast RNA exosome
PXD009649	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe	30373637	10.6019/PXD009649	436		Orbitrap Fusion	not available	Affinity purification coupled with mass spectrometry proteomics	Proteomic analysis of the Ade6-M26 meiotic recombination hotspot in the fission yeast schizosaccharomyces pombe
PXD010438	S. pombe	skip	labelling stated in the sample-processing protocol	Schizosaccharomyces pombe	30673600	not available	0		Q Exactive	not available	Shotgun proteomics	Analysis of the fission yeast meiotic proteome reveals a global switch from anabolic to catabolic processes and extensive post-transcriptional regulation.
PXD011987	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	31110225	not available	0		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Cyclin Specificity Governs Centrosomal Cyclin/CDK Localisation and is Necessary for the G2/M Transition
PXD012624	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe	31287970	not available	0		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Reconstitution of microtubule nucleation in vitro reveals novel roles for Mzt1
PXD013256	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 972h-	31748520	not available	0		Q Exactive Plus	MS1 intensity based label-free quantification method	Shotgun proteomics	Chaperone-mediated ordered assembly of the SAGA and NuA4 transcription co-activator complexes
PXD015484	S. pombe	skip	instrument not resolvable per run	Schizosaccharomyces pombe	31822915	not available	0		LTQ Orbitrap Velos;Q Exactive	not available	Shotgun proteomics	Mkt1 is required for RNAi-mediated silencing and establishment of heterochromatin in fission yeast
