id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD011791	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	34988408	not available	18		Orbitrap Fusion Lumos	MS1 intensity based label-free quantification method	Shotgun proteomics	Amino acid priming of mTOR is essential for heart regeneration
PXD012027	zebrafish	skip	no cleavage agent stated	Danio rerio (zebrafish) (brachydanio rerio)	30520733	not available	60		Q Exactive	MS1 based isotope labeling	Shotgun proteomics	Screening for insulin-independent pathways that modulate glucose homeostasis identifies androgen receptor antagonists
PXD013357	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	31726584	not available	12		Q Exactive	TMT	Shotgun proteomics	A quantitative proteomic based approach for identifying and characterizing APAP-induced liver perturbation in zebrafish (Danio rerio)
PXD013552	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	31636606	not available	160		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Glucocorticoid treatment leads to aberrant ion and macromolecular transport mechanisms in regenerating zebrafish fins.
PXD013835	zebrafish	skip	labelling stated in the sample-processing protocol	Danio rerio (zebrafish) (brachydanio rerio)	31371827	not available	26		Q Exactive	not available	Shotgun proteomics	Migrasomes provide regional cues for organ morphogenesis during zebrafish gastrulation
PXD014228	zebrafish	skip	no cleavage agent stated	Danio rerio (zebrafish) (brachydanio rerio)	31712630	not available	24		Q Exactive	TIC	Shotgun proteomics	Effects of N-acetylcysteine on the neurotoxicity induced by acute exposure to acrylamide
PXD014480	zebrafish	skip	no cleavage agent stated	Danio rerio (zebrafish) (brachydanio rerio)	31453304	not available	4		6520A Quadrupole Time-of-Flight LC/MS	not available	Shotgun proteomics	Label-free shotgun proteomics analysis in zebrafish liver following dietary exposure to the pesticide dieldrin
PXD015577	zebrafish	skip	no usable raw files	Danio rerio (zebrafish) (brachydanio rerio)	32372920	not available	1		Q Exactive	not available	Shotgun proteomics	Calsequestrins make the difference in adult  zebrafish brain
PXD016235	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	32648304	not available	60		Q Exactive	Label free;MS1 intensity based label-free quantification method	Shotgun proteomics	Stimulation of glycolysis promotes cardiomyocyte proliferation after injury in adult zebrafish
PXD017418	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	40		Q Exactive HF	TMT	Top-down proteomics	Danio rerio thermal proteome profiling with pervanadate as drug of interest
PXD017419	zebrafish	skip	experiment type outside the ms-proteomics template	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	40		Q Exactive HF	not available	Top-down proteomics	Thermal proteome profiling on zebrafish using napabucasin
PXD017702	zebrafish	skip	labelling stated in the sample-processing protocol	Danio rerio (zebrafish) (brachydanio rerio)	32325903	not available	15		Q Exactive Plus	not available	Shotgun proteomics	Quantitative phosphoproteomic analysis reveals the regulatory networks of elovl6 on lipid and glucose metabolism in zebrafish
PXD017896	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	16		Q Exactive HF	TMT	Shotgun proteomics	Zebrafish early embryos isolated nuclei and whole blastomeres LC-MSMS
PXD019079	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	33333401	not available	9		Q Exactive	TMT	Shotgun proteomics	Quantitative proteome fin(ger)prints of propylthiouracil interference with the thyroid system in zebrafish embryos as 3R alternative in environmental hazard assessment
PXD019111	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	33333401	not available	9		Q Exactive	TMT	Shotgun proteomics	Quantitative proteome fin(ger)prints of triiodthyronin interference with the thyroid system in zebrafish embryos as 3R alternative in environmental hazard assessment
PXD021670	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	15		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Proteome Integral Solubility Alteration assay in zebrafish embryo for exploring exposure to bioactive compounds including pollutants and chemicals mixtures
PXD023037	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	33898427	not available	50		Synapt MS	MS1 intensity based label-free quantification method	Shotgun proteomics;HDMSE;Gel-based experiment;MSE	Proteome profile of myelin in the zebrafish brain
PXD023933	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	33800130	not available	16		LTQ Orbitrap Velos	TMT	Shotgun proteomics	Comparative proteome research in a zebrafish model for Vanishing White Matter disease
PXD024665	zebrafish	skip	no usable raw files	Danio rerio (zebrafish) (brachydanio rerio)	34107244	not available	22		Q Exactive	Spectrum counting	Gel-based experiment	Integrin a5, aV, and aVb3 in zebrafish embryos at the 12 somite stage
PXD024942	zebrafish	skip	no usable raw files	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	12		Q Exactive	Spectrum counting	Gel-based experiment	Proteomic Analysis of Integrin a5 Associated Complexes Dependent upon Integrin Activation State in Zebrafish
PXD027191	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	not available	not available	30		LTQ Orbitrap Velos	Dimethyl Labeling	Shotgun proteomics	Conserved exchange of paralog proteins during neuronal differentiation
PXD027280	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	35178545	10.6019/PXD027280	10		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Notch Signaling Enhances Bone Regeneration in the Zebrafish Mandible
PXD027528	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	35173759	not available	1		LTQ Orbitrap Velos	iTRAQ	Top-down proteomics	Hypoxia induced sex-difference in zebrafish brain proteome profile reveals the crucial role of H3K9me3 in recovery from acute hypoxia
PXD030527	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	35512098	10.6019/PXD030527	23		Orbitrap Exploris 240	TMT	Shotgun proteomics	MITF deficiency accelerates GNAQ-driven uveal melanoma
PXD034247	zebrafish	skip	no cleavage agent stated	Danio rerio (zebrafish) (brachydanio rerio)	35788411	not available	4		Orbitrap Fusion	not available	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	Affinity purification of in vivo assembled whirlin-associated protein complexes from the zebrafish retina - GST
PXD035409	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	37670295	not available	12		Q Exactive HF	TMT	Shotgun proteomics	Mitochondrial stress in GLA mutants Zebrafish is independent of globotriaosylceramide accumulation
PXD036867	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	36608563	not available	9		Q Exactive	TMT	Shotgun proteomics	Quantitative proteomic profiling of anti-androgenic sexual endocrine perturbation in zebrafish embryos
PXD036868	zebrafish	skip	labelled quantification - no public channel-to-sample key	Danio rerio (zebrafish) (brachydanio rerio)	36608563	not available	9		Q Exactive	TMT	Shotgun proteomics	Quantitative proteomic profiling of estrogenic sexual endocrine perturbation in zebrafish embryos
