source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_22_80pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_22_80pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_22_80pct.raw	1	22_80pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_235_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_235_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_235_100pct.raw	1	235_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_23_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_23_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_23_100pct.raw	1	23_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_245_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_245_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_245_100pct.raw	1	245_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_24_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_24_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_24_100pct.raw	1	24_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_255_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_255_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_255_100pct.raw	1	255_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_25_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_25_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_25_100pct.raw	1	25_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_265_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_265_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_265_100pct.raw	1	265_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_26_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_26_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_26_100pct.raw	1	26_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_27_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_27_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_27_100pct.raw	1	27_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_27p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_27p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_27p5_25pct.raw	1	27p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_27p5_35pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_27p5_35pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_27p5_35pct.raw	1	27p5_35pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_27p5_NoAPD_35pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_27p5_NoAPD_35pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_27p5_NoAPD_35pct.raw	1	27p5_NoAPD_35pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_285_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_285_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_285_100pct.raw	1	285_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_28_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_28_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_28_100pct.raw	1	28_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_295_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_295_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_295_100pct.raw	1	295_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_29_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_29_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_29_100pct.raw	1	29_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_30_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_30_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_30_100pct.raw	1	30_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_30p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_30p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_30p5_25pct.raw	1	30p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_30p5_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_30p5_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_30p5_50pct.raw	1	30p5_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_315_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_315_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_315_100pct.raw	1	315_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_31_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_31_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_31_100pct.raw	1	31_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_325_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_325_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_325_100pct.raw	1	325_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_32_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_32_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_32_100pct.raw	1	32_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_33_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_33_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_33_100pct.raw	1	33_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
