source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD073863-Sample-30	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OF01_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OF01_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-31	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OF02_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OF02_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-32	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OF03_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OF03_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-33	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OF04_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OF04_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-34	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OF05_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OF05_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-35	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OFF01_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OFF01_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-36	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OFF02_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OFF02_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-37	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OFF03_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OFF03_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-38	Python bivittatus	heart	not available	1	Elmo_20250730_LSA_hsdia_Bur-OFF04_ac	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Elmo_20250730_LSA_hsdia_Bur-OFF04_ac.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-39	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF01_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF01_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-40	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF02_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF02_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-41	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF03_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF03_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-42	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF04_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF04_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-43	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF05_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-3DPF05_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-44	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-F01_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-F01_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-45	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-F02_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-F02_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-46	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-F03_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-F03_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-47	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-F04_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-F04_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-48	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-F05_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-F05_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-49	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OF01_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OF01_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-50	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OF02_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OF02_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-51	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OF03_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OF03_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-52	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OF04_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OF04_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-53	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OF05_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OF05_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-54	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OFF01_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OFF01_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-55	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OFF02_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OFF02_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-56	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OFF03_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OFF03_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-57	Python bivittatus	heart	not available	1	Fozzie_20241109_LSA_HSdia_Bur-OFF04_phospho	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Fozzie_20241109_LSA_HSdia_Bur-OFF04_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-58	Python bivittatus	heart	not available	1	Rowlf_20240510_LSA_HSdia_Bur-3DPF01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Rowlf_20240510_LSA_HSdia_Bur-3DPF01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD073863-Sample-59	Python bivittatus	heart	not available	1	Rowlf_20240510_LSA_HSdia_Bur-3DPF02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	Rowlf_20240510_LSA_HSdia_Bur-3DPF02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
