source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
01023_F01_P009601_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_F01_P009601_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_F01_P009601_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_F01_P009601_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_F04_P009634_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_F04_P009634_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_F04_P009634_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_F04_P009634_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_H02_P009611_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_H02_P009611_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_H02_P009611_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_H02_P009611_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_D01_P004589_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_D01_P004589_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_D01_P004589_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_D01_P004589_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_C03_P009614_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_C03_P009614_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_C03_P009614_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_C03_P009614_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_F01_P004591_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_F01_P004591_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_F01_P004591_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_F01_P004591_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_C02_P004596_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_C02_P004596_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_C02_P004596_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_C02_P004596_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_H04_P009636_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_H04_P009636_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_H04_P009636_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_H04_P009636_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_B01_P009597_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_B01_P009597_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_B01_P009597_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_B01_P009597_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_G01_P004592_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_G01_P004592_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_G01_P004592_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_G01_P004592_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_C07_P007145_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_C07_P007145_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_C07_P007145_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_C07_P007145_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_B08_P007152_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_B08_P007152_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_B08_P007152_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_B08_P007152_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_B05_P008100_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_B05_P008100_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_B05_P008100_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_B05_P008100_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
OR6_20140601_SL_BR_A02	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	OR6_20140601_SL_BR_A02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	OR6_20140601_SL_BR_A02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/OR6_20140601_SL_BR_A02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_C04_P008093_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_C04_P008093_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_C04_P008093_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_C04_P008093_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_B01_P004587_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_B01_P004587_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_B01_P004587_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_B01_P004587_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_A09_P007159_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_A09_P007159_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_A09_P007159_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_A09_P007159_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_A06_P008108_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_A06_P008108_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_A06_P008108_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_A06_P008108_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_A04_P009620_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_A04_P009620_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_A04_P009620_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_A04_P009620_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_B07_P007144_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_B07_P007144_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_B07_P007144_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_B07_P007144_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00544_F04_P004036_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00544_F04_P004036_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00544_F04_P004036_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00544_F04_P004036_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00544_A05_P004039_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00544_A05_P004039_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00544_A05_P004039_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00544_A05_P004039_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_E02_P009608_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_E02_P009608_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_E02_P009608_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_E02_P009608_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_A04_P008091_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_A04_P008091_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_A04_P008091_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_A04_P008091_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_A02_P004594_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_A02_P004594_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_A02_P004594_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_A02_P004594_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
OR6_20140601_SL_BR_C02	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	OR6_20140601_SL_BR_C02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	OR6_20140601_SL_BR_C02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/OR6_20140601_SL_BR_C02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_G02_P009610_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_G02_P009610_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_G02_P009610_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_G02_P009610_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_A05_P009637_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_A05_P009637_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_A05_P009637_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_A05_P009637_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_E01_P009600_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_E01_P009600_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_E01_P009600_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_E01_P009600_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_H01_P009603_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_H01_P009603_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_H01_P009603_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_H01_P009603_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_D02_P009607_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_D02_P009607_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_D02_P009607_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_D02_P009607_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_D08_P007154_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_D08_P007154_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_D08_P007154_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_D08_P007154_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
