source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[proteomics data acquisition method]
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7_	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7_	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	7	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___7_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-independent acquisition
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___8_	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___8_	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	8	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___8_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-independent acquisition
20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___9_	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___9_	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	9	20220927_E0_Neo0_FAIMS_uPAC_5cm_250pg_HeLa_DIA___9_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-independent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep01	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	1	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	2	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep03	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	3	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep04	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	4	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	5	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep06	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	6	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep07	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	7	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep08	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	8	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	9	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	10	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep11	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	11	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	12	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	13	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep14	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	14	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep15	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	15	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep16	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	16	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	17	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep18	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	18	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep19	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	19	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep20	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	20	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	21	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	22	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1	run 20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1	23	20221202_E0_Neo0_FAIMS_uPAC_5cm_pepmapPrecol_PG_run03_250pg_DDA_rep23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Data-dependent acquisition
