source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[depletion]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[absorbed dose]	factor value[age group]	factor value[irradiation status]
PXD015859 pooled group D	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_90-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_160307_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	19	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	18-week-old	irradiated
PXD015859 pooled group D	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_91-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_160307_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	20	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	18-week-old	irradiated
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_72-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	1	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_73-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	2	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_74-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	3	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_75-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	4	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_76-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	5	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_77-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	6	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_78-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	7	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_79-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	8	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_80-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	9	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_81-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	10	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_82-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_82.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	11	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_83-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	12	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_84-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	13	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_85-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	14	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_86-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	15	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_87-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	16	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_88-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	17	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_89-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_89.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	18	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_90-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	19	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group DK	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	adult	C57BL/6N	male	Fusion_160307_91-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_160307_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	20	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	18-week-old	mock-treated control
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_72-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	1	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_73-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	2	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_74-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	3	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_75-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	4	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_76-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	5	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_77-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	6	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_78-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	7	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_79-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	8	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_80-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	9	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 pooled group E	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	CAnN.Cg-Foxn1nu/Crl	female	Fusion_160307_81-TMT129C	proteomic profiling by mass spectrometry	1	Fusion_160307_81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT129C	10	5 ppm	500 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
