source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[viral bait]	factor value[fusion orientation]	factor value[expression mode]	factor value[stimulation]	factor value[sample group]
PXD033452-Sample-134	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf7a_stable_2404_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7a_stable_2404_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7a_stable_2404_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7a	FB	stable	not treated	FB-orf7a_stable_2404
PXD033452-Sample-135	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf7a_stable_PIC_0805_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7a_stable_PIC_0805_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7a_stable_PIC_0805_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7a	FB	stable	poly(I:C)	FB-orf7a_stable_PIC_0805
PXD033452-Sample-136	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf7a_stable_PIC_0805_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7a_stable_PIC_0805_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7a_stable_PIC_0805_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7a	FB	stable	poly(I:C)	FB-orf7a_stable_PIC_0805
PXD033452-Sample-137	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf7a_stable_PIC_0805_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7a_stable_PIC_0805_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7a_stable_PIC_0805_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7a	FB	stable	poly(I:C)	FB-orf7a_stable_PIC_0805
PXD033452-Sample-138	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf7b_stable_2404_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_2404_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_2404_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	not treated	FB-orf7b_stable_2404
PXD033452-Sample-139	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf7b_stable_2404_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_2404_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_2404_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	not treated	FB-orf7b_stable_2404
PXD033452-Sample-140	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf7b_stable_2404_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_2404_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_2404_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	not treated	FB-orf7b_stable_2404
PXD033452-Sample-141	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf7b_stable_PIC_1106_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_PIC_1106_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_PIC_1106_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	poly(I:C)	FB-orf7b_stable_PIC_1106
PXD033452-Sample-142	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf7b_stable_PIC_1106_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_PIC_1106_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_PIC_1106_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	poly(I:C)	FB-orf7b_stable_PIC_1106
PXD033452-Sample-143	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf7b_stable_PIC_1106_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf7b_stable_PIC_1106_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf7b_stable_PIC_1106_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF7b	FB	stable	poly(I:C)	FB-orf7b_stable_PIC_1106
PXD033452-Sample-144	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf8_stable_0305_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_0305_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_0305_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	not treated	FB-orf8_stable_0305
PXD033452-Sample-145	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf8_stable_0305_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_0305_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_0305_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	not treated	FB-orf8_stable_0305
PXD033452-Sample-146	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf8_stable_0305_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_0305_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_0305_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	not treated	FB-orf8_stable_0305
PXD033452-Sample-147	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf8_stable_PIC_1306_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_PIC_1306_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_PIC_1306_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	poly(I:C)	FB-orf8_stable_PIC_1306
PXD033452-Sample-148	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf8_stable_PIC_1306_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_PIC_1306_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_PIC_1306_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	poly(I:C)	FB-orf8_stable_PIC_1306
PXD033452-Sample-149	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf8_stable_PIC_1306_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf8_stable_PIC_1306_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf8_stable_PIC_1306_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF8	FB	stable	poly(I:C)	FB-orf8_stable_PIC_1306
PXD033452-Sample-150	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf9b_stable_0305_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_0305_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_0305_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	not treated	FB-orf9b_stable_0305
PXD033452-Sample-151	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf9b_stable_0305_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_0305_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_0305_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	not treated	FB-orf9b_stable_0305
PXD033452-Sample-152	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf9b_stable_0305_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_0305_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_0305_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	not treated	FB-orf9b_stable_0305
PXD033452-Sample-153	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf9b_stable_PIC_2205_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_PIC_2205_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_PIC_2205_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	poly(I:C)	FB-orf9b_stable_PIC_2205
PXD033452-Sample-154	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf9b_stable_PIC_2205_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_PIC_2205_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_PIC_2205_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	poly(I:C)	FB-orf9b_stable_PIC_2205
PXD033452-Sample-155	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf9b_stable_PIC_2205_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9b_stable_PIC_2205_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9b_stable_PIC_2205_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9b	FB	stable	poly(I:C)	FB-orf9b_stable_PIC_2205
PXD033452-Sample-156	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf9c_stable_PIC_0307_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_stable_PIC_0307_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_stable_PIC_0307_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	stable	poly(I:C)	FB-orf9c_stable_PIC_0307
PXD033452-Sample-157	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf9c_stable_PIC_0307_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_stable_PIC_0307_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_stable_PIC_0307_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	stable	poly(I:C)	FB-orf9c_stable_PIC_0307
PXD033452-Sample-158	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf9c_stable_PIC_0307_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_stable_PIC_0307_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_stable_PIC_0307_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	stable	poly(I:C)	FB-orf9c_stable_PIC_0307
PXD033452-Sample-159	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	FB-orf9c_transient_0406_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_transient_0406_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_transient_0406_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	transient	not treated	FB-orf9c_transient_0406
PXD033452-Sample-160	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	FB-orf9c_transient_0406_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_transient_0406_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_transient_0406_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	transient	not treated	FB-orf9c_transient_0406
PXD033452-Sample-161	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	FB-orf9c_transient_0406_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	FB-orf9c_transient_0406_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/FB-orf9c_transient_0406_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	ORF9c	FB	transient	not treated	FB-orf9c_transient_0406
PXD033452-Sample-162	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	1	cell	not available	affinity purification	M-BF_stable_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	M-BF_stable_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/M-BF_stable_A.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	M	BF	stable	not treated	M-BF_stable
PXD033452-Sample-163	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	2	cell	not available	affinity purification	M-BF_stable_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	M-BF_stable_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/M-BF_stable_B.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	M	BF	stable	not treated	M-BF_stable
PXD033452-Sample-164	Homo sapiens	cell culture	Flp-In T-REx HEK293	epithelial cell	3	cell	not available	affinity purification	M-BF_stable_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	M-BF_stable_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PXD033452/M-BF_stable_C.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	M	BF	stable	not treated	M-BF_stable
