source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
KAT6_1_D	drosophila melanogaster	Cell culture	not applicable	not available	1	KAT6_1_D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	KAT6_1_D.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/KAT6_1_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAT10_2_C	drosophila melanogaster	Cell culture	not applicable	not available	1	NAT10_2_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAT10_2_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAT10_2_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAA60_3_B	drosophila melanogaster	Cell culture	not applicable	not available	1	NAA60_3_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAA60_3_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAA60_3_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
RPD3_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	RPD3_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	RPD3_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/RPD3_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAA60_1_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAA60_1_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAA60_1_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAA60_1_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
KAT6_2_D	drosophila melanogaster	Cell culture	not applicable	not available	1	KAT6_2_D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	KAT6_2_D.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/KAT6_2_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
HDAC3_1_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	HDAC3_1_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	HDAC3_1_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/HDAC3_1_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ECO_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	ECO_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ECO_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ECO_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
MOF_1_3_A	drosophila melanogaster	Cell culture	not applicable	not available	1	MOF_1_3_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	MOF_1_3_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/MOF_1_3_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
SIRT4_1_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	SIRT4_1_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	SIRT4_1_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/SIRT4_1_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
TAF_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	TAF_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	TAF_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/TAF_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG5783_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	CG5783_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG5783_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG5783_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG14222_1_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	CG14222_1_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG14222_1_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG14222_1_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ECO_2_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	ECO_2_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ECO_2_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ECO_2_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ctr_GFP_1_3_A	drosophila melanogaster	Cell culture	not applicable	not available	1	ctr_GFP_1_3_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ctr_GFP_1_3_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ctr_GFP_1_3_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
TAF_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	TAF_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	TAF_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/TAF_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
HDAC3_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	HDAC3_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	HDAC3_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/HDAC3_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
HAT1_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	HAT1_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	HAT1_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/HAT1_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
GCN5_2_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	GCN5_2_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	GCN5_2_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/GCN5_2_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG14222_1_C	drosophila melanogaster	Cell culture	not applicable	not available	1	CG14222_1_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG14222_1_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG14222_1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
SIRT6_1_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	SIRT6_1_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	SIRT6_1_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/SIRT6_1_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ctr_noRNA_B	drosophila melanogaster	Cell culture	not applicable	not available	1	ctr_noRNA_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ctr_noRNA_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ctr_noRNA_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CBP_2_4_C	drosophila melanogaster	Cell culture	not applicable	not available	1	CBP_2_4_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CBP_2_4_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CBP_2_4_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAA30_1_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAA30_1_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAA30_1_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAA30_1_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAT10_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	NAT10_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAT10_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAT10_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAT9_1_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAT9_1_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAT9_1_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAT9_1_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
SIR2_2_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	SIR2_2_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	SIR2_2_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/SIR2_2_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
MGEA5_1_1_C	drosophila melanogaster	Cell culture	not applicable	not available	1	MGEA5_1_1_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	MGEA5_1_1_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/MGEA5_1_1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
HAT1_2_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	HAT1_2_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	HAT1_2_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/HAT1_2_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
HAT1_1_C	drosophila melanogaster	Cell culture	not applicable	not available	1	HAT1_1_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	HAT1_1_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/HAT1_1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ctr_GFP_1_2_D	drosophila melanogaster	Cell culture	not applicable	not available	1	ctr_GFP_1_2_D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ctr_GFP_1_2_D.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ctr_GFP_1_2_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG5783_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	CG5783_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG5783_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG5783_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAT6_1_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAT6_1_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAT6_1_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAT6_1_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ELP3_2_C	drosophila melanogaster	Cell culture	not applicable	not available	1	ELP3_2_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ELP3_2_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ELP3_2_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG14222_2_C	drosophila melanogaster	Cell culture	not applicable	not available	1	CG14222_2_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG14222_2_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG14222_2_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
CG12560_1_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	CG12560_1_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	CG12560_1_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/CG12560_1_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAA30_1_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAA30_1_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAA30_1_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAA30_1_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ctr_GST_1_1_C	drosophila melanogaster	Cell culture	not applicable	not available	1	ctr_GST_1_1_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	ctr_GST_1_1_C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/ctr_GST_1_1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAT10_1_B	drosophila melanogaster	Cell culture	not applicable	not available	1	NAT10_1_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAT10_1_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAT10_1_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
SIRT4_2_B	drosophila melanogaster	Cell culture	not applicable	not available	1	SIRT4_2_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	SIRT4_2_B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/SIRT4_2_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
GCN5_1_A	drosophila melanogaster	Cell culture	not applicable	not available	1	GCN5_1_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	GCN5_1_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/GCN5_1_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NAA60_2_2_A	drosophila melanogaster	Cell culture	not applicable	not available	1	NAA60_2_2_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	1	1	NAA60_2_2_A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001394/NAA60_2_2_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
