source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[carbon source]	characteristics[proteomics assay]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon source]	factor value[sampling time]
ethanol-S12-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	102 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_12_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-4	proteomic profiling by mass spectrometry	1	170904_12_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	102 minute
ethanol-S1-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	14 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_14_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-1	proteomic profiling by mass spectrometry	1	170904_14_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	14 minute
ethanol-S4-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	20 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_16_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-2	proteomic profiling by mass spectrometry	1	170904_16_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	20 minute
ethanol-S17-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	142 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_18_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-8	proteomic profiling by mass spectrometry	1	170904_18_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	142 minute
ethanol-S16-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	142 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_20_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-8	proteomic profiling by mass spectrometry	1	170904_20_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	142 minute
ethanol-S15-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	132 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_22_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-7	proteomic profiling by mass spectrometry	1	170904_22_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	132 minute
ethanol-S21-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	162 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_24_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-10	proteomic profiling by mass spectrometry	1	170904_24_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	162 minute
ethanol-S3-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	14 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_26_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-1	proteomic profiling by mass spectrometry	1	170904_26_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	14 minute
ethanol-S6-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	20 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_28_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-2	proteomic profiling by mass spectrometry	1	170904_28_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	20 minute
ethanol-S19-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	162 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_30_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-10	proteomic profiling by mass spectrometry	1	170904_30_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	162 minute
ethanol-S9-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	92 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_32_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-3	proteomic profiling by mass spectrometry	1	170904_32_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	92 minute
ethanol-S5-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	20 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_34_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-2	proteomic profiling by mass spectrometry	1	170904_34_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	20 minute
ethanol-S11-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	102 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_36_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-4	proteomic profiling by mass spectrometry	1	170904_36_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	102 minute
ethanol-S18-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	142 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_38_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-8	proteomic profiling by mass spectrometry	1	170904_38_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	142 minute
ethanol-S10-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	102 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_40_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-4	proteomic profiling by mass spectrometry	1	170904_40_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	102 minute
ethanol-S2-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	14 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_42_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-1	proteomic profiling by mass spectrometry	1	170904_42_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	14 minute
ethanol-S20-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	162 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_44_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-10	proteomic profiling by mass spectrometry	1	170904_44_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	162 minute
