source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
m15615_pro_TMT4_F4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15615_pro_TMT4_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	4	1	m15615_pro_TMT4_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15615_pro_TMT4_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15640_pro_TMT8_F3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15640_pro_TMT8_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	m15640_pro_TMT8_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15640_pro_TMT8_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15502_pro_TMT13_F11	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15502_pro_TMT13_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	m15502_pro_TMT13_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15502_pro_TMT13_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
a11669_phosMSA_TMT17	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	a11669_phosMSA_TMT17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	a11669_phosMSA_TMT17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/a11669_phosMSA_TMT17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15432_pro_TMT3_F6	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15432_pro_TMT3_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	6	1	m15432_pro_TMT3_F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15432_pro_TMT3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15567_pro_TMT23_F11	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15567_pro_TMT23_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	m15567_pro_TMT23_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15567_pro_TMT23_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15775_pro_TMT28_F8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15775_pro_TMT28_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	m15775_pro_TMT28_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15775_pro_TMT28_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15587_pro_TMT27_F5	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15587_pro_TMT27_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	5	1	m15587_pro_TMT27_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15587_pro_TMT27_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15616_pro_TMT4_F5	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15616_pro_TMT4_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	5	1	m15616_pro_TMT4_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15616_pro_TMT4_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15580_pro_TMT25_F11	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15580_pro_TMT25_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	m15580_pro_TMT25_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15580_pro_TMT25_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15725_pro_TMT20_F10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15725_pro_TMT20_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	m15725_pro_TMT20_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15725_pro_TMT20_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15727_pro_TMT20_F12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15727_pro_TMT20_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	m15727_pro_TMT20_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15727_pro_TMT20_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15647_pro_TMT8_F10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15647_pro_TMT8_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	m15647_pro_TMT8_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15647_pro_TMT8_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15758_pro_TMT26_F4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15758_pro_TMT26_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	4	1	m15758_pro_TMT26_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15758_pro_TMT26_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15488_pro_TMT11_F10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15488_pro_TMT11_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	m15488_pro_TMT11_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15488_pro_TMT11_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15744_pro_TMT24_F3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15744_pro_TMT24_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	m15744_pro_TMT24_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15744_pro_TMT24_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15631_pro_TMT6_F7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15631_pro_TMT6_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	7	1	m15631_pro_TMT6_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15631_pro_TMT6_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15593_pro_TMT27_F11	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15593_pro_TMT27_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	m15593_pro_TMT27_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15593_pro_TMT27_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15684_pro_TMT14_F8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15684_pro_TMT14_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	m15684_pro_TMT14_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15684_pro_TMT14_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15622_pro_TMT4_F11	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15622_pro_TMT4_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	m15622_pro_TMT4_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15622_pro_TMT4_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15628_pro_TMT6_F4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15628_pro_TMT6_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	4	1	m15628_pro_TMT6_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15628_pro_TMT6_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15425_pro_TMT1_F12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15425_pro_TMT1_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	m15425_pro_TMT1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15425_pro_TMT1_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15751_pro_TMT24_F10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15751_pro_TMT24_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	m15751_pro_TMT24_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15751_pro_TMT24_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15520_pro_TMT17_F3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15520_pro_TMT17_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	m15520_pro_TMT17_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15520_pro_TMT17_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15474_pro_TMT9_F9	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15474_pro_TMT9_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	9	1	m15474_pro_TMT9_F9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15474_pro_TMT9_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
m15477_pro_TMT9_F12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	m15477_pro_TMT9_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	m15477_pro_TMT9_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/m15477_pro_TMT9_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
a08604_phos_TMT16	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	a08604_phos_TMT16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.9 Da	0.9 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	a08604_phos_TMT16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD015575/a08604_phos_TMT16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
