source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[sampling time]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]	factor value[treatment]	factor value[sampling time]
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	3543_BA1_041565_S00_U1_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	3543_BB1_041565_S00_U2_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	3543_BC1_041565_S00_U3_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	3543_BD1_041565_S00_U4_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	5	1	3543_BE1_041565_S00_U5_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	6	1	3543_BF1_041565_S00_U6_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	7	1	3543_BG1_041565_S00_U7_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	8	1	3543_BH1_041565_S00_U8_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	9	1	3543_BH2_041565_S00_U9_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	10	1	3543_BG2_041565_S00_U10_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	11	1	3543_BF2_041565_S00_U11_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	12	1	3543_BE2_041565_S00_U12_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	13	1	3543_BD2_041565_S00_U13_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	14	1	3543_BC2_041565_S00_U14_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	15	1	3543_BB2_041565_S00_U15_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	16	1	3543_BA2_041565_S00_U16_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	17	1	3543_BA3_041565_S00_U17_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	18	1	3543_BB3_041565_S00_U18_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	19	1	3543_BC3_041565_S00_U19_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	20	1	3543_BD3_041565_S00_U20_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	21	1	3543_BE3_041565_S00_U21_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	22	1	3543_BF3_041565_S00_U22_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	23	1	3543_BG3_041565_S00_U23_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	24	1	3543_BH3_041565_S00_U24_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	25	1	3543_BH4_041565_S00_U25_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	26	1	3543_BG4_041565_S00_U26_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	27	1	3543_BF4_041565_S00_U27_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	28	1	3543_BE4_041565_S00_U28_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
seed_cycloheximide_16hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	cycloheximide	16 hour	1	run_125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	29	1	3543_BD4_041565_S00_U29_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=cycloheximide;AC=CHEBI:27641	16 hour
