source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[treatment]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
hypothalamus_light_fast_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	5	run_34	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_5lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	6	run_35	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_6lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	6	run_36	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_6lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fed_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	1	run_37	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_1lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	1	run_38	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_1lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	2	run_39	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_2lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	2	run_40	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_2lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	3	run_41	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_3lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	3	run_42	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_3lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	4	run_43	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_4lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	4	run_44	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_4lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	5	run_45	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_5lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	5	run_46	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_5lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	6	run_47	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_6lightfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fed_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fed	tissue	6	run_48	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_6lightfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_pool	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	not applicable	tissue	pooled	run_49	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_MasterMix_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not applicable
hypothalamus_pool	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	not applicable	tissue	pooled	run_50	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_MasterMix_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not applicable
hypothalamus_pool	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	not applicable	tissue	pooled	run_51	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	3	141113_MasterMix_C.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not applicable
