source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
D15.pride	D15.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D15.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D15.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D16.pride	D16.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D16.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D16.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D17.pride	D17.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D17.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D17.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D18.pride	D18.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D18.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D18.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D19.pride	D19.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D19.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D19.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D2.pride	D2.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D2.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D2.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D20.pride	D20.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D20.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D20.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D21.pride	D21.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D21.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D21.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D22	D22	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D22.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D22.pride	D22.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D22.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D22.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D23.pride	D23.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D23.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D23.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D24.pride	D24.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D24.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D24.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D25.pride	D25.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D25.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D25.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D26	D26	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D26.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D26.pride	D26.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D26.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D26.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D27	D27	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D27.pride	D27.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D27.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D27.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D28.pride	D28.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D28.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D28.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D29.pride	D29.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D29.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D29.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D3.pride	D3.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D3.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D3.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D30.pride	D30.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D30.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D30.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D31.pride	D31.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D31.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D31.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D32.pride	D32.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D32.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D32.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D33.pride	D33.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D33.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D33.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D34.pride	D34.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D34.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D34.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D35	D35	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D35	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D35.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D35.pride	D35.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D35.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D35.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D36	D36	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D36	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D36.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D36.pride	D36.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D36.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D36.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D37.pride	D37.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D37.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D37.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D38.pride	D38.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D38.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D38.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D39.pride	D39.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D39.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D39.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D4.pride	D4.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D4.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D4.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D40.pride	D40.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D40.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D40.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D41.pride	D41.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D41.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D41.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D42.pride	D42.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D42.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D42.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D43.pride	D43.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D43.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D43.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
D44.pride	D44.pride	Wastewater metagenome	activated sludge	not applicable	not available	Systems_Biology_of_Lipid_Accumulating_Organisms	activated sludge	activated sludge	not available	not available	not available	not available	activated sludge microbiome	1	D44.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	D44.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	activated sludge
