source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
100910_michael_W_Baeto_phospho_TiO_MCF7_frac13	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	100910_michael_W_Baeto_phospho_TiO_MCF7_frac13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	13	1	100910_michael_W_Baeto_phospho_TiO_MCF7_frac13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/100910_michael_W_Baeto_phospho_TiO_MCF7_frac13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120326_MWMB_P11	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120326_MWMB_P11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120326_MWMB_P11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120326_MWMB_P11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
100910_michael_W_Baeto_phospho_TiO_MCF7_frac03	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	100910_michael_W_Baeto_phospho_TiO_MCF7_frac03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	3	1	100910_michael_W_Baeto_phospho_TiO_MCF7_frac03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/100910_michael_W_Baeto_phospho_TiO_MCF7_frac03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120328_MWMB_S2_2	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	2	120328_MWMB_S2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120328_MWMB_S2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120328_MWMB_S2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac1	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	200910_michael_W_Beato_phospho_FT_frac1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120326_MWMB_P1	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120326_MWMB_P1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120326_MWMB_P1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120326_MWMB_P1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120323_MWMB_S5	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120323_MWMB_S5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120323_MWMB_S5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120323_MWMB_S5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac6	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	6	1	200910_michael_W_Beato_phospho_FT_frac6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac8	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	8	1	200910_michael_W_Beato_phospho_FT_frac8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac15	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	15	1	200910_michael_W_Beato_phospho_FT_frac15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120328_MWMB_S2	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120328_MWMB_S2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120328_MWMB_S2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120328_MWMB_S2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120323_MWMB_S12	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120323_MWMB_S12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120323_MWMB_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120323_MWMB_S12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120328_MWMB_S9	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120328_MWMB_S9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120328_MWMB_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120328_MWMB_S9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac16	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	16	1	200910_michael_W_Beato_phospho_FT_frac16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
061010_Michael_Beato_P2_reinj	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	061010_Michael_Beato_P2_reinj	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	061010_Michael_Beato_P2_reinj.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/061010_Michael_Beato_P2_reinj.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120323_MWMB_S1	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120323_MWMB_S1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120323_MWMB_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120323_MWMB_S1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120328_MWMB_S14	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120328_MWMB_S14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120328_MWMB_S14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120328_MWMB_S14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
170910_michael_W_Beato_phospho_TiO_MCF7_frac10	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	170910_michael_W_Beato_phospho_TiO_MCF7_frac10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	10	1	170910_michael_W_Beato_phospho_TiO_MCF7_frac10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/170910_michael_W_Beato_phospho_TiO_MCF7_frac10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac7	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	7	1	200910_michael_W_Beato_phospho_FT_frac7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
280910_Michael_Beato_P4	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	280910_Michael_Beato_P4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	280910_Michael_Beato_P4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/280910_Michael_Beato_P4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
170910_michael_W_Beato_phospho_TiO_MCF7_frac01A	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	170910_michael_W_Beato_phospho_TiO_MCF7_frac01A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	170910_michael_W_Beato_phospho_TiO_MCF7_frac01A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/170910_michael_W_Beato_phospho_TiO_MCF7_frac01A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
280910_Michael_Beato_P13-14	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	14	280910_Michael_Beato_P13-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	280910_Michael_Beato_P13-14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/280910_Michael_Beato_P13-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac3	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	3	1	200910_michael_W_Beato_phospho_FT_frac3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
200910_michael_W_Beato_phospho_FT_frac2c	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	200910_michael_W_Beato_phospho_FT_frac2c	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	200910_michael_W_Beato_phospho_FT_frac2c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/200910_michael_W_Beato_phospho_FT_frac2c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
120323_MWMB_S11	homo sapiens	Breast cancer cell	MCF-7 cell	not available	enrichment of phosphorylated protein	MCF-7	CVCL_0031	MCF-7	1	120323_MWMB_S11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	strong cation-exchange chromatography (scx)	1	1	120323_MWMB_S11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD000275/120323_MWMB_S11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	Breast cancer cell
