source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
041917_MADvsRtt107mad_B_H8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	041917_MADvsRtt107mad_B_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041917_MADvsRtt107mad_B_H8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041917_MADvsRtt107mad_B_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_B_H12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_B_H12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_B_H12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_B_H12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
052216_MMS_DDC1vsDNA2aad_1_H3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	052216_MMS_DDC1vsDNA2aad_1_H3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	052216_MMS_DDC1vsDNA2aad_1_H3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/052216_MMS_DDC1vsDNA2aad_1_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
011316_MMS_DDC1FLvsDNA2aad_HILIC_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	011316_MMS_DDC1FLvsDNA2aad_HILIC_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	011316_MMS_DDC1FLvsDNA2aad_HILIC_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/011316_MMS_DDC1FLvsDNA2aad_HILIC_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
101317_dna2AAvsddc1_A_H7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	101317_dna2AAvsddc1_A_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	101317_dna2AAvsddc1_A_H7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/101317_dna2AAvsddc1_A_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
052417_Petrini_exp1_A_H12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	052417_Petrini_exp1_A_H12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	052417_Petrini_exp1_A_H12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/052417_Petrini_exp1_A_H12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
092816_DNA2AAvsddc1_H6	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	092816_DNA2AAvsddc1_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	092816_DNA2AAvsddc1_H6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/092816_DNA2AAvsddc1_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
102017_G1vsG14nQO_A_H9_171028205641	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	102017_G1vsG14nQO_A_H9_171028205641	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	102017_G1vsG14nQO_A_H9_171028205641.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/102017_G1vsG14nQO_A_H9_171028205641.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
102017_G1vsG14nQO_A_H5_171028161616	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	102017_G1vsG14nQO_A_H5_171028161616	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	102017_G1vsG14nQO_A_H5_171028161616.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/102017_G1vsG14nQO_A_H5_171028161616.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
102017_G1vsG14nQO_A_H4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	102017_G1vsG14nQO_A_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	102017_G1vsG14nQO_A_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/102017_G1vsG14nQO_A_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
032918_SvsG14NQO_A_H10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	032918_SvsG14NQO_A_H10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	032918_SvsG14NQO_A_H10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/032918_SvsG14NQO_A_H10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
050817_MADvsRtt107MAD_A_H8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	050817_MADvsRtt107MAD_A_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	050817_MADvsRtt107MAD_A_H8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/050817_MADvsRtt107MAD_A_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
011317_DNA2AAvsddc1_1_3pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	011317_DNA2AAvsddc1_1_3pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	011317_DNA2AAvsddc1_1_3pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/011317_DNA2AAvsddc1_1_3pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021318_cdc6_2ndG1vsRelease_4pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021318_cdc6_2ndG1vsRelease_4pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021318_cdc6_2ndG1vsRelease_4pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021318_cdc6_2ndG1vsRelease_4pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121415_G2M_DNA2aadvsDDC1FL_HILIC_1	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121415_G2M_DNA2aadvsDDC1FL_HILIC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
052417_Petrini_exp1_B_3pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	052417_Petrini_exp1_B_3pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	052417_Petrini_exp1_B_3pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/052417_Petrini_exp1_B_3pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
062815_G2M_ddc1DNA2AAvs164_3pct_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	062815_G2M_ddc1DNA2AAvs164_3pct_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062815_G2M_ddc1DNA2AAvs164_3pct_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062815_G2M_ddc1DNA2AAvs164_3pct_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
092816_rif1vsWT_H5_161003144800	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	092816_rif1vsWT_H5_161003144800	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	092816_rif1vsWT_H5_161003144800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/092816_rif1vsWT_H5_161003144800.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121415_G2M_DNA2aadvsDDC1FL_HILIC_9	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	9	121415_G2M_DNA2aadvsDDC1FL_HILIC_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121415_G2M_DNA2aadvsDDC1FL_HILIC_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
041318_G1vsG14NQO_H10	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	041318_G1vsG14NQO_H10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041318_G1vsG14NQO_H10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041318_G1vsG14NQO_H10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
040315_G1_rnh2vsrnh12_6pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	040315_G1_rnh2vsrnh12_6pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	040315_G1_rnh2vsrnh12_6pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/040315_G1_rnh2vsrnh12_6pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
060116_RIF1vsrif1_H6	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	060116_RIF1vsrif1_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	060116_RIF1vsrif1_H6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/060116_RIF1vsrif1_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
