source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Orbi_1037_03f	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_03f	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_03f.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_03f.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_02b	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_02b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_02b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_02b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_02d	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_02d	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_02d.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_02d.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_03a	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_03a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_03a.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_03a.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_02b	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_02b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_02b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_02b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_04a	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_04a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_04a.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_04a.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1003_08	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	8	Orbi_1003_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1003_08.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1003_08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_02c	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_02c	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_02c.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_02c.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_01e	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_01e	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_01e.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_01e.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_0999_01	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_0999_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_0999_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_0999_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1003_02	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	2	Orbi_1003_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1003_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1003_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi1_0908_03	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	3	Orbi1_0908_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi1_0908_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi1_0908_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_01b	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_01b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_01b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_01b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_04c	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_04c	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_04c.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_04c.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1003_05	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	5	Orbi_1003_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1003_05.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1003_05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_01f	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_01f	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_01f.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_01f.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_01c	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_01c	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_01c.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_01c.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_02a	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_02a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_02a.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_02a.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_01a	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_01a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_01a.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_01a.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_04b	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_04b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_04b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_04b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_04b	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_04b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_04b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_04b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi1_0908_02	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	2	Orbi1_0908_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi1_0908_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi1_0908_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_04c	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_04c	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_04c.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_04c.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi1_0908_05	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	5	Orbi1_0908_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi1_0908_05.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi1_0908_05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_0999_04	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	4	Orbi_0999_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_0999_04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_0999_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_02d	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_02d	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_02d.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_02d.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_03d	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_03d	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_03d.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_03d.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1003_04	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	4	Orbi_1003_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1003_04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1003_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_0999_02	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	2	Orbi_0999_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_0999_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_0999_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_04f	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_04f	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_04f.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_04f.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_04e	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_04e	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_04e.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_04e.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_01f	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_01f	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_01f.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_01f.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1004_02f	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1004_02f	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1004_02f.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1004_02f.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_0999_03	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	3	Orbi_0999_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_0999_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_0999_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi_1037_04d	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	1	Orbi_1037_04d	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi_1037_04d.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi_1037_04d.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
Orbi1_0908_04	homo sapiens	not available	Jurkat cell	not available	enrichment of phosphorylated protein	Jurkat	CVCL_0065	Jurkat	4	Orbi1_0908_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Orbi1_0908_04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD002055/Orbi1_0908_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation
