source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
110314_ntsi2	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	110314_ntsi2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	110314_ntsi2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/110314_ntsi2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C6_130803195219	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C6_130803195219	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C6_130803195219.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C6_130803195219.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C5_130803184450	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C5_130803184450	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C5_130803184450.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C5_130803184450.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C15_130806085658	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C15_130806085658	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C15_130806085658.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C15_130806085658.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
110314_FIHsi3_140311225519	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	110314_FIHsi3_140311225519	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	110314_FIHsi3_140311225519.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/110314_FIHsi3_140311225519.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C8_130804015317	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C8_130804015317	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C8_130804015317.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C8_130804015317.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C4	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C3	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
110314_ntsi1	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	110314_ntsi1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	110314_ntsi1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/110314_ntsi1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C2	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
110314_ntsi2_140312045614	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	110314_ntsi2_140312045614	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	110314_ntsi2_140312045614.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/110314_ntsi2_140312045614.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C1	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C9_130804030048	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C9_130804030048	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C9_130804030048.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C9_130804030048.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C5	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C2_130803115948	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C2_130803115948	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C2_130803115948.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C2_130803115948.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
2907_BT_C9_130805224913	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	2907_BT_C9_130805224913	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2907_BT_C9_130805224913.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/2907_BT_C9_130805224913.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
110314_FIHsi1	homo sapiens	kidney	HEK293	not available	HEK293	CVCL_0045	HEK293	1	110314_FIHsi1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	110314_FIHsi1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002103/110314_FIHsi1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	kidney
