source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[fractionation method]
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	12	3	MTB_CID_A12_7_5K.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	12	4	MTB_CID_B12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	12	5	MTB_CID_B12_091023110032.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	13	1	MTBCF13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	14	1	MTBCF14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	15	1	MTBCF15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	15	2	MTBCF15b.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	16	1	MTBCF16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	17	1	MTBCF17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	18	1	MTBCF18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	19	1	MTBCF19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	20	1	MTBCF20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	21	1	MTBCF21.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	22	1	MTBCF22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	24	1	MTBCF24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	25	1	MTBCF25.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	26	1	MTBCF26_091120191620.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	27	1	MTBCF27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	28	1	MTBCF28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	29	1	MTBCF29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	30	1	MTBCF30.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	31	1	MTBCF31.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	32	1	MTBCF32.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	34	1	MTBCF34.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	35	1	MTBCF35.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	36	1	MTBCF36.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	3337	1	MTBCF3337.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	in-gel SDS-PAGE
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	1	5	MTB_SCX_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	2	5	MTB_SCX_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	3	4	MTB_SCX_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	4	5	MTB_SCX_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	5	4	MTB_SCX_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	6	4	MTB_SCX_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	7	4	MTB_SCX_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	8	4	MTB_SCX_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	9	4	MTB_SCX_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	10	3	MTB_SCX_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	11	5	MTB_SCX_11_100204001119.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	12	6	MTB_SCX_12_100204013530.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
