source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[individual]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling time]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Subject12_Stool_2161	Homo sapiens	feces	not applicable	1	normal	12	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2161	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2161.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject12_Stool_2162	Homo sapiens	feces	not applicable	1	normal	12	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2162	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2162.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject12_Stool_2163	Homo sapiens	feces	not applicable	1	normal	12	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2163	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2163.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject11_Stool_2164	Homo sapiens	feces	not applicable	1	normal	11	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2164	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2164.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject11_Stool_2165	Homo sapiens	feces	not applicable	1	normal	11	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2165	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2165.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject11_Stool_2166	Homo sapiens	feces	not applicable	1	normal	11	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2166	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2166.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject11_Stool_2167	Homo sapiens	feces	not applicable	1	normal	11	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2167	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2167.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject11_Stool_2168	Homo sapiens	feces	not applicable	1	normal	11	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2168	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2168.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2169	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2169	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2169.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2170	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2170	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2170.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2171	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2171	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2171.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2172	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2172	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2172.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2173	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2173	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2173.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2174	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2174	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2174.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2175	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2175	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2175.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject14_Stool_2176	Homo sapiens	feces	not applicable	1	normal	14	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2176	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2176.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject15_Stool_2177	Homo sapiens	feces	not applicable	1	normal	15	adult	not available	not available	not available	not available	20211017_EXPL0_PeTr_SA_T760_2177	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20211017_EXPL0_PeTr_SA_T760_2177.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject15_Stool_2179	Homo sapiens	feces	not applicable	1	normal	15	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2179	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2179.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject15_Stool_2180	Homo sapiens	feces	not applicable	1	normal	15	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2180	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2180.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject15_Stool_2181	Homo sapiens	feces	not applicable	1	normal	15	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2181	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2181.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2195	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2195	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2195.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2196	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2196	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2196.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2197	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2197	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2197.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2198	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2198	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2198.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2199	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2199	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2199.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject13_Stool_2200	Homo sapiens	feces	not applicable	1	normal	13	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2200	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2200.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
Subject1_Stool_2475	Homo sapiens	feces	not applicable	1	normal	1	adult	not available	not available	not available	not available	20220301_EXPL0_PeTr_SA_T760_2475	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20220301_EXPL0_PeTr_SA_T760_2475.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	feces
