source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]
PXD001641-Sample-22	Mus musculus	extensor digitorum longus	normal	type IIb muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_fib_0719_18E	1	not pooled	12	run 22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20130719_EXQ6_MaMu_SA_fib_0719_18E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIb muscle cell
PXD001641-Sample-23	Mus musculus	extensor digitorum longus	normal	fast muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_fib_0719_19E	1	not pooled	2	run 23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20130719_EXQ6_MaMu_SA_fib_0719_19E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	fast muscle cell
PXD001641-Sample-24	Mus musculus	soleus muscle	normal	type I muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_fib_0719_S1	1	not pooled	7	run 24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20130719_EXQ6_MaMu_SA_fib_0719_S1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type I muscle cell
PXD001641-Sample-25	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011E26	1	not pooled	1	run 25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011E26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-26	Mus musculus	extensor digitorum longus	normal	fast muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011E27	1	not pooled	3	run 26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011E27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	fast muscle cell
PXD001641-Sample-27	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011E8a	1	not pooled	2	run 27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011E8a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-28	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011E8b	1	not pooled	3	run 28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011E8b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-29	Mus musculus	soleus muscle	normal	type I muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011Sol17	1	not pooled	8	run 29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011Sol17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type I muscle cell
PXD001641-Sample-30	Mus musculus	soleus muscle	normal	type I muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011Sol2	1	not pooled	9	run 30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011Sol2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type I muscle cell
PXD001641-Sample-31	Mus musculus	soleus muscle	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011Sol3	1	not pooled	4	run 31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011Sol3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-32	Mus musculus	soleus muscle	normal	intermediate muscle cell	cell	single cell	adult	male	CD1	manual picking	Fib_1011Sol4	1	not pooled	3	run 32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131011_EXQ1_MaMu_Fib_1011Sol4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	intermediate muscle cell
PXD001641-Sample-33	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_Fib_1128_E10	1	not pooled	5	run 33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131129_EXQ1_MaMu_SA_Fib_1128_E10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-34	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_Fib_1128_E21	1	not pooled	6	run 34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131129_EXQ1_MaMu_SA_Fib_1128_E21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-35	Mus musculus	soleus muscle	normal	type I muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_Fib_1128_S21	1	not pooled	10	run 35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131129_EXQ1_MaMu_SA_Fib_1128_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type I muscle cell
PXD001641-Sample-36	Mus musculus	soleus muscle	normal	type IIa muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_Fib_1128_S23	1	not pooled	2	run 36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131129_EXQ1_MaMu_SA_Fib_1128_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIa muscle cell
PXD001641-Sample-36	Mus musculus	soleus muscle	normal	type IIa muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_Fib_1128_S23	1	not pooled	2	run 37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	2	20131129_EXQ1_MaMu_SA_Fib_1128_S23_131202075319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIa muscle cell
PXD001641-Sample-37	Mus musculus	extensor digitorum longus	normal	type IIb muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E111	1	not pooled	13	run 38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIb muscle cell
PXD001641-Sample-38	Mus musculus	extensor digitorum longus	normal	type IIb muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E112	1	not pooled	14	run 39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIb muscle cell
PXD001641-Sample-39	Mus musculus	extensor digitorum longus	normal	fast muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E71	1	not pooled	4	run 40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	fast muscle cell
PXD001641-Sample-40	Mus musculus	extensor digitorum longus	normal	fast muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E72	1	not pooled	5	run 41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	fast muscle cell
PXD001641-Sample-41	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E91	1	not pooled	7	run 42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
PXD001641-Sample-42	Mus musculus	extensor digitorum longus	normal	type IIx muscle cell	cell	single cell	adult	male	CD1	manual picking	SA_1211E92	1	not pooled	8	run 43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	1	1	20131219_EXQ3_MaMu_SA_1211E92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	type IIx muscle cell
