source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[fractionation method]
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	1	run_32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	off-gel electrophoresis	10 ppm	20 ppm	24	1	HG001_AOFS_BR1_F24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	1	1	BR2_F1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	2	1	BR2_F2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	3	1	BR2_F3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	4	1	BR2_F4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	5	1	BR2_F5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	6	1	BR2_F6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	7	1	BR2_F7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	8	1	BR2_F8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	9	1	BR2_F9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	10	1	BR2_F10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	11	1	BR2_F11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	12	1	BR2_F12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	13	1	BR2_F13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	14	1	BR2_F14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	15	1	BR2_F15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	16	1	BR2_F16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	17	1	BR2_F17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	18	1	BR2_F18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	19	1	BR2_F19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	20	1	BR2_F20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	21	1	BR2_F21.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	22	1	BR2_F22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	23	1	BR2_F23.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	10 ppm	20 ppm	24	1	BR2_F24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	reversed-phase
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	1	2	Salt_Steps_2mM_AOFS_BR2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	2	2	Salt_Steps_10mM_AOFS_BR2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	3	2	Salt_Steps_20mM_AOFS_BR2_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	4	2	Salt_Steps_50mM_AOFS_BR2_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	5	2	Salt_Steps_100mM_AOFS_BR2_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	6	2	Salt_Steps_200mM_AOFS_BR2_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
saureus_hg001_reference	Staphylococcus aureus	not applicable	not applicable	normal	not available	not available	not available	HG001	cell	2	run_63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Strong cation-exchange chromatography (SCX)	10 ppm	20 ppm	7	2	Salt_Steps_500mM_AOFS_BR2_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX salt steps
