source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[treatment]	characteristics[strain]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
wevan_I171111_Run316_BXD83_CD_ET301	Mus musculus	Liver	normal	2	control diet	BXD83	wevan_I171111_Run316_BXD83_CD_ET301	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run316_BXD83_CD_ET301.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171111_Run317_BXD9_HF_ET370	Mus musculus	Liver	normal	3	high fat diet	BXD9	wevan_I171111_Run317_BXD9_HF_ET370	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run317_BXD9_HF_ET370.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171111_Run318_BXD40_CD_ET2040	Mus musculus	Liver	normal	7	control diet	BXD40	wevan_I171111_Run318_BXD40_CD_ET2040	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run318_BXD40_CD_ET2040.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171111_Run319_BXD27_HF_ET2434	Mus musculus	Liver	normal	2	high fat diet	BXD27	wevan_I171111_Run319_BXD27_HF_ET2434	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run319_BXD27_HF_ET2434.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171111_Run320_BXD87_CD_ET296	Mus musculus	Liver	normal	3	control diet	BXD87	wevan_I171111_Run320_BXD87_CD_ET296	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run320_BXD87_CD_ET296.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171111_Run321_D2B6F1_CD_ET1169	Mus musculus	Liver	normal	4	control diet	D2B6F1	wevan_I171111_Run321_D2B6F1_CD_ET1169	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run321_D2B6F1_CD_ET1169.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171111_Run322_B6D2F1_HF_ET1217	Mus musculus	Liver	normal	4	high fat diet	B6D2F1	wevan_I171111_Run322_B6D2F1_HF_ET1217	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run322_B6D2F1_HF_ET1217.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171111_Run323b_BXD73_HF_ET1506	Mus musculus	Liver	normal	7	high fat diet	BXD73	wevan_I171111_Run323b_BXD73_HF_ET1506	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171111_Run323b_BXD73_HF_ET1506.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run323_BXD34_CD_ET288	Mus musculus	Liver	normal	7	control diet	BXD34	wevan_I171115_Run323_BXD34_CD_ET288	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run323_BXD34_CD_ET288.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171115_Run323c_BXD73_HF_ET1506	Mus musculus	Liver	normal	8	high fat diet	BXD73	wevan_I171115_Run323c_BXD73_HF_ET1506	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run323c_BXD73_HF_ET1506.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run324_BXD95_HF_ET1275	Mus musculus	Liver	normal	2	high fat diet	BXD95	wevan_I171115_Run324_BXD95_HF_ET1275	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run324_BXD95_HF_ET1275.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run325_BXD60_HF_ET1065	Mus musculus	Liver	normal	1	high fat diet	BXD60	wevan_I171115_Run325_BXD60_HF_ET1065	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run325_BXD60_HF_ET1065.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run326_C57BL6J_HF_ET1883	Mus musculus	Liver	normal	5	high fat diet	C57BL6J	wevan_I171115_Run326_C57BL6J_HF_ET1883	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run326_C57BL6J_HF_ET1883.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run327_BXD84_CD_ET2575	Mus musculus	Liver	normal	2	control diet	BXD84	wevan_I171115_Run327_BXD84_CD_ET2575	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run327_BXD84_CD_ET2575.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171115_Run328_BXD48a_HF_ET699	Mus musculus	Liver	normal	2	high fat diet	BXD48a	wevan_I171115_Run328_BXD48a_HF_ET699	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run328_BXD48a_HF_ET699.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run329_BXD95_CD_ET1270	Mus musculus	Liver	normal	4	control diet	BXD95	wevan_I171115_Run329_BXD95_CD_ET1270	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run329_BXD95_CD_ET1270.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171115_Run331_BXD89_HF_ET178	Mus musculus	Liver	normal	4	high fat diet	BXD89	wevan_I171115_Run331_BXD89_HF_ET178	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run331_BXD89_HF_ET178.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171115_Run332_BXD63_CD_ET2092	Mus musculus	Liver	normal	7	control diet	BXD63	wevan_I171115_Run332_BXD63_CD_ET2092	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run332_BXD63_CD_ET2092.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171115_Run333_C57BL6J_HF_ET2018	Mus musculus	Liver	normal	6	high fat diet	C57BL6J	wevan_I171115_Run333_C57BL6J_HF_ET2018	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171115_Run333_C57BL6J_HF_ET2018.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171116_Run342_BXD53_CD_ET851	Mus musculus	Liver	normal	1	control diet	BXD53	wevan_I171116_Run342_BXD53_CD_ET851	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171116_Run342_BXD53_CD_ET851.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171116_Run343_BXD95_HF_ET857	Mus musculus	Liver	normal	3	high fat diet	BXD95	wevan_I171116_Run343_BXD95_HF_ET857	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171116_Run343_BXD95_HF_ET857.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171116_Run344_C57BL6J_HF_ET522	Mus musculus	Liver	normal	7	high fat diet	C57BL6J	wevan_I171116_Run344_C57BL6J_HF_ET522	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171116_Run344_C57BL6J_HF_ET522.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171116_Run349_BXD86_CD_ET614	Mus musculus	Liver	normal	3	control diet	BXD86	wevan_I171116_Run349_BXD86_CD_ET614	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171116_Run349_BXD86_CD_ET614.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171117_Run333b_BXD73_HF_ET1506	Mus musculus	Liver	normal	9	high fat diet	BXD73	wevan_I171117_Run333b_BXD73_HF_ET1506	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run333b_BXD73_HF_ET1506.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run334_BXD29_HF_ET669	Mus musculus	Liver	normal	5	high fat diet	BXD29	wevan_I171117_Run334_BXD29_HF_ET669	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run334_BXD29_HF_ET669.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run335_B6D2F1_HF_ET2290	Mus musculus	Liver	normal	5	high fat diet	B6D2F1	wevan_I171117_Run335_B6D2F1_HF_ET2290	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run335_B6D2F1_HF_ET2290.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run336_BXD51_HF_ET1182	Mus musculus	Liver	normal	3	high fat diet	BXD51	wevan_I171117_Run336_BXD51_HF_ET1182	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run336_BXD51_HF_ET1182.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run337_BXD40_HF_ET2037	Mus musculus	Liver	normal	3	high fat diet	BXD40	wevan_I171117_Run337_BXD40_HF_ET2037	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run337_BXD40_HF_ET2037.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run338_BXD29_CD_ET742	Mus musculus	Liver	normal	6	control diet	BXD29	wevan_I171117_Run338_BXD29_CD_ET742	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run338_BXD29_CD_ET742.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171117_Run339_BXD90_HF_ET1093	Mus musculus	Liver	normal	2	high fat diet	BXD90	wevan_I171117_Run339_BXD90_HF_ET1093	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run339_BXD90_HF_ET1093.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run340_BXD24_CD_ET1033	Mus musculus	Liver	normal	4	control diet	BXD24	wevan_I171117_Run340_BXD24_CD_ET1033	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run340_BXD24_CD_ET1033.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171117_Run341_BXD24_HF_ET1031	Mus musculus	Liver	normal	2	high fat diet	BXD24	wevan_I171117_Run341_BXD24_HF_ET1031	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run341_BXD24_HF_ET1031.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run345_D2B6F1_HF_ET642	Mus musculus	Liver	normal	6	high fat diet	D2B6F1	wevan_I171117_Run345_D2B6F1_HF_ET642	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run345_D2B6F1_HF_ET642.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run346_B6D2F1_HF_ET1236	Mus musculus	Liver	normal	6	high fat diet	B6D2F1	wevan_I171117_Run346_B6D2F1_HF_ET1236	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run346_B6D2F1_HF_ET1236.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run347_BXD29_HF_ET732	Mus musculus	Liver	normal	6	high fat diet	BXD29	wevan_I171117_Run347_BXD29_HF_ET732	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run347_BXD29_HF_ET732.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171117_Run348_BXD48_CD_ET132	Mus musculus	Liver	normal	5	control diet	BXD48	wevan_I171117_Run348_BXD48_CD_ET132	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171117_Run348_BXD48_CD_ET132.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run350_BXD63_CD_ET818	Mus musculus	Liver	normal	8	control diet	BXD63	wevan_I171119_Run350_BXD63_CD_ET818	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run350_BXD63_CD_ET818.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run351_B6D2F1_HF_ET1234	Mus musculus	Liver	normal	7	high fat diet	B6D2F1	wevan_I171119_Run351_B6D2F1_HF_ET1234	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run351_B6D2F1_HF_ET1234.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run352_BXD77_CD_ET30	Mus musculus	Liver	normal	3	control diet	BXD77	wevan_I171119_Run352_BXD77_CD_ET30	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run352_BXD77_CD_ET30.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run353_C57BL6J_CD_ET1262	Mus musculus	Liver	normal	7	control diet	C57BL6J	wevan_I171119_Run353_C57BL6J_CD_ET1262	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run353_C57BL6J_CD_ET1262.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run354_BXD98_HF_ET1522	Mus musculus	Liver	normal	1	high fat diet	BXD98	wevan_I171119_Run354_BXD98_HF_ET1522	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run354_BXD98_HF_ET1522.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run355_D2B6F1_CD_ET1154	Mus musculus	Liver	normal	5	control diet	D2B6F1	wevan_I171119_Run355_D2B6F1_CD_ET1154	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run355_D2B6F1_CD_ET1154.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run356_C57BL6J_HF_ET1264	Mus musculus	Liver	normal	8	high fat diet	C57BL6J	wevan_I171119_Run356_C57BL6J_HF_ET1264	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run356_C57BL6J_HF_ET1264.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run357_BXD88_CD_ET895	Mus musculus	Liver	normal	1	control diet	BXD88	wevan_I171119_Run357_BXD88_CD_ET895	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run357_BXD88_CD_ET895.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run358_BXD65_HF_ET1285	Mus musculus	Liver	normal	4	high fat diet	BXD65	wevan_I171119_Run358_BXD65_HF_ET1285	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run358_BXD65_HF_ET1285.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run359_BXD51_CD_ET704	Mus musculus	Liver	normal	3	control diet	BXD51	wevan_I171119_Run359_BXD51_CD_ET704	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run359_BXD51_CD_ET704.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171119_Run360_BXD95_HF_ET1275R1	Mus musculus	Liver	normal	4	high fat diet	BXD95	wevan_I171119_Run360_BXD95_HF_ET1275R1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run360_BXD95_HF_ET1275R1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run361_C57BL6J_HF_ET1883R1	Mus musculus	Liver	normal	9	high fat diet	C57BL6J	wevan_I171119_Run361_C57BL6J_HF_ET1883R1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run361_C57BL6J_HF_ET1883R1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171119_Run362_BXD95_CD_ET1270R1	Mus musculus	Liver	normal	5	control diet	BXD95	wevan_I171119_Run362_BXD95_CD_ET1270R1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171119_Run362_BXD95_CD_ET1270R1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
