source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[treatment]	characteristics[strain]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
wevan_I171013_BXD65b_CD_ET1410_Run111	Mus musculus	Liver	normal	2	control diet	BXD65b	wevan_I171013_BXD65b_CD_ET1410_Run111	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD65b_CD_ET1410_Run111.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD65b_CD_ET1793_Run104	Mus musculus	Liver	normal	3	control diet	BXD65b	wevan_I171013_BXD65b_CD_ET1793_Run104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD65b_CD_ET1793_Run104.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD65b_CD_ET2108_Run093	Mus musculus	Liver	normal	4	control diet	BXD65b	wevan_I171013_BXD65b_CD_ET2108_Run093	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD65b_CD_ET2108_Run093.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD65b_HF_ET1713_Run100	Mus musculus	Liver	normal	2	high fat diet	BXD65b	wevan_I171013_BXD65b_HF_ET1713_Run100	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD65b_HF_ET1713_Run100.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD65b_HF_ET1790_Run098	Mus musculus	Liver	normal	3	high fat diet	BXD65b	wevan_I171013_BXD65b_HF_ET1790_Run098	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD65b_HF_ET1790_Run098.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD68_CD_ET2316_Run099	Mus musculus	Liver	normal	1	control diet	BXD68	wevan_I171013_BXD68_CD_ET2316_Run099	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD68_CD_ET2316_Run099.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD70_HF_ET1728_Run114	Mus musculus	Liver	normal	3	high fat diet	BXD70	wevan_I171013_BXD70_HF_ET1728_Run114	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD70_HF_ET1728_Run114.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD77_HF_ET1866_Run091	Mus musculus	Liver	normal	1	high fat diet	BXD77	wevan_I171013_BXD77_HF_ET1866_Run091	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD77_HF_ET1866_Run091.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD87_HF_ET1870_Run105	Mus musculus	Liver	normal	1	high fat diet	BXD87	wevan_I171013_BXD87_HF_ET1870_Run105	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD87_HF_ET1870_Run105.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD89_HF_ET2076_Run106	Mus musculus	Liver	normal	1	high fat diet	BXD89	wevan_I171013_BXD89_HF_ET2076_Run106	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD89_HF_ET2076_Run106.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD90_CD_ET1702_Run094	Mus musculus	Liver	normal	2	control diet	BXD90	wevan_I171013_BXD90_CD_ET1702_Run094	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD90_CD_ET1702_Run094.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD101_HF_ET1420_Run119	Mus musculus	Liver	normal	1	high fat diet	BXD101	wevan_I171016_BXD101_HF_ET1420_Run119	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD101_HF_ET1420_Run119.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_BXD39_CD_ET1322_Run116	Mus musculus	Liver	normal	3	control diet	BXD39	wevan_I171016_BXD39_CD_ET1322_Run116	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD39_CD_ET1322_Run116.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD43_CD_ET2154_Run120	Mus musculus	Liver	normal	1	control diet	BXD43	wevan_I171016_BXD43_CD_ET2154_Run120	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD43_CD_ET2154_Run120.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD51_CD_ET1518_Run126	Mus musculus	Liver	normal	1	control diet	BXD51	wevan_I171016_BXD51_CD_ET1518_Run126	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD51_CD_ET1518_Run126.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD51_HF_ET1515_Run121	Mus musculus	Liver	normal	1	high fat diet	BXD51	wevan_I171016_BXD51_HF_ET1515_Run121	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD51_HF_ET1515_Run121.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_BXD65_HF_ET1784_Run127	Mus musculus	Liver	normal	1	high fat diet	BXD65	wevan_I171016_BXD65_HF_ET1784_Run127	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD65_HF_ET1784_Run127.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_BXD73_CD_ET1906_Run128	Mus musculus	Liver	normal	3	control diet	BXD73	wevan_I171016_BXD73_CD_ET1906_Run128	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD73_CD_ET1906_Run128.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD73_HF_ET1506_Run122	Mus musculus	Liver	normal	2	high fat diet	BXD73	wevan_I171016_BXD73_HF_ET1506_Run122	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD73_HF_ET1506_Run122.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_BXD89_CD_ET2078_Run115	Mus musculus	Liver	normal	1	control diet	BXD89	wevan_I171016_BXD89_CD_ET2078_Run115	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD89_CD_ET2078_Run115.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD95_CD_ET1566_Run117	Mus musculus	Liver	normal	1	control diet	BXD95	wevan_I171016_BXD95_CD_ET1566_Run117	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD95_CD_ET1566_Run117.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD99_CD_ET1354_Run118	Mus musculus	Liver	normal	1	control diet	BXD99	wevan_I171016_BXD99_CD_ET1354_Run118	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD99_CD_ET1354_Run118.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_BXD9_CD_ET2577_Run123	Mus musculus	Liver	normal	1	control diet	BXD9	wevan_I171016_BXD9_CD_ET2577_Run123	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_BXD9_CD_ET2577_Run123.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_C57BL6J_CD_ET1585_Run125	Mus musculus	Liver	normal	1	control diet	C57BL6J	wevan_I171016_C57BL6J_CD_ET1585_Run125	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_C57BL6J_CD_ET1585_Run125.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171016_C57BL6J_HF_ET1681_Run124	Mus musculus	Liver	normal	2	high fat diet	C57BL6J	wevan_I171016_C57BL6J_HF_ET1681_Run124	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_C57BL6J_HF_ET1681_Run124.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_Run129_BXD29_HF_ET2349-repofRun101	Mus musculus	Liver	normal	4	high fat diet	BXD29	wevan_I171016_Run129_BXD29_HF_ET2349-repofRun101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_Run129_BXD29_HF_ET2349-repofRun101.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171016_Run131_BXD98_CD_ET1524_CTRL	Mus musculus	Liver	normal	3	control diet	BXD98	wevan_I171016_Run131_BXD98_CD_ET1524_CTRL	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171016_Run131_BXD98_CD_ET1524_CTRL.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run132_BXD98_CD_ET1524_CTRL	Mus musculus	Liver	normal	4	control diet	BXD98	wevan_I171022_Run132_BXD98_CD_ET1524_CTRL	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run132_BXD98_CD_ET1524_CTRL.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run133_BXD89_CD_ET2078	Mus musculus	Liver	normal	2	control diet	BXD89	wevan_I171022_Run133_BXD89_CD_ET2078	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run133_BXD89_CD_ET2078.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run134_BXD39_CD_ET1322	Mus musculus	Liver	normal	4	control diet	BXD39	wevan_I171022_Run134_BXD39_CD_ET1322	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run134_BXD39_CD_ET1322.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run135_BXD95_CD_ET1566	Mus musculus	Liver	normal	2	control diet	BXD95	wevan_I171022_Run135_BXD95_CD_ET1566	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run135_BXD95_CD_ET1566.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run136_BXD99_CD_ET1354	Mus musculus	Liver	normal	2	control diet	BXD99	wevan_I171022_Run136_BXD99_CD_ET1354	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run136_BXD99_CD_ET1354.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run137_BXD101_HF_ET1420	Mus musculus	Liver	normal	2	high fat diet	BXD101	wevan_I171022_Run137_BXD101_HF_ET1420	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run137_BXD101_HF_ET1420.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run138_BXD43_CD_ET2154	Mus musculus	Liver	normal	2	control diet	BXD43	wevan_I171022_Run138_BXD43_CD_ET2154	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run138_BXD43_CD_ET2154.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run139_BXD51_HF_ET1515	Mus musculus	Liver	normal	2	high fat diet	BXD51	wevan_I171022_Run139_BXD51_HF_ET1515	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run139_BXD51_HF_ET1515.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run140_BXD73_HF_ET1506	Mus musculus	Liver	normal	3	high fat diet	BXD73	wevan_I171022_Run140_BXD73_HF_ET1506	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run140_BXD73_HF_ET1506.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run141_BXD9_CD_ET2577	Mus musculus	Liver	normal	2	control diet	BXD9	wevan_I171022_Run141_BXD9_CD_ET2577	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run141_BXD9_CD_ET2577.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run142_C57BL6J_HF_ET1681	Mus musculus	Liver	normal	3	high fat diet	C57BL6J	wevan_I171022_Run142_C57BL6J_HF_ET1681	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run142_C57BL6J_HF_ET1681.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run143_C57BL6J_CD_ET1585	Mus musculus	Liver	normal	2	control diet	C57BL6J	wevan_I171022_Run143_C57BL6J_CD_ET1585	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run143_C57BL6J_CD_ET1585.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run144_BXD51_CD_ET1518	Mus musculus	Liver	normal	2	control diet	BXD51	wevan_I171022_Run144_BXD51_CD_ET1518	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run144_BXD51_CD_ET1518.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run145_BXD65_HF_ET1784	Mus musculus	Liver	normal	2	high fat diet	BXD65	wevan_I171022_Run145_BXD65_HF_ET1784	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run145_BXD65_HF_ET1784.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run146_BXD73_CD_ET1906	Mus musculus	Liver	normal	4	control diet	BXD73	wevan_I171022_Run146_BXD73_CD_ET1906	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run146_BXD73_CD_ET1906.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run147_BXD95_HF_ET1273	Mus musculus	Liver	normal	1	high fat diet	BXD95	wevan_I171022_Run147_BXD95_HF_ET1273	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run147_BXD95_HF_ET1273.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run148_BXD102_HF_ET1358	Mus musculus	Liver	normal	5	high fat diet	BXD102	wevan_I171022_Run148_BXD102_HF_ET1358	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run148_BXD102_HF_ET1358.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run149_BXD67_CD_ET1344	Mus musculus	Liver	normal	1	control diet	BXD67	wevan_I171022_Run149_BXD67_CD_ET1344	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run149_BXD67_CD_ET1344.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run150_BXD40_HF_ET1488	Mus musculus	Liver	normal	2	high fat diet	BXD40	wevan_I171022_Run150_BXD40_HF_ET1488	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run150_BXD40_HF_ET1488.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run151_BXD45_CD_ET1826	Mus musculus	Liver	normal	3	control diet	BXD45	wevan_I171022_Run151_BXD45_CD_ET1826	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run151_BXD45_CD_ET1826.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171022_Run152_BXD63_HF_ET1716	Mus musculus	Liver	normal	5	high fat diet	BXD63	wevan_I171022_Run152_BXD63_HF_ET1716	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run152_BXD63_HF_ET1716.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171022_Run153_B6D2F1_HF_ET2288	Mus musculus	Liver	normal	2	high fat diet	B6D2F1	wevan_I171022_Run153_B6D2F1_HF_ET2288	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171022_Run153_B6D2F1_HF_ET2288.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
