source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
A20221018sunyt_TPD_mftZRY_45minDIA_b2_18	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_19	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_2	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_20	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_21	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_21	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_22	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_23	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_24	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_25	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_26	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_27	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_28	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_29	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_29	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_3	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_30	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_30	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_4	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_5	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_6	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_7	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_8	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221018sunyt_TPD_mftZRY_45minDIA_b2_9	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_9	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221018sunyt_TPD_mftZRY_45minDIA_b2_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_1	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_10	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_11	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_12	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_13	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_14	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_15	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_16	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_16	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_17	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_17	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_18	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_19	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_2	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_20	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_21	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_21	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_22	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
A20221021sunyt_TPD_mftZRY_45minDIA_b3_23	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20221021sunyt_TPD_mftZRY_45minDIA_b3_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
