source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[disease]	characteristics[host disease status]	characteristics[host body site]	characteristics[biological replicate]	characteristics[perturbation]	characteristics[chemical administration]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms min mz]	comment[ms max mz]	comment[technical replicate]	comment[data file]	comment[sample preparation batch]	comment[miscellaneous parameter]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
V24_MTHY	V24_MTHY	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_MTHY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_MTHY.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_MTRN	V24_MTRN	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Metronidazole (MTRN), 11.7 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_MTRN	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_MTRN.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Metronidazole (MTRN), 11.7 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_NBTY	V24_NBTY	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Na-butyrate (NBTY), 9.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_NBTY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_NBTY.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Na-butyrate (NBTY), 9.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_NPRX	V24_NPRX	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Naproxen sodium (NPRX), 1.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_NPRX	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_NPRX.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Naproxen sodium (NPRX), 1.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_NZTD	V24_NZTD	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Nizatidine (NZTD), 4.5 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_NZTD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_NZTD.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Nizatidine (NZTD), 4.5 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_OLNZ	V24_OLNZ	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Olanzapine (OLNZ), 320 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_OLNZ	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_OLNZ.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Olanzapine (OLNZ), 320 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_OLSL	V24_OLSL	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Olsalazine sodium (OLSL), 14.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_OLSL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_OLSL.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Olsalazine sodium (OLSL), 14.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_OMPR	V24_OMPR	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Omeprazole (OMPR), 290 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_OMPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_OMPR.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Omeprazole (OMPR), 290 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_PRCT	V24_PRCT	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Paracetamol (Acetaminophen) (PRCT), 13.2 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_PRCT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_PRCT.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Paracetamol (Acetaminophen) (PRCT), 13.2 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_PRVS	V24_PRVS	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Pravastatin sodium (PRVS), 896 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_PRVS	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_PRVS.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Pravastatin sodium (PRVS), 896 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RFXM	V24_RFXM	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Rifaximin (RFXM), 1.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RFXM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_RFXM.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Rifaximin (RFXM), 1.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RNTD	V24_RNTD	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Ranitidine hydrochloride (RNTD), 4.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RNTD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_RNTD.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ranitidine hydrochloride (RNTD), 4.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RPMY	V24_RPMY	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RPMY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_RPMY.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RPMY	V24_RPMY	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RPMY_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	2	Leyuan_20171220_RapidAIM_V24_RPMY_r1.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RPMY	V24_RPMY	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RPMY_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	3	Leyuan_20171220_RapidAIM_V24_RPMY_r2.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Rapamycin (RPMY), 33 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RSPN	V24_RSPN	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Risperidone (RSPR), 195 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RSPN	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_RSPN.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Risperidone (RSPR), 195 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V24_RSVR	V24_RSVR	human gut metagenome	feces	fecal material	Homo sapiens	V24	normal	healthy	feces	5	Resveratrol (RSVR), 3.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20171220_RapidAIM_V24_RSVR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20171220_RapidAIM_V24_RSVR.raw	V24_2017-12-20	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Resveratrol (RSVR), 3.3 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
