source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20130327_BoSo_IsraelCollab_Phospho_Trypsin_tenmin01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130327_BoSo_IsraelCollab_Phospho_Trypsin_tenmin01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130327_BoSo_IsraelCollab_Phospho_Trypsin_tenmin01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130327_BoSo_IsraelCollab_Phospho_Trypsin_tenmin01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F05	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	5	1	20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120314_VR_TripleSILAC_pT1L1T2rep_F16	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120314_VR_TripleSILAC_pT1L1T2rep_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	16	1	20120314_VR_TripleSILAC_pT1L1T2rep_F16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120314_VR_TripleSILAC_pT1L1T2rep_F16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20121215_AC_Bsu_Log_ES_LS_IP	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20121215_AC_Bsu_Log_ES_LS_IP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20121215_AC_Bsu_Log_ES_LS_IP.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20121215_AC_Bsu_Log_ES_LS_IP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20091201_BoMa_SA_BacillusSILAC-KO_stat_Ph_02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	2	20091201_BoMa_SA_BacillusSILAC-KO_stat_Ph_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20091201_BoMa_SA_BacillusSILAC-KO_stat_Ph_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20091201_BoMa_SA_BacillusSILAC-KO_stat_Ph_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120419_VR_Bsu_TripleSILAC_T1L1T2rep_OG_F01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120419_VR_Bsu_TripleSILAC_T1L1T2rep_OG_F01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120419_VR_Bsu_TripleSILAC_T1L1T2rep_OG_F01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120419_VR_Bsu_TripleSILAC_T1L1T2rep_OG_F01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120314_VR_TripleSILAC_pT1L1T2rep_F02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120314_VR_TripleSILAC_pT1L1T2rep_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20120314_VR_TripleSILAC_pT1L1T2rep_F02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120314_VR_TripleSILAC_pT1L1T2rep_F02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120902_VR_Bsu_TripleSILAC_pWTPrkCPrpCRep1_F16	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120902_VR_Bsu_TripleSILAC_pWTPrkCPrpCRep1_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	16	1	20120902_VR_Bsu_TripleSILAC_pWTPrkCPrpCRep1_F16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120902_VR_Bsu_TripleSILAC_pWTPrkCPrpCRep1_F16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20091124_BoMa_SA_BacillusSILAC-KO_stat_08	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	8	20091124_BoMa_SA_BacillusSILAC-KO_stat_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20091124_BoMa_SA_BacillusSILAC-KO_stat_08.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20091124_BoMa_SA_BacillusSILAC-KO_stat_08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120523_VR_Bsu_TripleSILACrep1_L2ESLS_GeLC_F12	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120523_VR_Bsu_TripleSILACrep1_L2ESLS_GeLC_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	20120523_VR_Bsu_TripleSILACrep1_L2ESLS_GeLC_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120523_VR_Bsu_TripleSILACrep1_L2ESLS_GeLC_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140827_BoSo_Bsubtilis_Phospho_LysC_Test_1to1bead_02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	2	20140827_BoSo_Bsubtilis_Phospho_LysC_Test_1to1bead_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140827_BoSo_Bsubtilis_Phospho_LysC_Test_1to1bead_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140827_BoSo_Bsubtilis_Phospho_LysC_Test_1to1bead_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20091116_BoMa_SA_BacillusSILAC-KO_log_01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20091116_BoMa_SA_BacillusSILAC-KO_log_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20091116_BoMa_SA_BacillusSILAC-KO_log_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20091116_BoMa_SA_BacillusSILAC-KO_log_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to10bead_04	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	4	20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to10bead_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to10bead_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to10bead_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130802_VR_Bsu_Tryp_TiO2old_DHB_R02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130802_VR_Bsu_Tryp_TiO2old_DHB_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130802_VR_Bsu_Tryp_TiO2old_DHB_R02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130802_VR_Bsu_Tryp_TiO2old_DHB_R02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
201306014_AC_GelC_ArgC_BR3_Log_ES_LS_01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	201306014_AC_GelC_ArgC_BR3_Log_ES_LS_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	201306014_AC_GelC_ArgC_BR3_Log_ES_LS_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/201306014_AC_GelC_ArgC_BR3_Log_ES_LS_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120510_VR_Bsu_TripleSILACrep1_T1L1T2_OG_F12	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120510_VR_Bsu_TripleSILACrep1_T1L1T2_OG_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	20120510_VR_Bsu_TripleSILACrep1_T1L1T2_OG_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120510_VR_Bsu_TripleSILACrep1_T1L1T2_OG_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120601_VR_Bsu_TripleSILAC_WTPrkCPrpC_GeLC_F04	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120601_VR_Bsu_TripleSILAC_WTPrkCPrpC_GeLC_F04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	4	1	20120601_VR_Bsu_TripleSILAC_WTPrkCPrpC_GeLC_F04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120601_VR_Bsu_TripleSILAC_WTPrkCPrpC_GeLC_F04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140830_BoSo_Bsubtilis_phospho_LysC_10mg_Round01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20140830_BoSo_Bsubtilis_phospho_LysC_10mg_Round01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140830_BoSo_Bsubtilis_phospho_LysC_10mg_Round01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140830_BoSo_Bsubtilis_phospho_LysC_10mg_Round01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120223_BoSo_Bsubtilis_Ingel_OldBuffer_01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120223_BoSo_Bsubtilis_Ingel_OldBuffer_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120223_BoSo_Bsubtilis_Ingel_OldBuffer_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120223_BoSo_Bsubtilis_Ingel_OldBuffer_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to5bead_01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to5bead_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to5bead_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140820_BoSo_Bsubtilis_Phospho_LysC_Test_1to5bead_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
