source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
230707_PericyteP1_S1_B6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 230707_PericyteP1_S1_rep1_B6_1_5902	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	230707_PericyteP1_S1_rep1_B6_1_5902.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
230707_PericyteP1_S1_B6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 230707_PericyteP1_S1_rep2_B6_1_5903	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	230707_PericyteP1_S1_rep2_B6_1_5903.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
230707_PericyteP2_S1_B4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 230707_PericyteP2_S1_rep1_B4_1_5898	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	230707_PericyteP2_S1_rep1_B4_1_5898.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
230707_PericyteP2_S1_B4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 230707_PericyteP2_S1_rep2_B4_1_5899	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	230707_PericyteP2_S1_rep2_B4_1_5899.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
231013_ART_BMVEC_B3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_ART_BMVEC_rep1_B3_1_6409	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231013_ART_BMVEC_rep1_B3_1_6409.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_ART_BMVEC_B3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_ART_BMVEC_rep2_B3_1_6410	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231013_ART_BMVEC_rep2_B3_1_6410.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_HIV_ART_BMVEC_B7	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_HIV_ART_BMVEC_rep1_B7_1_6417	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231013_HIV_ART_BMVEC_rep1_B7_1_6417.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_HIV_ART_BMVEC_B7	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_HIV_ART_BMVEC_rep2_B7_1_6418	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231013_HIV_ART_BMVEC_rep2_B7_1_6418.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_HIV_BMVEC_B5	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_HIV_BMVEC_rep1_B5_1_6413	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231013_HIV_BMVEC_rep1_B5_1_6413.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_HIV_BMVEC_B5	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_HIV_BMVEC_rep2_B5_1_6414	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231013_HIV_BMVEC_rep2_B5_1_6414.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_UntxBMVEC_B1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_UntxBMVEC_rep1_B1_1_6405	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231013_UntxBMVEC_rep1_B1_1_6405.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231013_UntxBMVEC_B1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231013_UntxBMVEC_rep2_B1_1_6406	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231013_UntxBMVEC_rep2_B1_1_6406.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_230808_Pericyte_C7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_230808_Pericyte_rep1_C7_1_6477	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_230808_Pericyte_rep1_C7_1_6477.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
231016_230808_Pericyte_C7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_230808_Pericyte_rep2_C7_1_6478	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_230808_Pericyte_rep2_C7_1_6478.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
231016_230823_BMVEC_C5	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_230823_BMVEC_rep1_C5_1_6473	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_230823_BMVEC_rep1_C5_1_6473.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_230823_BMVEC_C5	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_230823_BMVEC_rep2_C5_1_6474	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_230823_BMVEC_rep2_C5_1_6474.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_ART_C3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_ART_rep1_C3_1_6469	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_BMVEC_ART_rep1_C3_1_6469.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_ART_C3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_ART_rep2_C3_1_6470	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_BMVEC_ART_rep2_C3_1_6470.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_HIV_ART_B1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_HIV_ART_rep1_B1_1_6449	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_BMVEC_HIV_ART_rep1_B1_1_6449.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_HIV_ART_B1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_HIV_ART_rep2_B1_1_6450	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_BMVEC_HIV_ART_rep2_B1_1_6450.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_HIV_B3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_HIV_rep1_B3_1_6453	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_BMVEC_HIV_rep1_B3_1_6453.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_HIV_B3	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_HIV_rep2_B3_1_6454	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_BMVEC_HIV_rep2_B3_1_6454.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_Untx_C1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_Untx_rep1_C1_1_6465	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_BMVEC_Untx_rep1_C1_1_6465.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_BMVEC_Untx_C1	Homo sapiens	blood brain barrier	brain microvascular endothelial cell	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_BMVEC_Untx_rep2_C1_1_6466	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_BMVEC_Untx_rep2_C1_1_6466.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	brain microvascular endothelial cell
231016_Hepatocyte1_D1	Homo sapiens	liver	hepatocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_Hepatocyte1_rep1_D1_1_6481	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_Hepatocyte1_rep1_D1_1_6481.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	hepatocyte
231016_Hepatocyte1_D1	Homo sapiens	liver	hepatocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_Hepatocyte1_rep2_D1_1_6482	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_Hepatocyte1_rep2_D1_1_6482.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	hepatocyte
231016_Hepatocyte2_D3	Homo sapiens	liver	hepatocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_Hepatocyte2_rep1_D3_1_6485	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	231016_Hepatocyte2_rep1_D3_1_6485.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	hepatocyte
231016_Hepatocyte2_D3	Homo sapiens	liver	hepatocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 231016_Hepatocyte2_rep2_D3_1_6486	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	231016_Hepatocyte2_rep2_D3_1_6486.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	hepatocyte
240214_astro_ART1_B5	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART1_rep1_B5_1_7040	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_ART1_rep1_B5_1_7040.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART1_B5	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART1_rep2_B5_1_7041	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_ART1_rep2_B5_1_7041.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART2_B6	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART2_rep1_B6_1_7044	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_ART2_rep1_B6_1_7044.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART2_B6	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART2_rep2_B6_1_7045	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_ART2_rep2_B6_1_7045.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART3_B7	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART3_rep1_B7_1_7048	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_ART3_rep1_B7_1_7048.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
