source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
PXD052143-Sample-38	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_38_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_38_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-39	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_38_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_38_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-40	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_3_R01	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_3_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-41	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_3_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_3_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-42	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_3_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_3_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-43	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_48_R01	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_48_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-44	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_48_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_48_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-45	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_48_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_48_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-46	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_95_R01	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_95_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-47	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_95_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_95_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-48	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_95_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_95_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-49	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_97_R01	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_97_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-50	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_97_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_97_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-51	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_97_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_97_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-52	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_99_R01	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_99_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-53	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_99_R02	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_99_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-54	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SRM_99_R03	proteomic profiling by mass spectrometry	NT=Parallel reaction monitoring;AC=PRIDE:0000459	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SRM_99_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-55	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_112_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_112_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-56	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_112_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_112_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-57	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_112_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_112_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-58	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_119_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_119_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-59	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_119_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_119_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-60	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_119_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_119_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-61	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_120_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_120_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-62	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_120_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_120_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-63	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_120_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_120_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-64	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_128_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_128_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-65	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_128_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_128_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-66	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_128_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_128_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-67	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_130_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_130_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-68	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_130_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_130_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-69	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_130_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_130_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-70	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_137_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_137_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-71	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_137_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_137_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-72	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_137_R03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_137_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-73	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_145_R01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_145_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
PXD052143-Sample-74	Mus musculus	not available	duchenne muscular dystrophy	1	200706_Angus_muscle_Heart_SSF_145_R02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	1	1	200706_Angus_muscle_Heart_SSF_145_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	duchenne muscular dystrophy
