source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
frac_15	mus musculus	Myotube	not applicable	not available	15	frac_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_25	mus musculus	Myotube	not applicable	not available	25	frac_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_60	mus musculus	Myotube	not applicable	not available	60	frac_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_95	mus musculus	Myotube	not applicable	not available	95	frac_95	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_95.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_95.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_122	mus musculus	Myotube	not applicable	not available	1	frac_122	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_122.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_122.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_74	mus musculus	Myotube	not applicable	not available	74	frac_74	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_74.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_99	mus musculus	Myotube	not applicable	not available	99	frac_99	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_99.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_99.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_28	mus musculus	Myotube	not applicable	not available	28	frac_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_32	mus musculus	Myotube	not applicable	not available	32	frac_32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_88	mus musculus	Myotube	not applicable	not available	88	frac_88	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_88.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_56	mus musculus	Myotube	not applicable	not available	56	frac_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_117	mus musculus	Myotube	not applicable	not available	1	frac_117	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_117.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_91	mus musculus	Myotube	not applicable	not available	91	frac_91	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_91.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_114	mus musculus	Myotube	not applicable	not available	1	frac_114	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_114.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_114.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_43	mus musculus	Myotube	not applicable	not available	43	frac_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_78	mus musculus	Myotube	not applicable	not available	78	frac_78	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_78.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_77	mus musculus	Myotube	not applicable	not available	77	frac_77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_77.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_53	mus musculus	Myotube	not applicable	not available	53	frac_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_53.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_68	mus musculus	Myotube	not applicable	not available	68	frac_68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_68.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_84	mus musculus	Myotube	not applicable	not available	84	frac_84	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_84.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_35	mus musculus	Myotube	not applicable	not available	35	frac_35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_23	mus musculus	Myotube	not applicable	not available	23	frac_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_70	mus musculus	Myotube	not applicable	not available	70	frac_70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_123	mus musculus	Myotube	not applicable	not available	1	frac_123	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_123.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_98	mus musculus	Myotube	not applicable	not available	98	frac_98	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_98.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_11	mus musculus	Myotube	not applicable	not available	11	frac_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_21	mus musculus	Myotube	not applicable	not available	21	frac_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_75	mus musculus	Myotube	not applicable	not available	75	frac_75	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_75.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_54	mus musculus	Myotube	not applicable	not available	54	frac_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_47	mus musculus	Myotube	not applicable	not available	47	frac_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_47.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_59	mus musculus	Myotube	not applicable	not available	59	frac_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_120	mus musculus	Myotube	not applicable	not available	1	frac_120	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_120.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_120.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_125	mus musculus	Myotube	not applicable	not available	1	frac_125	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_125.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_125.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_72	mus musculus	Myotube	not applicable	not available	72	frac_72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_87	mus musculus	Myotube	not applicable	not available	87	frac_87	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_87.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
