source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
R17173_1834_WT_S37P_nr1_Nter_24-28-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17173_1834_WT_S37P_nr1_Nter_24-28-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17173_1834_WT_S37P_nr1_Nter_24-28-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17173_1834_WT_S37P_nr1_Nter_24-28-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17464_1838_WT_S37P_nr2_Nter_20-24-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17464_1838_WT_S37P_nr2_Nter_20-24-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17464_1838_WT_S37P_nr2_Nter_20-24-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17464_1838_WT_S37P_nr2_Nter_20-24-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17444_1838_WT_S37P_nr2_Nter_24-28-7	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	7	R17444_1838_WT_S37P_nr2_Nter_24-28-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17444_1838_WT_S37P_nr2_Nter_24-28-7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17444_1838_WT_S37P_nr2_Nter_24-28-7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17459_1838_WT_S37P_nr2_Nter_20-24-7	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	7	R17459_1838_WT_S37P_nr2_Nter_20-24-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17459_1838_WT_S37P_nr2_Nter_20-24-7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17459_1838_WT_S37P_nr2_Nter_20-24-7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17545_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17545_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17545_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17545_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17517_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-5	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	R17517_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17517_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17517_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17170_1834_WT_S37P_nr1_Nter_24-28-5	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	R17170_1834_WT_S37P_nr1_Nter_24-28-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17170_1834_WT_S37P_nr1_Nter_24-28-5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17170_1834_WT_S37P_nr1_Nter_24-28-5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17524_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17524_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17524_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17524_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17535_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17535_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17535_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17535_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17518_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17518_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17518_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17518_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17246_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17246_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17246_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17246_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17258_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17258_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17258_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17258_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17550_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17550_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17550_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17550_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17274_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-4	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	R17274_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17274_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17274_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17241_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-1	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	R17241_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17241_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17241_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17261_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17261_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17261_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17261_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17548_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17548_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17548_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17548_1840_WT-hTERT_S37P-hTERT_nr2_Nter_20-24-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17169_1834_WT_S37P_nr1_Nter_24-28-4	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	R17169_1834_WT_S37P_nr1_Nter_24-28-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17169_1834_WT_S37P_nr1_Nter_24-28-4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17169_1834_WT_S37P_nr1_Nter_24-28-4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17430_1838_WT_S37P_nr2_Nter_28-32-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17430_1838_WT_S37P_nr2_Nter_28-32-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17430_1838_WT_S37P_nr2_Nter_28-32-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17430_1838_WT_S37P_nr2_Nter_28-32-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
