source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[human leukocyte antigen]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]	factor value[human leukocyte antigen]
PXD019643-Sample-142	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 424	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_1_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_1_400-650mz_msms3_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-142	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 425	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_2_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_2_400-650mz_msms4_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-142	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 426	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_3_400-650mz_msms5_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170719_AM_AUT01-DN15_Tongue_W6-32_10%_DDA_3_400-650mz_msms5_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-144	Homo sapiens	gallbladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 430	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_1_400-650mz_msms17_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_1_400-650mz_msms17_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	gallbladder	Human leukocyte antigen class I
PXD019643-Sample-144	Homo sapiens	gallbladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 431	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_2_400-650mz_msms18_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_2_400-650mz_msms18_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	gallbladder	Human leukocyte antigen class I
PXD019643-Sample-144	Homo sapiens	gallbladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 432	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_3_400-650mz_msms19_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170823_AM_AUT01-DN14_Gallbladder_W6-32_10%_DDA_3_400-650mz_msms19_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	gallbladder	Human leukocyte antigen class I
PXD019643-Sample-145	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 433	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_1_400-650mz_msms20_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_1_400-650mz_msms20_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class I
PXD019643-Sample-145	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 434	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_2_400-650mz_msms21_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_2_400-650mz_msms21_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class I
PXD019643-Sample-145	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 435	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_3_400-650mz_msms22_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180117_AM_AUT01-DN17_Bladder_W6-32_10%_DDA_3_400-650mz_msms22_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class I
PXD019643-Sample-146	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 436	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms16_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms16_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-146	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 437	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms17_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms17_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-146	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 438	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msms18_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161201_AM_AUT01-DN06_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msms18_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-148	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 442	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_1_400-650mz_msms15_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_1_400-650mz_msms15_Refill.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-148	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 443	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_2_400-650mz_msms16_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_2_400-650mz_msms16_Refill.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-148	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 444	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_3_400-650mz_msms17_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180928_AM_AUT01-DN03_AdrenalGland_W6-32_NA_DDA_3_400-650mz_msms17_Refill.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-150	Homo sapiens	mamma	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 448	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_1_400-650mz_msms21_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_1_400-650mz_msms21_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	mamma	Human leukocyte antigen class I
PXD019643-Sample-150	Homo sapiens	mamma	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 449	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_2_400-650mz_msms22_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_2_400-650mz_msms22_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	mamma	Human leukocyte antigen class I
PXD019643-Sample-150	Homo sapiens	mamma	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 450	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_3_400-650mz_msms23_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161121_AM_AUT01-DN06_Mamma_W6-32_10%_DDA_3_400-650mz_msms23_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	mamma	Human leukocyte antigen class I
PXD019643-Sample-152	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 454	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161201_AM_AUT01-DN13_Testis_W6-32_10%_DDA_2_400-650mz_msms32_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161201_AM_AUT01-DN13_Testis_W6-32_10%_DDA_2_400-650mz_msms32_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-152	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 455	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161201_AM_AUT01-DN13_Testis_W6-32_10%_DDA_3_400-650mz_msms33_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161201_AM_AUT01-DN13_Testis_W6-32_10%_DDA_3_400-650mz_msms33_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-152	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 456	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161209_AM_AUT01-DN13_Testis_W6-32_10%_DDA_1new_400-650mz_msms36_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161209_AM_AUT01-DN13_Testis_W6-32_10%_DDA_1new_400-650mz_msms36_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-155	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	THY01-DN5	1	organism part	not available	run 463	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_1_400-650mz_msms10_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_1_400-650mz_msms10_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class I
PXD019643-Sample-155	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	THY01-DN5	1	organism part	not available	run 464	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_2_400-650mz_msms11_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_2_400-650mz_msms11_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class I
PXD019643-Sample-155	Homo sapiens	thymus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	THY01-DN5	1	organism part	not available	run 465	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_3_400-650mz_msms12_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/191116_AMLM_THY01-DN5_Thymus_W6-32_10%_DDA_3_400-650mz_msms12_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thymus	Human leukocyte antigen class I
PXD019643-Sample-159	Homo sapiens	skin	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 475	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	skin	Human leukocyte antigen class I
PXD019643-Sample-159	Homo sapiens	skin	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 476	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	skin	Human leukocyte antigen class I
PXD019643-Sample-159	Homo sapiens	skin	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 477	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170911_AM_AUT01-DN05_Skin_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	skin	Human leukocyte antigen class I
