source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Gran-D161-BPER	Gran-D161-BPER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D161-BPER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D161-BPER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D161-CER.dat	Gran-D161-CER.dat	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D161-CER.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D161-CER.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D161-CER	Gran-D161-CER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D161-CER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D161-CER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D63-BPER.dat	Gran-D63-BPER.dat	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D63-BPER.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D63-BPER.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D63-BPER	Gran-D63-BPER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D63-BPER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D63-BPER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D63-CER	Gran-D63-CER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D63-CER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D63-CER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D83-BPER.dat	Gran-D83-BPER.dat	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D83-BPER.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D83-BPER.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D83-BPER	Gran-D83-BPER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D83-BPER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D83-BPER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D83-CER.dat	Gran-D83-CER.dat	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D83-CER.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D83-CER.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Gran-D83-CER	Gran-D83-CER	Candidatus accumulibacter phosphatis	wastewater	not applicable	not available	Metaproteomic_analysis_of_laboratory-scale_floccular_and_granular_biofilms_enriched_with_Accumulibacter_phosphatis	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Gran-D83-CER	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Gran-D83-CER.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
