source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[sample preparation]
PXD003947-QE07588	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07588	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	87	1	QE07588.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07589	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07589	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	88	1	QE07589.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07590	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07590	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	89	1	QE07590.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07591	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07591	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	90	1	QE07591.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07592	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07592	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	91	1	QE07592.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07593	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07593	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	92	1	QE07593.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QE07594	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QE07594	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	93	1	QE07594.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate + 1D SDS-PAGE separation
PXD003947-QEMMA151114_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151114_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	94	1	QEMMA151114_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA151114_05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151114_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	95	1	QEMMA151114_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA151114_07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151114_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	96	1	QEMMA151114_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA151114_09	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151114_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	97	1	QEMMA151114_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA151119_89	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151119_89	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	98	1	QEMMA151119_89.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA151119_91	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA151119_91	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	99	1	QEMMA151119_91.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Whole cell lysate, single run analysis
PXD003947-QEMMA160105_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	100	1	QEMMA160105_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	101	1	QEMMA160105_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	102	1	QEMMA160105_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	103	1	QEMMA160105_11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_32	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	104	1	QEMMA160105_32.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_34	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	105	1	QEMMA160105_34.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_36	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	106	1	QEMMA160105_36.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_38	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	107	1	QEMMA160105_38.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_40	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	108	1	QEMMA160105_40.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
PXD003947-QEMMA160105_42	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	HPP-SPZ-pool	cell	1	run QEMMA160105_42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002049	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	25 mmu	109	1	QEMMA160105_42.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	High pH reversed-Phase peptide fractionation
