source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_12_Slot1-23_1_26082.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_12_Slot1-23_1_26082.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_12_Slot1-23_1_26082.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_13_Slot1-24_1_26083.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_13_Slot1-24_1_26083.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_13_Slot1-24_1_26083.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_14_Slot1-25_1_26084.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_14_Slot1-25_1_26084.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_14_Slot1-25_1_26084.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_15_Slot1-26_1_26085.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_15_Slot1-26_1_26085.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_15_Slot1-26_1_26085.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_Slot1-12_1_26068.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_Slot1-12_1_26068.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_Slot1-12_1_26068.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_rep_Slot1-12_1_26088.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_rep_Slot1-12_1_26088.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_1_rep_Slot1-12_1_26088.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_2_Slot1-13_1_26069.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_2_Slot1-13_1_26069.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_2_Slot1-13_1_26069.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_3_Slot1-14_1_26070.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_3_Slot1-14_1_26070.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_3_Slot1-14_1_26070.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_4_Slot1-15_1_26072.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_4_Slot1-15_1_26072.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_4_Slot1-15_1_26072.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_5_Slot1-16_1_26073.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_5_Slot1-16_1_26073.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_5_Slot1-16_1_26073.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_6_Slot1-17_1_26074.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_6_Slot1-17_1_26074.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_6_Slot1-17_1_26074.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_7_Slot1-18_1_26075.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_7_Slot1-18_1_26075.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_7_Slot1-18_1_26075.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_8_Slot1-19_1_26077.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_8_Slot1-19_1_26077.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_8_Slot1-19_1_26077.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_9_Slot1-20_1_26078.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_9_Slot1-20_1_26078.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b1_9_Slot1-20_1_26078.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_10_Slot1-37_1_26102.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_10_Slot1-37_1_26102.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_10_Slot1-37_1_26102.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_11_Slot1-38_1_26103.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_11_Slot1-38_1_26103.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_11_Slot1-38_1_26103.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_12_Slot1-39_1_26105.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_12_Slot1-39_1_26105.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_12_Slot1-39_1_26105.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_13_Slot1-40_1_26106.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_13_Slot1-40_1_26106.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_13_Slot1-40_1_26106.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_14_Slot1-41_1_26107.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_14_Slot1-41_1_26107.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_14_Slot1-41_1_26107.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_15_Slot1-42_1_26108.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_15_Slot1-42_1_26108.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_15_Slot1-42_1_26108.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_Slot1-28_1_26091.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_Slot1-28_1_26091.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_Slot1-28_1_26091.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_rep_Slot1-28_1_26111.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_rep_Slot1-28_1_26111.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_1_rep_Slot1-28_1_26111.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_2_Slot1-29_1_26092.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_2_Slot1-29_1_26092.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_2_Slot1-29_1_26092.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_3_Slot1-30_1_26093.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_3_Slot1-30_1_26093.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_3_Slot1-30_1_26093.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_4_Slot1-31_1_26095.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_4_Slot1-31_1_26095.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_4_Slot1-31_1_26095.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_5_Slot1-32_1_26096.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_5_Slot1-32_1_26096.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_5_Slot1-32_1_26096.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_6_Slot1-33_1_26097.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_6_Slot1-33_1_26097.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_6_Slot1-33_1_26097.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_7_Slot1-34_1_26098.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_7_Slot1-34_1_26098.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_7_Slot1-34_1_26098.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_8_Slot1-35_1_26100.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_8_Slot1-35_1_26100.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_8_Slot1-35_1_26100.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_9_Slot1-36_1_26101.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_9_Slot1-36_1_26101.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b2_9_Slot1-36_1_26101.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
